purpose,avgDist
1: Work,20.35025818650131
2: University,21.749581847009
3: School,20.476840197659342
4: Escort,21.614007719123993
5: Individual Maintenance,20.112079476537172
6: Individual Discretionary,20.66886135755246
7: Joint Maintenance,20.68587348699087
8: Joint Discretionary,20.647811764440615
9: Work-based,19.2731690831643
Total,20.646482270984734
