fromZone,toZone,EETrucks
12,6,1110.6
12,2,1409.76
10,2,244.44
6,12,668.63
6,4,181.71
2,12,1240.64
2,10,250.41
4,6,424.56
3668,12,0.01
4525,12,142.9
3798,12,142.9
4525,10,29
3798,10,29
4525,6,6.32
3798,6,6.32
12,4525,12.53
12,3798,12.53
10,4525,4.1
10,3798,4.1
6,4525,2.93
6,3798,2.93
