fromZone,toZone,EETrucks
12,4525,2.92
12,3798,2.92
12,6,348.43
12,2,567.86
4525,12,34.36
3798,12,34.36
4525,10,7
3798,10,7
4525,6,1.77
3798,6,1.77
10,4525,1.57
10,3798,1.57
10,2,103
6,12,230.03
6,4525,1.18
6,3798,1.18
6,4,120.58
2,12,193.21
2,10,39.81
4,6,77.9
