fromZone,toZone,EETrucks
2,10,82.7003349369
2,12,411.62829563
3,10,64.1854087038
3,12,319.473076007
4,6,505.212
6,4,185.418
6,12,756.788
6,3798,3.086
6,4525,3.086
10,2,73.5437500479
10,3,57.0787972991
10,3798,4.364
10,4525,4.364
12,2,420.784880519
12,3,326.579687412
12,6,1213.272
12,3798,13.916
12,4525,13.916
3668,12,0.01
3798,6,7.076
3798,10,32.834
3798,12,162.382
4525,6,7.076
4525,10,32.834
4525,12,162.382
