fromZone,toZone,EETrucks
12,6,1792.59
12,2,1870.47
10,2,332.3
6,12,1385.36
6,4,226.85
2,12,1984.35
2,10,395.39
4,6,675.08
3668,12,0.01
4525,12,210.41
3798,12,210.41
4525,10,42.74
3798,10,42.74
4525,6,9.11
3798,6,9.11
12,4525,17.81
12,3798,17.81
10,4525,5.45
10,3798,5.45
6,4525,3.84
6,3798,3.84
