fromZone,toZone,EETrucks
2,10,102.2
2,12,505.01
3,10,0.0
3,12,0.0
4,6,184.49
6,4,154.68
6,12,372.15
6,3798,1.95
6,4525,1.95
10,2,166.52
10,3,0.0
10,3798,2.62
10,4525,2.62
12,2,945.58
12,3,0.0
12,6,540.9
12,3798,6.65
12,4525,6.65
3668,12,0.0
3798,6,3.56
3798,10,15.37
3798,12,75.94
4525,6,3.56
4525,10,15.37
4525,12,75.94
