fromZone,toZone,EETrucks
2,10,87.1715873461
2,12,434.920060603
3,10,66.2237498608
3,12,330.406250244
4,6,566.452
6,4,190.38
6,12,887.296
6,3798,3.234
6,4525,3.234
10,2,77.995523614
10,3,59.2527474069
10,3798,4.6
10,4525,4.6
12,2,444.096124335
12,3,337.377252698
12,6,1294.248
12,3798,15.038
12,4525,15.038
3668,12,0.01
3798,6,7.682
3798,10,35.86
3798,12,177.718
4525,6,7.682
4525,10,35.86
4525,12,177.718
