fromZone,toZone,EETrucks
2,10,109.588
2,12,542.508
3,10,0.0
3,12,0.0
4,6,197.194
6,4,156.924
6,12,387.89
6,3798,2.01
6,4525,2.01
10,2,171.99
10,3,0.0
10,3798,2.71666666667
10,4525,2.71666666667
12,2,977.258
12,3,0.0
12,6,601.248
12,3798,7.00333333333
12,4525,7.00333333333
3668,12,0.0
3798,6,3.72
3798,10,16.1133333333
3798,12,79.67
4525,6,3.72
4525,10,16.1133333333
4525,12,79.67
