fromZone,toZone,EETrucks
12,6,842.64
12,2,1103.97
10,2,193.87
6,12,450.85
6,4,165.9
2,12,692.5
2,10,139.14
4,6,248.01
4525,12,94.59
3798,12,94.59
4525,10,19.09
3798,10,19.09
4525,6,4.36
3798,6,4.36
12,4525,8.41
12,3798,8.41
10,4525,3.1
10,3798,3.1
6,4525,2.26
6,3798,2.26
