fromZone,toZone,EETrucks
12,6,1344.36
12,2,1665.03
10,2,292.52
6,12,1174.24
6,4,200.34
2,12,1763.46
2,10,353.36
4,6,596.34
3668,12,0.01
4525,12,187.11
3798,12,187.11
4525,10,37.74
3798,10,37.74
4525,6,8.09
3798,6,8.09
12,4525,15.83
12,3798,15.83
10,4525,4.84
10,3798,4.84
6,4525,3.41
6,3798,3.41
