fromZone,toZone,EETrucks
2,10,58.9319532508
2,12,292.614557751
3,10,52.7553160423
3,12,261.945729289
4,6,222.602
6,4,161.412
6,12,419.37
6,3798,2.13
6,4525,2.13
10,2,52.5591259959
10,3,47.0504225615
10,3798,2.91
10,4525,2.91
12,2,298.987385006
12,3,267.65062277
12,6,721.944
12,3798,7.71
12,4525,7.71
3668,12,0.0
3798,6,4.04
3798,10,17.6
3798,12,87.13
4525,6,4.04
4525,10,17.6
4525,12,87.13
