fromZone,toZone,EETrucks
2,10,84.0163775131
2,12,418.688590866
3,10,64.6969579292
3,12,322.411879094
4,6,532.096
6,4,186.654
6,12,786.174
6,3798,3.138
6,4525,3.138
10,2,74.9449275247
10,3,57.7114720558
10,3798,4.452
10,4525,4.452
12,2,427.760040854
12,3,329.397364968
12,6,1247.496
12,3798,14.378
12,4525,14.378
3668,12,0.01
3798,6,7.328
3798,10,34.112
3798,12,168.876
4525,6,7.328
4525,10,34.112
4525,12,168.876
