fromZone,toZone,EETrucks
2,10,96.0176307896
2,12,479.713072483
3,10,70.9870586982
3,12,354.657990982
4,6,604.538
6,4,203.132
6,12,1202.932
6,3798,3.454
6,4525,3.454
10,2,86.2039611445
10,3,63.7316876022
10,3798,4.902
10,4525,4.902
12,2,489.526742128
12,3,361.913362078
12,6,1389.183
12,3798,16.028
12,4525,16.028
3668,12,0.01
3798,6,8.192
3798,10,38.266
3798,12,189.414
4525,6,8.192
4525,10,38.266
4525,12,189.414
