fromZone,toZone,EETrucks
12,6,483.828
12,2,821.428
10,2,144.376
6,12,309.04
6,4,146.472
2,12,388.778
2,10,78.992
4,6,144.186
4525,12,63.22
3798,12,63.22
4525,10,12.82
3798,10,12.82
4525,6,3
3798,6,3
12,4525,5.25
12,3798,5.25
10,4525,2.2
10,3798,2.2
6,4525,1.69
6,3798,1.69
