fromZone,toZone,EETrucks
2,10,96.398
2,12,475.952
3,10,0.0
3,12,0.0
4,6,174.414
6,4,152.628
6,12,359.528
6,3798,1.886
6,4525,1.886
10,2,160.984
10,3,0.0
10,3798,2.514
10,4525,2.514
12,2,914.542
12,3,0.0
12,6,526.632
12,3798,6.3
12,4525,6.3
3668,12,0.0
3798,6,3.422
3798,10,14.732
3798,12,72.76
4525,6,3.422
4525,10,14.732
4525,12,72.76
