fromZone,toZone,EETrucks
2,10,106.073223623
2,12,532.250092958
3,10,76.3797405191
3,12,383.255289158
4,6,652.43
6,4,219.32
6,12,1344.764
6,3798,3.714
6,4525,3.714
10,2,96.2931513704
10,3,69.3374412905
10,3798,5.27
10,4525,5.27
12,2,542.03016521
12,3,390.297588386
12,6,1658.121
12,3798,17.216
12,4525,17.216
3668,12,0.01
3798,6,8.804
3798,10,41.318
3798,12,203.342
4525,6,8.804
4525,10,41.318
4525,12,203.342
