fromZone,toZone,EETrucks
2,10,64.2448205494
2,12,320.063993648
3,10,55.3138119795
3,12,275.570223633
4,6,264.044
6,4,168.216
6,12,471.242
6,3798,2.334
6,4525,2.334
10,2,57.348032777
10,3,49.3757827526
10,3798,3.21
10,4525,3.21
12,2,326.96078142
12,3,281.50825286
12,6,870.652
12,3798,8.828
12,4525,8.828
3668,12,0.0
3798,6,4.544
3798,10,20.044
3798,12,99.114
4525,6,4.544
4525,10,20.044
4525,12,99.114
