fromZone,toZone,EETrucks
12,6,982.7
12,2,1270.24
10,2,221.85
6,12,552.81
6,4,177.48
2,12,935.22
2,10,187.17
4,6,328.18
4525,12,117.21
3798,12,117.21
4525,10,23.86
3798,10,23.86
4525,6,5.28
3798,6,5.28
12,4525,10.5
12,3798,10.5
10,4525,3.65
10,3798,3.65
6,4525,2.63
6,3798,2.63
