fromZone,toZone,EETrucks
2,10,69.2227175119
2,12,345.667603076
3,10,57.7993407125
3,12,288.62431701
4,6,312.146
6,4,175.164
6,12,532.418
6,3798,2.556
6,4525,2.556
10,2,61.7390736481
10,3,51.5506741331
10,3798,3.54
10,4525,3.54
12,2,353.15124694
12,3,294.87298359
12,6,954.688
12,3798,10.082
12,4525,10.082
3668,12,0.0
3798,6,5.096
3798,10,22.906
3798,12,112.686
4525,6,5.096
4525,10,22.906
4525,12,112.686
