fromZone,toZone,EETrucks
2,10,92.5686073146
2,12,461.938970622
3,10,69.1384866077
3,12,345.017196007
4,6,588.868
6,4,197.85
6,12,1102.504
6,3798,3.366
6,4525,3.366
10,2,82.8555087747
10,3,61.883878887
10,3798,4.78
10,4525,4.78
12,2,471.652069162
12,3,352.271803727
12,6,1331.832
12,3798,15.632
12,4525,15.632
3668,12,0.01
3798,6,7.988
3798,10,37.27
3798,12,184.762
4525,6,7.988
4525,10,37.27
4525,12,184.762
