fromZone,toZone,EETrucks
2,10,84.794
2,12,417.836
3,10,0.0
3,12,0.0
4,6,154.262
6,4,148.524
6,12,334.284
6,3798,1.758
6,4525,1.758
10,2,149.912
10,3,0.0
10,3798,2.302
10,4525,2.302
12,2,852.466
12,3,0.0
12,6,498.096
12,3798,5.6
12,4525,5.6
3668,12,0.0
3798,6,3.146
3798,10,13.456
3798,12,66.4
4525,6,3.146
4525,10,13.456
4525,12,66.4
