fromZone,toZone,EETrucks
12,6,1281.72
12,2,1560.71
10,2,274.08
6,12,815.56
6,4,187.89
2,12,1652.87
2,10,331.31
4,6,558.98
3668,12,0.01
4525,12,175.37
3798,12,175.37
4525,10,35.39
3798,10,35.39
4525,6,7.58
3798,6,7.58
12,4525,14.84
12,3798,14.84
10,4525,4.54
10,3798,4.54
6,4525,3.19
6,3798,3.19
