a,dest,poe,mgra_entry,mgra_return,poe_taz
4126,4400,0,7090,7090,1
4127,4416,0,7090,7090,1
4128,4401,0,7090,7090,1
4129,4396,0,7090,7090,1
4130,4410,0,7090,7090,1
4131,4405,0,7090,7090,1
4132,4404,0,7090,7090,1
4133,4405,0,7090,7090,1
4134,4407,0,7090,7090,1
4135,4408,0,7090,7090,1
4136,4411,0,7090,7090,1
4137,4412,0,7090,7090,1
4138,4413,0,7090,7090,1
4139,4436,0,7090,7090,1
4140,4419,0,7090,7090,1
4141,4364,0,7090,7090,1
4142,4415,0,7090,7090,1
4143,4420,0,7090,7090,1
4144,4423,0,7090,7090,1
4145,4426,0,7090,7090,1
4146,4425,0,7090,7090,1
4147,4427,0,7090,7090,1
4148,4382,0,7090,7090,1
4149,4422,0,7090,7090,1
4150,4429,0,7090,7090,1
4151,4393,0,7090,7090,1
4152,4430,0,7090,7090,1
4153,4445,0,7090,7090,1
4154,4432,0,7090,7090,1
4155,4440,0,7090,7090,1
4156,4439,0,7090,7090,1
4157,4428,0,7090,7090,1
4158,4438,0,7090,7090,1
4159,4441,0,7090,7090,1
4160,4444,0,7090,7090,1
4161,4442,0,7090,7090,1
4162,4467,0,7090,7090,1
4163,4446,0,7090,7090,1
4164,4447,0,7090,7090,1
4165,4454,0,7090,7090,1
4166,4452,0,7090,7090,1
4167,4453,0,7090,7090,1
4168,4447,0,7090,7090,1
4169,4458,0,7090,7090,1
4170,4456,0,7090,7090,1
4171,4459,0,7090,7090,1
4172,4462,0,7090,7090,1
4173,4463,0,7090,7090,1
4174,4464,0,7090,7090,1
4175,4465,0,7090,7090,1
4176,4447,0,7090,7090,1
4177,4469,0,7090,7090,1
4178,4468,0,7090,7090,1
4179,4395,0,7090,7090,1
4180,4472,0,7090,7090,1
4181,4471,0,7090,7090,1
4182,4481,0,7090,7090,1
4183,4475,0,7090,7090,1
4184,4476,0,7090,7090,1
4185,4479,0,7090,7090,1
4186,4480,0,7090,7090,1
4187,4486,0,7090,7090,1
4188,4483,0,7090,7090,1
4189,4484,0,7090,7090,1
4190,4485,0,7090,7090,1
4191,4488,0,7090,7090,1
4192,4490,0,7090,7090,1
4193,4489,0,7090,7090,1
4194,4455,0,7090,7090,1
4195,4493,0,7090,7090,1
4196,4494,0,7090,7090,1
4197,4503,0,7090,7090,1
4198,4496,0,7090,7090,1
4199,4496,0,7090,7090,1
4200,4501,0,7090,7090,1
4201,4504,0,7090,7090,1
4202,4505,0,7090,7090,1
4203,4507,0,7090,7090,1
4204,4506,0,7090,7090,1
4205,4508,0,7090,7090,1
4206,4510,0,7090,7090,1
4207,4512,0,7090,7090,1
4208,4522,0,7090,7090,1
4209,4511,0,7090,7090,1
4210,4513,0,7090,7090,1
4211,4514,0,7090,7090,1
4212,4515,0,7090,7090,1
4213,4517,0,7090,7090,1
4214,4518,0,7090,7090,1
4215,4523,0,7090,7090,1
4216,4520,0,7090,7090,1
4217,4498,0,7090,7090,1
4218,4521,0,7090,7090,1
4219,4475,0,7090,7090,1
4220,4502,0,7090,7090,1
4221,4524,0,7090,7090,1
4222,4525,0,7090,7090,1
4223,4528,0,7090,7090,1
4224,4529,0,7090,7090,1
4225,4530,0,7090,7090,1
4226,4537,0,7090,7090,1
4227,4531,0,7090,7090,1
4228,4533,0,7090,7090,1
4229,4534,0,7090,7090,1
4230,4536,0,7090,7090,1
4231,4535,0,7090,7090,1
4232,4538,0,7090,7090,1
4233,4539,0,7090,7090,1
4234,4540,0,7090,7090,1
4235,4541,0,7090,7090,1
4236,4542,0,7090,7090,1
4237,4543,0,7090,7090,1
4238,4544,0,7090,7090,1
4239,4545,0,7090,7090,1
4240,4546,0,7090,7090,1
4241,4547,0,7090,7090,1
4242,4539,0,7090,7090,1
4243,4548,0,7090,7090,1
4244,4549,0,7090,7090,1
4245,4550,0,7090,7090,1
4246,4553,0,7090,7090,1
4247,4554,0,7090,7090,1
4248,4555,0,7090,7090,1
4249,4556,0,7090,7090,1
4250,4552,0,7090,7090,1
4251,4557,0,7090,7090,1
4252,4558,0,7090,7090,1
4253,4583,0,7090,7090,1
4254,4563,0,7090,7090,1
4255,4562,0,7090,7090,1
4256,4569,0,7090,7090,1
4257,4564,0,7090,7090,1
4258,4565,0,7090,7090,1
4259,4566,0,7090,7090,1
4260,4560,0,7090,7090,1
4261,4567,0,7090,7090,1
4262,4568,0,7090,7090,1
4263,4570,0,7090,7090,1
4264,4571,0,7090,7090,1
4265,4573,0,7090,7090,1
4266,4576,0,7090,7090,1
4267,4575,0,7090,7090,1
4268,4574,0,7090,7090,1
4269,4577,0,7090,7090,1
4270,4579,0,7090,7090,1
4271,4582,0,7090,7090,1
4272,4585,0,7090,7090,1
4273,4584,0,7090,7090,1
4274,4586,0,7090,7090,1
4275,4584,0,7090,7090,1
4276,4588,0,7090,7090,1
4277,4587,0,7090,7090,1
4278,4595,0,7090,7090,1
4279,4591,0,7090,7090,1
4280,4592,0,7090,7090,1
4281,4594,0,7090,7090,1
4282,4596,0,7090,7090,1
4283,4597,0,7090,7090,1
4284,4601,0,7090,7090,1
4285,4614,0,7090,7090,1
4286,4611,0,7090,7090,1
4287,4599,0,7090,7090,1
4288,4590,0,7090,7090,1
4289,4591,0,7090,7090,1
4290,4609,0,7090,7090,1
4291,4602,0,7090,7090,1
4292,4612,0,7090,7090,1
4293,4603,0,7090,7090,1
4294,4604,0,7090,7090,1
4295,4605,0,7090,7090,1
4296,4607,0,7090,7090,1
4297,4608,0,7090,7090,1
4298,4622,0,7090,7090,1
4299,4610,0,7090,7090,1
4300,4616,0,7090,7090,1
4301,4613,0,7090,7090,1
4302,4615,0,7090,7090,1
4303,4612,0,7090,7090,1
4304,4618,0,7090,7090,1
4305,4619,0,7090,7090,1
4306,4621,0,7090,7090,1
4307,4601,0,7090,7090,1
4308,4624,0,7090,7090,1
4309,4623,0,7090,7090,1
4310,4629,0,7090,7090,1
4311,4627,0,7090,7090,1
4312,4625,0,7090,7090,1
4313,4626,0,7090,7090,1
4314,4633,0,7090,7090,1
4315,4631,0,7090,7090,1
4316,4634,0,7090,7090,1
4317,4638,0,7090,7090,1
4318,4647,0,7090,7090,1
4319,4637,0,7090,7090,1
4320,4640,0,7090,7090,1
4321,4639,0,7090,7090,1
4322,4646,0,7090,7090,1
4323,4642,0,7090,7090,1
4324,4643,0,7090,7090,1
4325,4644,0,7090,7090,1
4326,4645,0,7090,7090,1
4327,4662,0,7090,7090,1
4328,4650,0,7090,7090,1
4329,4648,0,7090,7090,1
4330,4559,0,7090,7090,1
4331,4646,0,7090,7090,1
4332,4654,0,7090,7090,1
4333,4651,0,7090,7090,1
4334,4652,0,7090,7090,1
4335,4653,0,7090,7090,1
4336,4655,0,7090,7090,1
4337,4724,0,7090,7090,1
4338,4657,0,7090,7090,1
4339,4658,0,7090,7090,1
4340,4661,0,7090,7090,1
4341,4659,0,7090,7090,1
4342,4660,0,7090,7090,1
4343,4663,0,7090,7090,1
4344,4626,0,7090,7090,1
4345,4664,0,7090,7090,1
4346,4668,0,7090,7090,1
4347,4666,0,7090,7090,1
4348,4665,0,7090,7090,1
4349,4667,0,7090,7090,1
4350,4669,0,7090,7090,1
4351,4681,0,7090,7090,1
4352,4672,0,7090,7090,1
4353,4668,0,7090,7090,1
4354,4673,0,7090,7090,1
4355,4674,0,7090,7090,1
4356,4676,0,7090,7090,1
4357,4677,0,7090,7090,1
4358,4696,0,7090,7090,1
4359,4679,0,7090,7090,1
4360,4680,0,7090,7090,1
4361,4670,0,7090,7090,1
4362,4683,0,7090,7090,1
4363,4684,0,7090,7090,1
4364,4691,0,7090,7090,1
4365,4686,0,7090,7090,1
4366,4664,0,7090,7090,1
4367,4687,0,7090,7090,1
4368,4688,0,7090,7090,1
4369,4689,0,7090,7090,1
4370,4687,0,7090,7090,1
4371,4690,0,7090,7090,1
4372,4714,0,7090,7090,1
4373,4713,0,7090,7090,1
4374,4694,0,7090,7090,1
4375,4695,0,7090,7090,1
4376,4697,0,7090,7090,1
4377,4698,0,7090,7090,1
4378,4701,0,7090,7090,1
4379,4721,0,7090,7090,1
4380,4704,0,7090,7090,1
4381,4703,0,7090,7090,1
4382,4702,0,7090,7090,1
4383,4705,0,7090,7090,1
4384,4706,0,7090,7090,1
4385,4708,0,7090,7090,1
4386,4709,0,7090,7090,1
4387,4707,0,7090,7090,1
4388,4710,0,7090,7090,1
4389,4712,0,7090,7090,1
4390,4716,0,7090,7090,1
4391,4715,0,7090,7090,1
4392,4717,0,7090,7090,1
4393,4703,0,7090,7090,1
4394,4718,0,7090,7090,1
4395,4719,0,7090,7090,1
4396,4665,0,7090,7090,1
4397,4697,0,7090,7090,1
4398,4720,0,7090,7090,1
4399,4722,0,7090,7090,1
4400,4723,0,7090,7090,1
4401,4725,0,7090,7090,1
4402,4737,0,7090,7090,1
4403,4732,0,7090,7090,1
4404,4727,0,7090,7090,1
4405,4728,0,7090,7090,1
4406,4729,0,7090,7090,1
4407,4730,0,7090,7090,1
4408,4717,0,7090,7090,1
4409,4731,0,7090,7090,1
4410,4720,0,7090,7090,1
4411,4735,0,7090,7090,1
4412,4734,0,7090,7090,1
4413,4736,0,7090,7090,1
4414,4735,0,7090,7090,1
4415,4738,0,7090,7090,1
4416,4739,0,7090,7090,1
4417,4742,0,7090,7090,1
4418,4697,0,7090,7090,1
4419,4743,0,7090,7090,1
4420,4744,0,7090,7090,1
4421,4759,0,7090,7090,1
4422,4767,0,7090,7090,1
4423,4746,0,7090,7090,1
4424,4771,0,7090,7090,1
4425,4752,0,7090,7090,1
4426,4757,0,7090,7090,1
4427,4753,0,7090,7090,1
4428,4754,0,7090,7090,1
4429,4755,0,7090,7090,1
4430,4756,0,7090,7090,1
4431,4757,0,7090,7090,1
4432,4751,0,7090,7090,1
4433,4758,0,7090,7090,1
4434,4766,0,7090,7090,1
4435,4755,0,7090,7090,1
4436,4761,0,7090,7090,1
4437,4763,0,7090,7090,1
4438,4765,0,7090,7090,1
4439,4748,0,7090,7090,1
4440,4753,0,7090,7090,1
4441,4769,0,7090,7090,1
4442,4766,0,7090,7090,1
4443,4773,0,7090,7090,1
4444,4774,0,7090,7090,1
4445,4771,0,7090,7090,1
4446,4775,0,7090,7090,1
4447,4776,0,7090,7090,1
4448,4772,0,7090,7090,1
4449,4794,0,7090,7090,1
4450,4779,0,7090,7090,1
4451,4781,0,7090,7090,1
4452,4782,0,7090,7090,1
4453,4783,0,7090,7090,1
4454,4780,0,7090,7090,1
4455,4784,0,7090,7090,1
4456,4785,0,7090,7090,1
4457,4790,0,7090,7090,1
4458,4786,0,7090,7090,1
4459,4787,0,7090,7090,1
4460,4788,0,7090,7090,1
4461,4771,0,7090,7090,1
4462,4791,0,7090,7090,1
4463,4793,0,7090,7090,1
4464,4724,0,7090,7090,1
4465,4784,0,7090,7090,1
4466,4795,0,7090,7090,1
4467,4797,0,7090,7090,1
4468,4801,0,7090,7090,1
4469,4799,0,7090,7090,1
4470,4800,0,7090,7090,1
4471,4788,0,7090,7090,1
4472,4802,0,7090,7090,1
4473,4803,0,7090,7090,1
4474,4813,0,7090,7090,1
4475,4820,0,7090,7090,1
4476,4815,0,7090,7090,1
4477,4753,0,7090,7090,1
4478,4805,0,7090,7090,1
4479,4807,0,7090,7090,1
4480,4806,0,7090,7090,1
4481,4808,0,7090,7090,1
4482,4811,0,7090,7090,1
4483,4809,0,7090,7090,1
4484,4812,0,7090,7090,1
4485,4814,0,7090,7090,1
4486,4816,0,7090,7090,1
4487,4817,0,7090,7090,1
4488,4819,0,7090,7090,1
4489,4818,0,7090,7090,1
4490,4821,0,7090,7090,1
4491,4822,0,7090,7090,1
4492,4823,0,7090,7090,1
4493,4824,0,7090,7090,1
4494,4825,0,7090,7090,1
4495,4826,0,7090,7090,1
4496,4827,0,7090,7090,1
4497,4828,0,7090,7090,1
4498,4829,0,7090,7090,1
4499,4819,0,7090,7090,1
4500,4830,0,7090,7090,1
4501,4832,0,7090,7090,1
4502,4824,0,7090,7090,1
4503,4834,0,7090,7090,1
4504,4835,0,7090,7090,1
4505,4836,0,7090,7090,1
4506,4828,0,7090,7090,1
4507,4846,0,7090,7090,1
4508,4837,0,7090,7090,1
4509,4823,0,7090,7090,1
4510,4844,0,7090,7090,1
4511,4839,0,7090,7090,1
4512,4840,0,7090,7090,1
4513,4842,0,7090,7090,1
4514,4846,0,7090,7090,1
4515,4843,0,7090,7090,1
4516,4845,0,7090,7090,1
4517,4848,0,7090,7090,1
4518,4849,0,7090,7090,1
4519,4850,0,7090,7090,1
4520,4837,0,7090,7090,1
4521,4852,0,7090,7090,1
4522,4851,0,7090,7090,1
4523,4855,0,7090,7090,1
4524,4854,0,7090,7090,1
4525,4856,0,7090,7090,1
4526,4856,0,7090,7090,1
4527,4859,0,7090,7090,1
4528,4858,0,7090,7090,1
4529,4860,0,7090,7090,1
4530,4861,0,7090,7090,1
4531,4862,0,7090,7090,1
4532,4863,0,7090,7090,1
4533,4864,0,7090,7090,1
4534,4847,0,7090,7090,1
4535,4865,0,7090,7090,1
4536,4866,0,7090,7090,1
4537,4867,0,7090,7090,1
4538,4870,0,7090,7090,1
4539,4869,0,7090,7090,1
4540,4837,0,7090,7090,1
4541,4871,0,7090,7090,1
4542,4873,0,7090,7090,1
4543,4874,0,7090,7090,1
4544,4875,0,7090,7090,1
4545,4880,0,7090,7090,1
4546,4877,0,7090,7090,1
4547,4878,0,7090,7090,1
4548,4904,0,7090,7090,1
4549,4879,0,7090,7090,1
4550,4881,0,7090,7090,1
4551,4880,0,7090,7090,1
4552,4883,0,7090,7090,1
4553,4882,0,7090,7090,1
4554,4884,0,7090,7090,1
4555,4885,0,7090,7090,1
4556,4886,0,7090,7090,1
4557,4887,0,7090,7090,1
4558,4889,0,7090,7090,1
4559,4890,0,7090,7090,1
4560,4891,0,7090,7090,1
4561,4899,0,7090,7090,1
4562,4892,0,7090,7090,1
4563,4893,0,7090,7090,1
4564,4894,0,7090,7090,1
4565,4895,0,7090,7090,1
4566,4896,0,7090,7090,1
4567,4897,0,7090,7090,1
4568,4898,0,7090,7090,1
4569,4886,0,7090,7090,1
4570,4885,0,7090,7090,1
4571,4900,0,7090,7090,1
4572,4901,0,7090,7090,1
4573,4902,0,7090,7090,1
4574,4903,0,7090,7090,1
4575,4905,0,7090,7090,1
4576,4906,0,7090,7090,1
4577,4919,0,7090,7090,1
4578,4911,0,7090,7090,1
4579,4909,0,7090,7090,1
4580,4914,0,7090,7090,1
4581,4915,0,7090,7090,1
4582,4908,0,7090,7090,1
4583,4912,0,7090,7090,1
4584,4913,0,7090,7090,1
4585,4916,0,7090,7090,1
4586,4917,0,7090,7090,1
4587,4910,0,7090,7090,1
4588,4918,0,7090,7090,1
4589,4920,0,7090,7090,1
4590,4921,0,7090,7090,1
4591,4922,0,7090,7090,1
4592,4923,0,7090,7090,1
4593,4924,0,7090,7090,1
4594,4926,0,7090,7090,1
4595,4927,0,7090,7090,1
4596,4925,0,7090,7090,1
4597,4928,0,7090,7090,1
4598,4929,0,7090,7090,1
4599,4930,0,7090,7090,1
4600,4931,0,7090,7090,1
4601,4932,0,7090,7090,1
4602,4935,0,7090,7090,1
4603,4933,0,7090,7090,1
4604,4936,0,7090,7090,1
4605,4937,0,7090,7090,1
4606,4938,0,7090,7090,1
4607,4939,0,7090,7090,1
4608,4940,0,7090,7090,1
4609,4941,0,7090,7090,1
4610,4942,0,7090,7090,1
4611,4943,0,7090,7090,1
4612,4944,0,7090,7090,1
4613,4934,0,7090,7090,1
4614,4946,0,7090,7090,1
4615,4945,0,7090,7090,1
4616,4946,0,7090,7090,1
4617,4971,0,7090,7090,1
4618,4948,0,7090,7090,1
4619,4949,0,7090,7090,1
4620,4950,0,7090,7090,1
4621,4951,0,7090,7090,1
4622,4952,0,7090,7090,1
4623,4953,0,7090,7090,1
4624,4954,0,7090,7090,1
4625,4955,0,7090,7090,1
4626,4956,0,7090,7090,1
4627,4957,0,7090,7090,1
4628,4958,0,7090,7090,1
4629,4959,0,7090,7090,1
4630,4961,0,7090,7090,1
4631,4962,0,7090,7090,1
4632,4963,0,7090,7090,1
4633,4964,0,7090,7090,1
4634,4965,0,7090,7090,1
4635,4966,0,7090,7090,1
4636,4967,0,7090,7090,1
4637,4968,0,7090,7090,1
4638,4969,0,7090,7090,1
4639,4947,0,7090,7090,1
4640,4970,0,7090,7090,1
4641,4972,0,7090,7090,1
4642,4974,0,7090,7090,1
4643,4973,0,7090,7090,1
4644,4975,0,7090,7090,1
4645,4976,0,7090,7090,1
4646,4979,0,7090,7090,1
4647,4978,0,7090,7090,1
4648,4974,0,7090,7090,1
4649,4980,0,7090,7090,1
4650,4981,0,7090,7090,1
4651,4990,0,7090,7090,1
4652,4982,0,7090,7090,1
4653,4983,0,7090,7090,1
4654,4984,0,7090,7090,1
4655,4985,0,7090,7090,1
4656,4986,0,7090,7090,1
4657,4988,0,7090,7090,1
4658,4987,0,7090,7090,1
4659,4989,0,7090,7090,1
4660,4991,0,7090,7090,1
4661,4992,0,7090,7090,1
4662,4993,0,7090,7090,1
4663,4994,0,7090,7090,1
4664,4995,0,7090,7090,1
4665,4996,0,7090,7090,1
4666,15,0,7090,7090,1
4667,16,0,7090,7090,1
4668,18,0,7090,7090,1
4669,21,0,7090,7090,1
4670,20,0,7090,7090,1
4671,22,0,7090,7090,1
4672,23,0,7090,7090,1
4673,25,0,7090,7090,1
4674,28,0,7090,7090,1
4675,29,0,7090,7090,1
4676,810,0,7090,7090,1
4677,2165,0,7090,7090,1
4678,4606,0,7090,7090,1
4679,4606,0,7090,7090,1
4680,4762,0,7090,7090,1
4681,4778,0,7090,7090,1
4682,4796,0,7090,7090,1
4683,1,1,7066,7066,2
4684,2,1,7066,7066,2
4685,3,1,7066,7066,2
4686,4,1,7066,7066,2
4687,5,1,7066,7066,2
4688,6,1,7066,7066,2
4689,7,1,7066,7066,2
4690,8,1,7066,7066,2
4691,9,1,7066,7066,2
4692,10,1,7066,7066,2
4693,11,1,7066,7066,2
4694,12,1,7066,7066,2
4695,13,1,7066,7066,2
4696,14,1,7066,7066,2
4697,15,1,7066,7066,2
4698,16,1,7066,7066,2
4699,17,1,7066,7066,2
4700,18,1,7066,7066,2
4701,19,1,7066,7066,2
4702,20,1,7066,7066,2
4703,21,1,7066,7066,2
4704,22,1,7066,7066,2
4705,23,1,7066,7066,2
4706,24,1,7066,7066,2
4707,25,1,7066,7066,2
4708,26,1,7066,7066,2
4709,27,1,7066,7066,2
4710,28,1,7066,7066,2
4711,29,1,7066,7066,2
4712,30,1,7066,7066,2
4713,31,1,7066,7066,2
4714,32,1,7066,7066,2
4715,33,1,7066,7066,2
4716,34,1,7066,7066,2
4717,35,1,7066,7066,2
4718,36,1,7066,7066,2
4719,37,1,7066,7066,2
4720,38,1,7066,7066,2
4721,39,1,7066,7066,2
4722,40,1,7066,7066,2
4723,41,1,7066,7066,2
4724,42,1,7066,7066,2
4725,43,1,7066,7066,2
4726,44,1,7066,7066,2
4727,45,1,7066,7066,2
4728,46,1,7066,7066,2
4729,47,1,7066,7066,2
4730,48,1,7066,7066,2
4731,49,1,7066,7066,2
4732,50,1,7066,7066,2
4733,51,1,7066,7066,2
4734,52,1,7066,7066,2
4735,53,1,7066,7066,2
4736,54,1,7066,7066,2
4737,55,1,7066,7066,2
4738,56,1,7066,7066,2
4739,57,1,7066,7066,2
4740,58,1,7066,7066,2
4741,59,1,7066,7066,2
4742,60,1,7066,7066,2
4743,61,1,7066,7066,2
4744,62,1,7066,7066,2
4745,63,1,7066,7066,2
4746,64,1,7066,7066,2
4747,65,1,7066,7066,2
4748,66,1,7066,7066,2
4749,67,1,7066,7066,2
4750,68,1,7066,7066,2
4751,69,1,7066,7066,2
4752,70,1,7066,7066,2
4753,71,1,7066,7066,2
4754,72,1,7066,7066,2
4755,73,1,7066,7066,2
4756,74,1,7066,7066,2
4757,75,1,7066,7066,2
4758,76,1,7066,7066,2
4759,77,1,7066,7066,2
4760,78,1,7066,7066,2
4761,79,1,7066,7066,2
4762,80,1,7066,7066,2
4763,81,1,7066,7066,2
4764,82,1,7066,7066,2
4765,83,1,7066,7066,2
4766,84,1,7066,7066,2
4767,85,1,7066,7066,2
4768,86,1,7066,7066,2
4769,87,1,7066,7066,2
4770,88,1,7066,7066,2
4771,89,1,7066,7066,2
4772,90,1,7066,7066,2
4773,91,1,7066,7066,2
4774,92,1,7066,7066,2
4775,93,1,7066,7066,2
4776,94,1,7066,7066,2
4777,95,1,7066,7066,2
4778,96,1,7066,7066,2
4779,97,1,7066,7066,2
4780,98,1,7066,7066,2
4781,99,1,7066,7066,2
4782,100,1,7066,7066,2
4783,101,1,7066,7066,2
4784,102,1,7066,7066,2
4785,103,1,7066,7066,2
4786,104,1,7066,7066,2
4787,105,1,7066,7066,2
4788,106,1,7066,7066,2
4789,107,1,7066,7066,2
4790,108,1,7066,7066,2
4791,109,1,7066,7066,2
4792,110,1,7066,7066,2
4793,111,1,7066,7066,2
4794,112,1,7066,7066,2
4795,113,1,7066,7066,2
4796,114,1,7066,7066,2
4797,115,1,7066,7066,2
4798,116,1,7066,7066,2
4799,117,1,7066,7066,2
4800,118,1,7066,7066,2
4801,119,1,7066,7066,2
4802,120,1,7066,7066,2
4803,121,1,7066,7066,2
4804,122,1,7066,7066,2
4805,123,1,7066,7066,2
4806,124,1,7066,7066,2
4807,125,1,7066,7066,2
4808,126,1,7066,7066,2
4809,127,1,7066,7066,2
4810,128,1,7066,7066,2
4811,129,1,7066,7066,2
4812,130,1,7066,7066,2
4813,131,1,7066,7066,2
4814,132,1,7066,7066,2
4815,133,1,7066,7066,2
4816,134,1,7066,7066,2
4817,135,1,7066,7066,2
4818,136,1,7066,7066,2
4819,137,1,7066,7066,2
4820,138,1,7066,7066,2
4821,139,1,7066,7066,2
4822,140,1,7066,7066,2
4823,141,1,7066,7066,2
4824,142,1,7066,7066,2
4825,143,1,7066,7066,2
4826,144,1,7066,7066,2
4827,145,1,7066,7066,2
4828,146,1,7066,7066,2
4829,147,1,7066,7066,2
4830,148,1,7066,7066,2
4831,149,1,7066,7066,2
4832,150,1,7066,7066,2
4833,151,1,7066,7066,2
4834,152,1,7066,7066,2
4835,153,1,7066,7066,2
4836,154,1,7066,7066,2
4837,155,1,7066,7066,2
4838,156,1,7066,7066,2
4839,157,1,7066,7066,2
4840,158,1,7066,7066,2
4841,159,1,7066,7066,2
4842,160,1,7066,7066,2
4843,161,1,7066,7066,2
4844,162,1,7066,7066,2
4845,163,1,7066,7066,2
4846,164,1,7066,7066,2
4847,165,1,7066,7066,2
4848,166,1,7066,7066,2
4849,167,1,7066,7066,2
4850,168,1,7066,7066,2
4851,169,1,7066,7066,2
4852,170,1,7066,7066,2
4853,171,1,7066,7066,2
4854,172,1,7066,7066,2
4855,173,1,7066,7066,2
4856,174,1,7066,7066,2
4857,175,1,7066,7066,2
4858,176,1,7066,7066,2
4859,177,1,7066,7066,2
4860,178,1,7066,7066,2
4861,179,1,7066,7066,2
4862,180,1,7066,7066,2
4863,181,1,7066,7066,2
4864,182,1,7066,7066,2
4865,183,1,7066,7066,2
4866,184,1,7066,7066,2
4867,185,1,7066,7066,2
4868,186,1,7066,7066,2
4869,187,1,7066,7066,2
4870,188,1,7066,7066,2
4871,189,1,7066,7066,2
4872,190,1,7066,7066,2
4873,191,1,7066,7066,2
4874,192,1,7066,7066,2
4875,193,1,7066,7066,2
4876,194,1,7066,7066,2
4877,195,1,7066,7066,2
4878,196,1,7066,7066,2
4879,197,1,7066,7066,2
4880,198,1,7066,7066,2
4881,199,1,7066,7066,2
4882,200,1,7066,7066,2
4883,201,1,7066,7066,2
4884,202,1,7066,7066,2
4885,203,1,7066,7066,2
4886,204,1,7066,7066,2
4887,205,1,7066,7066,2
4888,206,1,7066,7066,2
4889,207,1,7066,7066,2
4890,208,1,7066,7066,2
4891,209,1,7066,7066,2
4892,210,1,7066,7066,2
4893,211,1,7066,7066,2
4894,212,1,7066,7066,2
4895,213,1,7066,7066,2
4896,214,1,7066,7066,2
4897,215,1,7066,7066,2
4898,216,1,7066,7066,2
4899,217,1,7066,7066,2
4900,218,1,7066,7066,2
4901,219,1,7066,7066,2
4902,220,1,7066,7066,2
4903,221,1,7066,7066,2
4904,222,1,7066,7066,2
4905,223,1,7066,7066,2
4906,224,1,7066,7066,2
4907,225,1,7066,7066,2
4908,226,1,7066,7066,2
4909,227,1,7066,7066,2
4910,228,1,7066,7066,2
4911,229,1,7066,7066,2
4912,230,1,7066,7066,2
4913,231,1,7066,7066,2
4914,232,1,7066,7066,2
4915,233,1,7066,7066,2
4916,234,1,7066,7066,2
4917,235,1,7066,7066,2
4918,236,1,7066,7066,2
4919,237,1,7066,7066,2
4920,238,1,7066,7066,2
4921,239,1,7066,7066,2
4922,240,1,7066,7066,2
4923,241,1,7066,7066,2
4924,242,1,7066,7066,2
4925,243,1,7066,7066,2
4926,244,1,7066,7066,2
4927,245,1,7066,7066,2
4928,246,1,7066,7066,2
4929,247,1,7066,7066,2
4930,248,1,7066,7066,2
4931,249,1,7066,7066,2
4932,250,1,7066,7066,2
4933,251,1,7066,7066,2
4934,252,1,7066,7066,2
4935,253,1,7066,7066,2
4936,254,1,7066,7066,2
4937,255,1,7066,7066,2
4938,256,1,7066,7066,2
4939,257,1,7066,7066,2
4940,258,1,7066,7066,2
4941,259,1,7066,7066,2
4942,260,1,7066,7066,2
4943,261,1,7066,7066,2
4944,262,1,7066,7066,2
4945,263,1,7066,7066,2
4946,264,1,7066,7066,2
4947,265,1,7066,7066,2
4948,266,1,7066,7066,2
4949,267,1,7066,7066,2
4950,268,1,7066,7066,2
4951,269,1,7066,7066,2
4952,270,1,7066,7066,2
4953,271,1,7066,7066,2
4954,272,1,7066,7066,2
4955,273,1,7066,7066,2
4956,274,1,7066,7066,2
4957,275,1,7066,7066,2
4958,276,1,7066,7066,2
4959,277,1,7066,7066,2
4960,278,1,7066,7066,2
4961,279,1,7066,7066,2
4962,280,1,7066,7066,2
4963,281,1,7066,7066,2
4964,282,1,7066,7066,2
4965,283,1,7066,7066,2
4966,284,1,7066,7066,2
4967,285,1,7066,7066,2
4968,286,1,7066,7066,2
4969,287,1,7066,7066,2
4970,288,1,7066,7066,2
4971,289,1,7066,7066,2
4972,290,1,7066,7066,2
4973,291,1,7066,7066,2
4974,292,1,7066,7066,2
4975,293,1,7066,7066,2
4976,294,1,7066,7066,2
4977,295,1,7066,7066,2
4978,296,1,7066,7066,2
4979,297,1,7066,7066,2
4980,298,1,7066,7066,2
4981,299,1,7066,7066,2
4982,300,1,7066,7066,2
4983,301,1,7066,7066,2
4984,302,1,7066,7066,2
4985,303,1,7066,7066,2
4986,304,1,7066,7066,2
4987,305,1,7066,7066,2
4988,306,1,7066,7066,2
4989,307,1,7066,7066,2
4990,308,1,7066,7066,2
4991,309,1,7066,7066,2
4992,310,1,7066,7066,2
4993,311,1,7066,7066,2
4994,312,1,7066,7066,2
4995,313,1,7066,7066,2
4996,314,1,7066,7066,2
4997,315,1,7066,7066,2
4998,316,1,7066,7066,2
4999,317,1,7066,7066,2
5000,318,1,7066,7066,2
5001,319,1,7066,7066,2
5002,320,1,7066,7066,2
5003,321,1,7066,7066,2
5004,322,1,7066,7066,2
5005,323,1,7066,7066,2
5006,324,1,7066,7066,2
5007,325,1,7066,7066,2
5008,326,1,7066,7066,2
5009,327,1,7066,7066,2
5010,328,1,7066,7066,2
5011,329,1,7066,7066,2
5012,330,1,7066,7066,2
5013,331,1,7066,7066,2
5014,332,1,7066,7066,2
5015,333,1,7066,7066,2
5016,334,1,7066,7066,2
5017,335,1,7066,7066,2
5018,336,1,7066,7066,2
5019,337,1,7066,7066,2
5020,338,1,7066,7066,2
