a,dest,poe,mgra_entry,mgra_return,poe_taz
6973,2291,1,7066,7066,2
6974,2292,1,7066,7066,2
6975,2293,1,7066,7066,2
6976,2294,1,7066,7066,2
6977,2295,1,7066,7066,2
6978,2296,1,7066,7066,2
6979,2297,1,7066,7066,2
6980,2298,1,7066,7066,2
6981,2299,1,7066,7066,2
6982,2300,1,7066,7066,2
6983,2301,1,7066,7066,2
6984,2302,1,7066,7066,2
6985,2303,1,7066,7066,2
6986,2304,1,7066,7066,2
6987,2305,1,7066,7066,2
6988,2306,1,7066,7066,2
6989,2307,1,7066,7066,2
6990,2308,1,7066,7066,2
6991,2309,1,7066,7066,2
6992,2310,1,7066,7066,2
6993,2311,1,7066,7066,2
6994,2312,1,7066,7066,2
6995,2313,1,7066,7066,2
6996,2314,1,7066,7066,2
6997,2315,1,7066,7066,2
6998,2316,1,7066,7066,2
6999,2317,1,7066,7066,2
7000,2318,1,7066,7066,2
7001,2319,1,7066,7066,2
7002,2320,1,7066,7066,2
7003,2321,1,7066,7066,2
7004,2322,1,7066,7066,2
7005,2323,1,7066,7066,2
7006,2324,1,7066,7066,2
7007,2325,1,7066,7066,2
7008,2326,1,7066,7066,2
7009,2327,1,7066,7066,2
7010,2328,1,7066,7066,2
7011,2329,1,7066,7066,2
7012,2330,1,7066,7066,2
7013,2331,1,7066,7066,2
7014,2332,1,7066,7066,2
7015,2333,1,7066,7066,2
7016,2334,1,7066,7066,2
7017,2335,1,7066,7066,2
7018,2336,1,7066,7066,2
7019,2337,1,7066,7066,2
7020,2338,1,7066,7066,2
7021,2339,1,7066,7066,2
7022,2340,1,7066,7066,2
7023,2341,1,7066,7066,2
7024,2342,1,7066,7066,2
7025,2343,1,7066,7066,2
7026,2344,1,7066,7066,2
7027,2345,1,7066,7066,2
7028,2346,1,7066,7066,2
7029,2347,1,7066,7066,2
7030,2348,1,7066,7066,2
7031,2349,1,7066,7066,2
7032,2350,1,7066,7066,2
7033,2351,1,7066,7066,2
7034,2352,1,7066,7066,2
7035,2353,1,7066,7066,2
7036,2354,1,7066,7066,2
7037,2355,1,7066,7066,2
7038,2356,1,7066,7066,2
7039,2357,1,7066,7066,2
7040,2358,1,7066,7066,2
7041,2359,1,7066,7066,2
7042,2360,1,7066,7066,2
7043,2361,1,7066,7066,2
7044,2362,1,7066,7066,2
7045,2363,1,7066,7066,2
7046,2364,1,7066,7066,2
7047,2365,1,7066,7066,2
7048,2366,1,7066,7066,2
7049,2367,1,7066,7066,2
7050,2368,1,7066,7066,2
7051,2369,1,7066,7066,2
7052,2370,1,7066,7066,2
7053,2371,1,7066,7066,2
7054,2372,1,7066,7066,2
7055,2373,1,7066,7066,2
7056,2374,1,7066,7066,2
7057,2375,1,7066,7066,2
7058,2376,1,7066,7066,2
7059,2377,1,7066,7066,2
7060,2378,1,7066,7066,2
7061,2379,1,7066,7066,2
7062,2380,1,7066,7066,2
7063,2381,1,7066,7066,2
7064,2382,1,7066,7066,2
7065,2383,1,7066,7066,2
7066,2384,1,7066,7066,2
7067,2385,1,7066,7066,2
7068,2386,1,7066,7066,2
7069,2387,1,7066,7066,2
7070,2388,1,7066,7066,2
7071,2389,1,7066,7066,2
7072,2390,1,7066,7066,2
7073,2391,1,7066,7066,2
7074,2392,1,7066,7066,2
7075,2393,1,7066,7066,2
7076,2394,1,7066,7066,2
7077,2395,1,7066,7066,2
7078,2396,1,7066,7066,2
7079,2397,1,7066,7066,2
7080,2398,1,7066,7066,2
7081,2399,1,7066,7066,2
7082,2400,1,7066,7066,2
7083,2401,1,7066,7066,2
7084,2402,1,7066,7066,2
7085,2403,1,7066,7066,2
7086,2404,1,7066,7066,2
7087,2405,1,7066,7066,2
7088,2406,1,7066,7066,2
7089,2407,1,7066,7066,2
7090,2408,1,7066,7066,2
7091,2409,1,7066,7066,2
7092,2410,1,7066,7066,2
7093,2411,1,7066,7066,2
7094,2412,1,7066,7066,2
7095,2413,1,7066,7066,2
7096,2414,1,7066,7066,2
7097,2415,1,7066,7066,2
7098,2416,1,7066,7066,2
7099,2417,1,7066,7066,2
7100,2418,1,7066,7066,2
7101,2419,1,7066,7066,2
7102,2420,1,7066,7066,2
7103,2421,1,7066,7066,2
7104,2422,1,7066,7066,2
7105,2423,1,7066,7066,2
7106,2424,1,7066,7066,2
7107,2425,1,7066,7066,2
7108,2426,1,7066,7066,2
7109,2427,1,7066,7066,2
7110,2428,1,7066,7066,2
7111,2429,1,7066,7066,2
7112,2430,1,7066,7066,2
7113,2431,1,7066,7066,2
7114,2432,1,7066,7066,2
7115,2433,1,7066,7066,2
7116,2434,1,7066,7066,2
7117,2435,1,7066,7066,2
7118,2436,1,7066,7066,2
7119,2437,1,7066,7066,2
7120,2438,1,7066,7066,2
7121,2439,1,7066,7066,2
7122,2440,1,7066,7066,2
7123,2441,1,7066,7066,2
7124,2442,1,7066,7066,2
7125,2443,1,7066,7066,2
7126,2444,1,7066,7066,2
7127,2445,1,7066,7066,2
7128,2446,1,7066,7066,2
7129,2447,1,7066,7066,2
7130,2448,1,7066,7066,2
7131,2449,1,7066,7066,2
7132,2450,1,7066,7066,2
7133,2451,1,7066,7066,2
7134,2452,1,7066,7066,2
7135,2453,1,7066,7066,2
7136,2454,1,7066,7066,2
7137,2455,1,7066,7066,2
7138,2456,1,7066,7066,2
7139,2457,1,7066,7066,2
7140,2458,1,7066,7066,2
7141,2459,1,7066,7066,2
7142,2460,1,7066,7066,2
7143,2461,1,7066,7066,2
7144,2462,1,7066,7066,2
7145,2463,1,7066,7066,2
7146,2464,1,7066,7066,2
7147,2465,1,7066,7066,2
7148,2466,1,7066,7066,2
7149,2467,1,7066,7066,2
7150,2468,1,7066,7066,2
7151,2469,1,7066,7066,2
7152,2470,1,7066,7066,2
7153,2471,1,7066,7066,2
7154,2472,1,7066,7066,2
7155,2473,1,7066,7066,2
7156,2474,1,7066,7066,2
7157,2475,1,7066,7066,2
7158,2476,1,7066,7066,2
7159,2477,1,7066,7066,2
7160,2478,1,7066,7066,2
7161,2479,1,7066,7066,2
7162,2480,1,7066,7066,2
7163,2481,1,7066,7066,2
7164,2482,1,7066,7066,2
7165,2483,1,7066,7066,2
7166,2484,1,7066,7066,2
7167,2485,1,7066,7066,2
7168,2486,1,7066,7066,2
7169,2487,1,7066,7066,2
7170,2488,1,7066,7066,2
7171,2489,1,7066,7066,2
7172,2490,1,7066,7066,2
7173,2491,1,7066,7066,2
7174,2492,1,7066,7066,2
7175,2493,1,7066,7066,2
7176,2494,1,7066,7066,2
7177,2495,1,7066,7066,2
7178,2496,1,7066,7066,2
7179,2497,1,7066,7066,2
7180,2498,1,7066,7066,2
7181,2499,1,7066,7066,2
7182,2500,1,7066,7066,2
7183,2501,1,7066,7066,2
7184,2502,1,7066,7066,2
7185,2503,1,7066,7066,2
7186,2504,1,7066,7066,2
7187,2505,1,7066,7066,2
7188,2506,1,7066,7066,2
7189,2507,1,7066,7066,2
7190,2508,1,7066,7066,2
7191,2509,1,7066,7066,2
7192,2510,1,7066,7066,2
7193,2511,1,7066,7066,2
7194,2512,1,7066,7066,2
7195,2513,1,7066,7066,2
7196,2514,1,7066,7066,2
7197,2515,1,7066,7066,2
7198,2516,1,7066,7066,2
7199,2517,1,7066,7066,2
7200,2518,1,7066,7066,2
7201,2519,1,7066,7066,2
7202,2520,1,7066,7066,2
7203,2521,1,7066,7066,2
7204,2522,1,7066,7066,2
7205,2523,1,7066,7066,2
7206,2524,1,7066,7066,2
7207,2525,1,7066,7066,2
7208,2526,1,7066,7066,2
7209,2527,1,7066,7066,2
7210,2528,1,7066,7066,2
7211,2529,1,7066,7066,2
7212,2530,1,7066,7066,2
7213,2531,1,7066,7066,2
7214,2532,1,7066,7066,2
7215,2533,1,7066,7066,2
7216,2534,1,7066,7066,2
7217,2535,1,7066,7066,2
7218,2536,1,7066,7066,2
7219,2537,1,7066,7066,2
7220,2538,1,7066,7066,2
7221,2539,1,7066,7066,2
7222,2540,1,7066,7066,2
7223,2541,1,7066,7066,2
7224,2542,1,7066,7066,2
7225,2543,1,7066,7066,2
7226,2544,1,7066,7066,2
7227,2545,1,7066,7066,2
7228,2546,1,7066,7066,2
7229,2547,1,7066,7066,2
7230,2548,1,7066,7066,2
7231,2549,1,7066,7066,2
7232,2550,1,7066,7066,2
7233,2551,1,7066,7066,2
7234,2552,1,7066,7066,2
7235,2553,1,7066,7066,2
7236,2554,1,7066,7066,2
7237,2555,1,7066,7066,2
7238,2556,1,7066,7066,2
7239,2557,1,7066,7066,2
7240,2558,1,7066,7066,2
7241,2559,1,7066,7066,2
7242,2560,1,7066,7066,2
7243,2561,1,7066,7066,2
7244,2562,1,7066,7066,2
7245,2563,1,7066,7066,2
7246,2564,1,7066,7066,2
7247,2565,1,7066,7066,2
7248,2566,1,7066,7066,2
7249,2567,1,7066,7066,2
7250,2568,1,7066,7066,2
7251,2569,1,7066,7066,2
7252,2570,1,7066,7066,2
7253,2571,1,7066,7066,2
7254,2572,1,7066,7066,2
7255,2573,1,7066,7066,2
7256,2574,1,7066,7066,2
7257,2575,1,7066,7066,2
7258,2576,1,7066,7066,2
7259,2577,1,7066,7066,2
7260,2578,1,7066,7066,2
7261,2579,1,7066,7066,2
7262,2580,1,7066,7066,2
7263,2581,1,7066,7066,2
7264,2582,1,7066,7066,2
7265,2583,1,7066,7066,2
7266,2584,1,7066,7066,2
7267,2585,1,7066,7066,2
7268,2586,1,7066,7066,2
7269,2587,1,7066,7066,2
7270,2588,1,7066,7066,2
7271,2589,1,7066,7066,2
7272,2590,1,7066,7066,2
7273,2591,1,7066,7066,2
7274,2592,1,7066,7066,2
7275,2593,1,7066,7066,2
7276,2594,1,7066,7066,2
7277,2595,1,7066,7066,2
7278,2596,1,7066,7066,2
7279,2597,1,7066,7066,2
7280,2598,1,7066,7066,2
7281,2599,1,7066,7066,2
7282,2600,1,7066,7066,2
7283,2601,1,7066,7066,2
7284,2602,1,7066,7066,2
7285,2603,1,7066,7066,2
7286,2604,1,7066,7066,2
7287,2605,1,7066,7066,2
7288,2606,1,7066,7066,2
7289,2607,1,7066,7066,2
7290,2608,1,7066,7066,2
7291,2609,1,7066,7066,2
7292,2610,1,7066,7066,2
7293,2611,1,7066,7066,2
7294,2612,1,7066,7066,2
7295,2613,1,7066,7066,2
7296,2614,1,7066,7066,2
7297,2615,1,7066,7066,2
7298,2616,1,7066,7066,2
7299,2617,1,7066,7066,2
7300,2618,1,7066,7066,2
7301,2619,1,7066,7066,2
7302,2620,1,7066,7066,2
7303,2621,1,7066,7066,2
7304,2622,1,7066,7066,2
7305,2623,1,7066,7066,2
7306,2624,1,7066,7066,2
7307,2625,1,7066,7066,2
7308,2626,1,7066,7066,2
7309,2627,1,7066,7066,2
7310,2628,1,7066,7066,2
7311,2629,1,7066,7066,2
7312,2630,1,7066,7066,2
7313,2631,1,7066,7066,2
7314,2632,1,7066,7066,2
7315,2633,1,7066,7066,2
7316,2634,1,7066,7066,2
7317,2635,1,7066,7066,2
7318,2636,1,7066,7066,2
7319,2637,1,7066,7066,2
7320,2638,1,7066,7066,2
7321,2639,1,7066,7066,2
7322,2640,1,7066,7066,2
7323,2641,1,7066,7066,2
7324,2642,1,7066,7066,2
7325,2643,1,7066,7066,2
7326,2644,1,7066,7066,2
7327,2645,1,7066,7066,2
7328,2646,1,7066,7066,2
7329,2647,1,7066,7066,2
7330,2648,1,7066,7066,2
7331,2649,1,7066,7066,2
7332,2650,1,7066,7066,2
7333,2651,1,7066,7066,2
7334,2652,1,7066,7066,2
7335,2653,1,7066,7066,2
7336,2654,1,7066,7066,2
7337,2655,1,7066,7066,2
7338,2656,1,7066,7066,2
7339,2657,1,7066,7066,2
7340,2658,1,7066,7066,2
7341,2659,1,7066,7066,2
7342,2660,1,7066,7066,2
7343,2661,1,7066,7066,2
7344,2662,1,7066,7066,2
7345,2663,1,7066,7066,2
7346,2664,1,7066,7066,2
7347,2665,1,7066,7066,2
7348,2666,1,7066,7066,2
7349,2667,1,7066,7066,2
7350,2668,1,7066,7066,2
7351,2669,1,7066,7066,2
7352,2670,1,7066,7066,2
7353,2671,1,7066,7066,2
7354,2672,1,7066,7066,2
7355,2673,1,7066,7066,2
7356,2674,1,7066,7066,2
7357,2675,1,7066,7066,2
7358,2676,1,7066,7066,2
7359,2677,1,7066,7066,2
7360,2678,1,7066,7066,2
7361,2679,1,7066,7066,2
7362,2680,1,7066,7066,2
7363,2681,1,7066,7066,2
7364,2682,1,7066,7066,2
7365,2683,1,7066,7066,2
7366,2684,1,7066,7066,2
7367,2685,1,7066,7066,2
7368,2686,1,7066,7066,2
7369,2687,1,7066,7066,2
7370,2688,1,7066,7066,2
7371,2689,1,7066,7066,2
7372,2690,1,7066,7066,2
7373,2691,1,7066,7066,2
7374,2692,1,7066,7066,2
7375,2693,1,7066,7066,2
7376,2694,1,7066,7066,2
7377,2695,1,7066,7066,2
7378,2696,1,7066,7066,2
7379,2697,1,7066,7066,2
7380,2698,1,7066,7066,2
7381,2699,1,7066,7066,2
7382,2700,1,7066,7066,2
7383,2701,1,7066,7066,2
7384,2702,1,7066,7066,2
7385,2703,1,7066,7066,2
7386,2704,1,7066,7066,2
7387,2705,1,7066,7066,2
7388,2706,1,7066,7066,2
7389,2707,1,7066,7066,2
7390,2708,1,7066,7066,2
7391,2709,1,7066,7066,2
7392,2710,1,7066,7066,2
7393,2711,1,7066,7066,2
7394,2712,1,7066,7066,2
7395,2713,1,7066,7066,2
7396,2714,1,7066,7066,2
7397,2715,1,7066,7066,2
7398,2716,1,7066,7066,2
7399,2717,1,7066,7066,2
7400,2718,1,7066,7066,2
7401,2719,1,7066,7066,2
7402,2720,1,7066,7066,2
7403,2721,1,7066,7066,2
7404,2722,1,7066,7066,2
7405,2723,1,7066,7066,2
7406,2724,1,7066,7066,2
7407,2725,1,7066,7066,2
7408,2726,1,7066,7066,2
7409,2727,1,7066,7066,2
7410,2728,1,7066,7066,2
7411,2729,1,7066,7066,2
7412,2730,1,7066,7066,2
7413,2731,1,7066,7066,2
7414,2732,1,7066,7066,2
7415,2733,1,7066,7066,2
7416,2734,1,7066,7066,2
7417,2735,1,7066,7066,2
7418,2736,1,7066,7066,2
7419,2737,1,7066,7066,2
7420,2738,1,7066,7066,2
7421,2739,1,7066,7066,2
7422,2740,1,7066,7066,2
7423,2741,1,7066,7066,2
7424,2742,1,7066,7066,2
7425,2743,1,7066,7066,2
7426,2744,1,7066,7066,2
7427,2745,1,7066,7066,2
7428,2746,1,7066,7066,2
7429,2747,1,7066,7066,2
7430,2748,1,7066,7066,2
7431,2749,1,7066,7066,2
7432,2750,1,7066,7066,2
7433,2751,1,7066,7066,2
7434,2752,1,7066,7066,2
7435,2753,1,7066,7066,2
7436,2754,1,7066,7066,2
7437,2755,1,7066,7066,2
7438,2756,1,7066,7066,2
7439,2757,1,7066,7066,2
7440,2758,1,7066,7066,2
7441,2759,1,7066,7066,2
7442,2760,1,7066,7066,2
7443,2761,1,7066,7066,2
7444,2762,1,7066,7066,2
7445,2763,1,7066,7066,2
7446,2764,1,7066,7066,2
7447,2765,1,7066,7066,2
7448,2766,1,7066,7066,2
7449,2767,1,7066,7066,2
7450,2768,1,7066,7066,2
7451,2769,1,7066,7066,2
7452,2770,1,7066,7066,2
7453,2771,1,7066,7066,2
7454,2772,1,7066,7066,2
7455,2773,1,7066,7066,2
7456,2774,1,7066,7066,2
7457,2775,1,7066,7066,2
7458,2776,1,7066,7066,2
7459,2777,1,7066,7066,2
7460,2778,1,7066,7066,2
7461,2779,1,7066,7066,2
7462,2780,1,7066,7066,2
7463,2781,1,7066,7066,2
7464,2782,1,7066,7066,2
7465,2783,1,7066,7066,2
7466,2784,1,7066,7066,2
7467,2785,1,7066,7066,2
7468,2786,1,7066,7066,2
7469,2787,1,7066,7066,2
7470,2788,1,7066,7066,2
7471,2789,1,7066,7066,2
7472,2790,1,7066,7066,2
7473,2791,1,7066,7066,2
7474,2792,1,7066,7066,2
7475,2793,1,7066,7066,2
7476,2794,1,7066,7066,2
7477,2795,1,7066,7066,2
7478,2796,1,7066,7066,2
7479,2797,1,7066,7066,2
7480,2798,1,7066,7066,2
7481,2799,1,7066,7066,2
7482,2800,1,7066,7066,2
7483,2801,1,7066,7066,2
7484,2802,1,7066,7066,2
7485,2803,1,7066,7066,2
7486,2804,1,7066,7066,2
7487,2805,1,7066,7066,2
7488,2806,1,7066,7066,2
7489,2807,1,7066,7066,2
7490,2808,1,7066,7066,2
7491,2809,1,7066,7066,2
7492,2810,1,7066,7066,2
7493,2811,1,7066,7066,2
7494,2812,1,7066,7066,2
7495,2813,1,7066,7066,2
7496,2814,1,7066,7066,2
7497,2815,1,7066,7066,2
7498,2816,1,7066,7066,2
7499,2817,1,7066,7066,2
7500,2818,1,7066,7066,2
7501,2819,1,7066,7066,2
7502,2820,1,7066,7066,2
7503,2821,1,7066,7066,2
7504,2822,1,7066,7066,2
7505,2823,1,7066,7066,2
7506,2824,1,7066,7066,2
7507,2825,1,7066,7066,2
7508,2826,1,7066,7066,2
7509,2827,1,7066,7066,2
7510,2828,1,7066,7066,2
7511,2829,1,7066,7066,2
7512,2830,1,7066,7066,2
7513,2831,1,7066,7066,2
7514,2832,1,7066,7066,2
7515,2833,1,7066,7066,2
7516,2834,1,7066,7066,2
7517,2835,1,7066,7066,2
7518,2836,1,7066,7066,2
7519,2837,1,7066,7066,2
7520,2838,1,7066,7066,2
7521,2839,1,7066,7066,2
7522,2840,1,7066,7066,2
7523,2841,1,7066,7066,2
7524,2842,1,7066,7066,2
7525,2843,1,7066,7066,2
7526,2844,1,7066,7066,2
7527,2845,1,7066,7066,2
7528,2846,1,7066,7066,2
7529,2847,1,7066,7066,2
7530,2848,1,7066,7066,2
7531,2849,1,7066,7066,2
7532,2850,1,7066,7066,2
7533,2851,1,7066,7066,2
7534,2852,1,7066,7066,2
7535,2853,1,7066,7066,2
7536,2854,1,7066,7066,2
7537,2855,1,7066,7066,2
7538,2856,1,7066,7066,2
7539,2857,1,7066,7066,2
7540,2858,1,7066,7066,2
7541,2859,1,7066,7066,2
7542,2860,1,7066,7066,2
7543,2861,1,7066,7066,2
7544,2862,1,7066,7066,2
7545,2863,1,7066,7066,2
7546,2864,1,7066,7066,2
7547,2865,1,7066,7066,2
7548,2866,1,7066,7066,2
7549,2867,1,7066,7066,2
7550,2868,1,7066,7066,2
7551,2869,1,7066,7066,2
7552,2870,1,7066,7066,2
7553,2871,1,7066,7066,2
7554,2872,1,7066,7066,2
7555,2873,1,7066,7066,2
7556,2874,1,7066,7066,2
7557,2875,1,7066,7066,2
7558,2876,1,7066,7066,2
7559,2877,1,7066,7066,2
7560,2878,1,7066,7066,2
7561,2879,1,7066,7066,2
7562,2880,1,7066,7066,2
7563,2881,1,7066,7066,2
7564,2882,1,7066,7066,2
7565,2883,1,7066,7066,2
7566,2884,1,7066,7066,2
7567,2885,1,7066,7066,2
7568,2886,1,7066,7066,2
7569,2887,1,7066,7066,2
7570,2888,1,7066,7066,2
7571,2889,1,7066,7066,2
7572,2890,1,7066,7066,2
7573,2891,1,7066,7066,2
7574,2892,1,7066,7066,2
7575,2893,1,7066,7066,2
7576,2894,1,7066,7066,2
7577,2895,1,7066,7066,2
7578,2896,1,7066,7066,2
7579,2897,1,7066,7066,2
7580,2898,1,7066,7066,2
7581,2899,1,7066,7066,2
7582,2900,1,7066,7066,2
7583,2901,1,7066,7066,2
7584,2902,1,7066,7066,2
7585,2903,1,7066,7066,2
7586,2904,1,7066,7066,2
7587,2905,1,7066,7066,2
7588,2906,1,7066,7066,2
7589,2907,1,7066,7066,2
7590,2908,1,7066,7066,2
7591,2909,1,7066,7066,2
7592,2910,1,7066,7066,2
7593,2911,1,7066,7066,2
7594,2912,1,7066,7066,2
7595,2913,1,7066,7066,2
7596,2914,1,7066,7066,2
7597,2915,1,7066,7066,2
7598,2916,1,7066,7066,2
7599,2917,1,7066,7066,2
7600,2918,1,7066,7066,2
7601,2919,1,7066,7066,2
7602,2920,1,7066,7066,2
7603,2921,1,7066,7066,2
7604,2922,1,7066,7066,2
7605,2923,1,7066,7066,2
7606,2924,1,7066,7066,2
7607,2925,1,7066,7066,2
7608,2926,1,7066,7066,2
7609,2927,1,7066,7066,2
7610,2928,1,7066,7066,2
7611,2929,1,7066,7066,2
7612,2930,1,7066,7066,2
7613,2931,1,7066,7066,2
7614,2932,1,7066,7066,2
7615,2933,1,7066,7066,2
7616,2934,1,7066,7066,2
7617,2935,1,7066,7066,2
7618,2936,1,7066,7066,2
7619,2937,1,7066,7066,2
7620,2938,1,7066,7066,2
7621,2939,1,7066,7066,2
7622,2940,1,7066,7066,2
7623,2941,1,7066,7066,2
7624,2942,1,7066,7066,2
7625,2943,1,7066,7066,2
7626,2944,1,7066,7066,2
7627,2945,1,7066,7066,2
7628,2946,1,7066,7066,2
7629,2947,1,7066,7066,2
7630,2948,1,7066,7066,2
7631,2949,1,7066,7066,2
7632,2950,1,7066,7066,2
7633,2951,1,7066,7066,2
7634,2952,1,7066,7066,2
7635,2953,1,7066,7066,2
7636,2954,1,7066,7066,2
7637,2955,1,7066,7066,2
7638,2956,1,7066,7066,2
7639,2957,1,7066,7066,2
7640,2958,1,7066,7066,2
7641,2959,1,7066,7066,2
7642,2960,1,7066,7066,2
7643,2961,1,7066,7066,2
7644,2962,1,7066,7066,2
7645,2963,1,7066,7066,2
7646,2964,1,7066,7066,2
7647,2965,1,7066,7066,2
7648,2966,1,7066,7066,2
7649,2967,1,7066,7066,2
7650,2968,1,7066,7066,2
7651,2969,1,7066,7066,2
7652,2970,1,7066,7066,2
7653,2971,1,7066,7066,2
7654,2972,1,7066,7066,2
7655,2973,1,7066,7066,2
7656,2974,1,7066,7066,2
7657,2975,1,7066,7066,2
7658,2976,1,7066,7066,2
7659,2977,1,7066,7066,2
7660,2978,1,7066,7066,2
7661,2979,1,7066,7066,2
7662,2980,1,7066,7066,2
7663,2981,1,7066,7066,2
7664,2982,1,7066,7066,2
7665,2983,1,7066,7066,2
7666,2984,1,7066,7066,2
7667,2985,1,7066,7066,2
7668,2986,1,7066,7066,2
7669,2987,1,7066,7066,2
7670,2988,1,7066,7066,2
7671,2989,1,7066,7066,2
7672,2990,1,7066,7066,2
7673,2991,1,7066,7066,2
7674,2992,1,7066,7066,2
7675,2993,1,7066,7066,2
7676,2994,1,7066,7066,2
7677,2995,1,7066,7066,2
7678,2996,1,7066,7066,2
7679,2997,1,7066,7066,2
7680,2998,1,7066,7066,2
7681,2999,1,7066,7066,2
7682,3000,1,7066,7066,2
7683,3001,1,7066,7066,2
7684,3002,1,7066,7066,2
7685,3003,1,7066,7066,2
7686,3004,1,7066,7066,2
7687,3005,1,7066,7066,2
7688,3006,1,7066,7066,2
7689,3007,1,7066,7066,2
7690,3008,1,7066,7066,2
7691,3009,1,7066,7066,2
7692,3010,1,7066,7066,2
7693,3011,1,7066,7066,2
7694,3012,1,7066,7066,2
7695,3013,1,7066,7066,2
7696,3014,1,7066,7066,2
7697,3015,1,7066,7066,2
7698,3016,1,7066,7066,2
7699,3017,1,7066,7066,2
7700,3018,1,7066,7066,2
7701,3019,1,7066,7066,2
7702,3020,1,7066,7066,2
7703,3021,1,7066,7066,2
7704,3022,1,7066,7066,2
7705,3023,1,7066,7066,2
7706,3024,1,7066,7066,2
7707,3025,1,7066,7066,2
7708,3026,1,7066,7066,2
7709,3027,1,7066,7066,2
7710,3028,1,7066,7066,2
7711,3029,1,7066,7066,2
7712,3030,1,7066,7066,2
7713,3031,1,7066,7066,2
7714,3032,1,7066,7066,2
7715,3033,1,7066,7066,2
7716,3034,1,7066,7066,2
7717,3035,1,7066,7066,2
7718,3036,1,7066,7066,2
7719,3037,1,7066,7066,2
7720,3038,1,7066,7066,2
7721,3039,1,7066,7066,2
7722,3040,1,7066,7066,2
7723,3041,1,7066,7066,2
7724,3042,1,7066,7066,2
7725,3043,1,7066,7066,2
7726,3044,1,7066,7066,2
7727,3045,1,7066,7066,2
7728,3046,1,7066,7066,2
7729,3047,1,7066,7066,2
7730,3048,1,7066,7066,2
7731,3049,1,7066,7066,2
7732,3050,1,7066,7066,2
7733,3051,1,7066,7066,2
7734,3052,1,7066,7066,2
7735,3053,1,7066,7066,2
7736,3054,1,7066,7066,2
7737,3055,1,7066,7066,2
7738,3056,1,7066,7066,2
7739,3057,1,7066,7066,2
7740,3058,1,7066,7066,2
7741,3059,1,7066,7066,2
7742,3060,1,7066,7066,2
7743,3061,1,7066,7066,2
7744,3062,1,7066,7066,2
7745,3063,1,7066,7066,2
7746,3064,1,7066,7066,2
7747,3065,1,7066,7066,2
7748,3066,1,7066,7066,2
7749,3067,1,7066,7066,2
7750,3068,1,7066,7066,2
7751,3069,1,7066,7066,2
7752,3070,1,7066,7066,2
7753,3071,1,7066,7066,2
7754,3072,1,7066,7066,2
7755,3073,1,7066,7066,2
7756,3074,1,7066,7066,2
7757,3075,1,7066,7066,2
7758,3076,1,7066,7066,2
7759,3077,1,7066,7066,2
7760,3078,1,7066,7066,2
7761,3079,1,7066,7066,2
7762,3080,1,7066,7066,2
7763,3081,1,7066,7066,2
7764,3082,1,7066,7066,2
7765,3083,1,7066,7066,2
7766,3084,1,7066,7066,2
7767,3085,1,7066,7066,2
7768,3086,1,7066,7066,2
7769,3087,1,7066,7066,2
7770,3088,1,7066,7066,2
7771,3089,1,7066,7066,2
7772,3090,1,7066,7066,2
7773,3091,1,7066,7066,2
7774,3092,1,7066,7066,2
7775,3093,1,7066,7066,2
7776,3094,1,7066,7066,2
7777,3095,1,7066,7066,2
7778,3096,1,7066,7066,2
7779,3097,1,7066,7066,2
7780,3098,1,7066,7066,2
7781,3099,1,7066,7066,2
7782,3100,1,7066,7066,2
7783,3101,1,7066,7066,2
7784,3102,1,7066,7066,2
7785,3103,1,7066,7066,2
7786,3104,1,7066,7066,2
7787,3105,1,7066,7066,2
7788,3106,1,7066,7066,2
7789,3107,1,7066,7066,2
7790,3108,1,7066,7066,2
7791,3109,1,7066,7066,2
7792,3110,1,7066,7066,2
7793,3111,1,7066,7066,2
7794,3112,1,7066,7066,2
7795,3113,1,7066,7066,2
7796,3114,1,7066,7066,2
7797,3115,1,7066,7066,2
7798,3116,1,7066,7066,2
7799,3117,1,7066,7066,2
7800,3118,1,7066,7066,2
7801,3119,1,7066,7066,2
7802,3120,1,7066,7066,2
7803,3121,1,7066,7066,2
7804,3122,1,7066,7066,2
7805,3123,1,7066,7066,2
7806,3124,1,7066,7066,2
7807,3125,1,7066,7066,2
7808,3126,1,7066,7066,2
7809,3127,1,7066,7066,2
7810,3128,1,7066,7066,2
7811,3129,1,7066,7066,2
7812,3130,1,7066,7066,2
7813,3131,1,7066,7066,2
7814,3132,1,7066,7066,2
7815,3133,1,7066,7066,2
7816,3134,1,7066,7066,2
7817,3135,1,7066,7066,2
7818,3136,1,7066,7066,2
7819,3137,1,7066,7066,2
7820,3138,1,7066,7066,2
7821,3139,1,7066,7066,2
7822,3140,1,7066,7066,2
7823,3141,1,7066,7066,2
7824,3142,1,7066,7066,2
7825,3143,1,7066,7066,2
7826,3144,1,7066,7066,2
7827,3145,1,7066,7066,2
7828,3146,1,7066,7066,2
7829,3147,1,7066,7066,2
7830,3148,1,7066,7066,2
7831,3149,1,7066,7066,2
7832,3150,1,7066,7066,2
7833,3151,1,7066,7066,2
7834,3152,1,7066,7066,2
7835,3153,1,7066,7066,2
7836,3154,1,7066,7066,2
7837,3155,1,7066,7066,2
7838,3156,1,7066,7066,2
7839,3157,1,7066,7066,2
7840,3158,1,7066,7066,2
7841,3159,1,7066,7066,2
7842,3160,1,7066,7066,2
7843,3161,1,7066,7066,2
7844,3162,1,7066,7066,2
7845,3163,1,7066,7066,2
