coefficient_name,value,constrain,purpose,mode,auto_suff,model_counts,target_counts,difference,percent_diff,coef_change,new_value,converged
coef_calib_civtebikeownership_BIKE_maint,1.0,F,,,,,,,,,1.0,True
coef_calib_escorttour_WALK_maint,-1.2579,F,,,,,,,,,-1.2579,True
coef_calib_escorttour_PNR_TRANSIT_maint,-5.8388,F,,,,,,,,,-5.8388,True
coef_calib_civtebikeownership_BIKE_disc,1.0,F,,,,,,,,,1.0,True
coef_calib_probikedistrict_BIKE_maint,1.5524,F,,,,,,,,,1.5524,True
coef_calib_civtebikeownership_BIKE_univ,1.0,F,,,,,,,,,1.0,True
coef_calib_escorttour_WALK_TRANSIT_maint,-5.8388,F,,,,,,,,,-5.8388,True
coef_calib_probikedistrict_BIKE_univ,1.5524,F,,,,,,,,,1.5524,True
coef_calib_probikedistrict_BIKE_atwork,1.5524,F,,,,,,,,,1.5524,True
coef_calib_probikedistrict_BIKE_disc,1.5524,F,,,,,,,,,1.5524,True
coef_calib_escorttour_BIKE_maint,-1.2579,F,,,,,,,,,-1.2579,True
coef_calib_escorttour_TNC_TRANSIT_maint,-5.8388,F,,,,,,,,,-5.8388,True
coef_calib_probikedistrict_BIKE_work,1.5524,F,,,,,,,,,1.5524,True
coef_calib_probikedistrict_BIKE_school,1.5524,F,,,,,,,,,1.5524,True
coef_calib_escorttour_KNR_TRANSIT_maint,-5.8388,F,,,,,,,,,-5.8388,True
coef_calib_civtebikeownership_BIKE_work,1.0,F,,,,,,,,,1.0,True
coef_calib_parkingconst_WLK_TRANSIT_work,0.64,F,,,,,,,,,0.64,True
coef_calib_parkingconst_WLK_TRANSIT_univ,0.64,F,,,,,,,,,0.64,True
coef_calib_parkingconst_WLK_TRANSIT_school,0.4,F,,,,,,,,,0.4,True
coef_calib_parkingconst_WLK_TRANSIT_maint,0.765,F,,,,,,,,,0.765,True
coef_calib_parkingconst_WLK_TRANSIT_disc,0.9,F,,,,,,,,,0.9,True
coef_calib_parkingconst_WLK_TRANSIT_atwork,0.96,F,,,,,,,,,0.96,True
coef_calib_parkingconst_DRV_TRANSIT_work,1.28,F,,,,,,,,,1.28,True
coef_calib_parkingconst_DRV_TRANSIT_univ,1.28,F,,,,,,,,,1.28,True
coef_calib_parkingconst_DRV_TRANSIT_school,0.8,F,,,,,,,,,0.8,True
coef_calib_parkingconst_DRV_TRANSIT_maint,1.36,F,,,,,,,,,1.36,True
coef_calib_parkingconst_DRV_TRANSIT_disc,1.2,F,,,,,,,,,1.2,True
coef_calib_parkingconst_DRV_TRANSIT_atwork,1.92,F,,,,,,,,,1.92,True
coef_calib_distance_WALK_TRANSIT_work,-0.016,F,,,,,,,,,-0.016,True
coef_calib_distance_WALK_TRANSIT_univ,-0.016,F,,,,,,,,,-0.016,True
coef_calib_distance_WALK_TRANSIT_school,-0.01,F,,,,,,,,,-0.01,True
coef_calib_distance_WALK_TRANSIT_maint,-0.017,F,,,,,,,,,-0.017,True
coef_calib_distance_WALK_TRANSIT_disc,-0.015,F,,,,,,,,,-0.015,True
coef_calib_distance_WALK_TRANSIT_atwork,-0.032,F,,,,,,,,,-0.032,True
coef_calib_distance_PNR_TRANSIT_work,-0.016,F,,,,,,,,,-0.016,True
coef_calib_distance_PNR_TRANSIT_univ,-0.016,F,,,,,,,,,-0.016,True
coef_calib_distance_PNR_TRANSIT_school,-0.01,F,,,,,,,,,-0.01,True
coef_calib_distance_PNR_TRANSIT_maint,-0.017,F,,,,,,,,,-0.017,True
coef_calib_distance_PNR_TRANSIT_disc,-0.015,F,,,,,,,,,-0.015,True
coef_calib_distance_PNR_TRANSIT_atwork,-0.032,F,,,,,,,,,-0.032,True
coef_calib_distance_KNR_TRANSIT_work,-0.08,F,,,,,,,,,-0.08,True
coef_calib_distance_KNR_TRANSIT_univ,-0.08,F,,,,,,,,,-0.08,True
coef_calib_distance_KNR_TRANSIT_school,-0.05,F,,,,,,,,,-0.05,True
coef_calib_distance_KNR_TRANSIT_maint,-0.085,F,,,,,,,,,-0.085,True
coef_calib_distance_KNR_TRANSIT_disc,-0.075,F,,,,,,,,,-0.075,True
coef_calib_distance_KNR_TRANSIT_atwork,-0.16,F,,,,,,,,,-0.16,True
coef_calib_distance_TNC_TRANSIT_work,-0.016,F,,,,,,,,,-0.016,True
coef_calib_distance_TNC_TRANSIT_univ,-0.016,F,,,,,,,,,-0.016,True
coef_calib_distance_TNC_TRANSIT_school,-0.01,F,,,,,,,,,-0.01,True
coef_calib_distance_TNC_TRANSIT_maint,-0.017,F,,,,,,,,,-0.017,True
coef_calib_distance_TNC_TRANSIT_disc,-0.015,F,,,,,,,,,-0.015,True
coef_calib_distance_TNC_TRANSIT_atwork,-0.032,F,,,,,,,,,-0.032,True
#coef_calib_zeroautohhindivtou_DRIVEALONE_work,-0.8236,F,,,,,,,,,-0.8236,True
coef_calib_zeroautohhindivtou_SHARED2_work,-2.505255912,F,work,SHARED2,zeroautohh,175.0,188.0,13.0,6.914893617021277,,-2.505255912,True
coef_calib_zeroautohhindivtou_SHARED3_work,-4.1746,F,work,SHARED3,zeroautohh,0.0,0.0,0.0,0,,-4.1746,True
coef_calib_zeroautohhindivtou_WALK_work,-0.553414397,F,work,WALK,zeroautohh,1797.0,1797.0,0.0,0.0,,-0.553414397,True
coef_calib_zeroautohhindivtou_BIKE_work,-5.6023,F,work,BIKE,zeroautohh,16.0,0.0,-16.0,,,-5.6023,True
coef_calib_zeroautohhindivtou_WALK_TRANSIT_work,0.364691867,F,work,WALK_TRANSIT,zeroautohh,4239.0,4133.0,-106.0,2.5647229615291556,,0.364691867,True
coef_calib_zeroautohhindivtou_PNR_TRANSIT_work,-999.0,F,work,PNR_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhindivtou_KNR_TRANSIT_work,0.666496122,F,work,KNR_TRANSIT,zeroautohh,267.0,262.0,-5.0,1.9083969465648856,,0.666496122,True
coef_calib_zeroautohhindivtou_TNC_TRANSIT_work,-999.0,F,work,TNC_TRANSIT,zeroautohh,0.0,13.0,13.0,,,-999.0,True
coef_calib_zeroautohhindivtou_TAXI_work,-1.9627,F,work,TAXI,zeroautohh,8.0,0.0,-8.0,,,-1.9627,True
coef_calib_zeroautohhindivtou_TNC_SINGLE_work,2.112479758,F,work,TNC_SINGLE,zeroautohh,6550.0,6437.0,-113.0,1.7554761534876495,,2.112479758,True
coef_calib_zeroautohhindivtou_TNC_SHARED_work,-3.9627,F,work,TNC_SHARED,zeroautohh,8.0,0.0,-8.0,,,-3.9627,True
coef_calib_autodeficienthhind_SHARED2_work,-2.70280219,F,work,SHARED2,autodeficienthh,8829.0,8482.0,-347.0,4.091016269747701,,-2.70280219,True
coef_calib_autodeficienthhind_SHARED3_work,-2.323413243,F,work,SHARED3,autodeficienthh,8327.0,8125.0,-202.0,2.4861538461538464,,-2.323413243,True
coef_calib_autodeficienthhind_WALK_work,-1.655602166,F,work,WALK,autodeficienthh,2016.0,2023.0,7.0,0.34602076124567477,,-1.655602166,True
coef_calib_autodeficienthhind_BIKE_work,-5.788115347,F,work,BIKE,autodeficienthh,474.0,485.0,11.0,2.268041237113402,,-5.788115347,True
coef_calib_autodeficienthhind_WALK_TRANSIT_work,-2.76181855,F,work,WALK_TRANSIT,autodeficienthh,7781.0,7736.0,-45.0,0.5816959669079628,,-2.76181855,True
coef_calib_autodeficienthhind_PNR_TRANSIT_work,-5.124417236,F,work,PNR_TRANSIT,autodeficienthh,279.0,257.0,-22.0,8.560311284046692,,-5.124417236,True
coef_calib_autodeficienthhind_KNR_TRANSIT_work,-3.970001618,F,work,KNR_TRANSIT,autodeficienthh,570.0,543.0,-27.0,4.972375690607735,,-3.970001618,True
coef_calib_autodeficienthhind_TNC_TRANSIT_work,-9.3988,F,work,TNC_TRANSIT,autodeficienthh,0.0,0.0,0.0,0,,-9.3988,True
coef_calib_autodeficienthhind_TAXI_work,-9.6667,F,work,TAXI,autodeficienthh,4.0,0.0,-4.0,,,-9.6667,True
coef_calib_autodeficienthhind_TNC_SINGLE_work,-8.884488626,F,work,TNC_SINGLE,autodeficienthh,100.0,64.0,-36.0,56.25,,-8.884488626,True
coef_calib_autodeficienthhind_TNC_SHARED_work,-9.6667,F,work,TNC_SHARED,autodeficienthh,32.0,0.0,-32.0,,,-9.6667,True
coef_calib_autosufficienthhin_SHARED2_work,-2.536054537,F,work,SHARED2,autosufficienthh,25594.0,25665.0,71.0,0.27664134034677573,,-2.536054537,True
coef_calib_autosufficienthhin_SHARED3_work,-2.061827895,F,work,SHARED3,autosufficienthh,23562.0,23520.0,-42.0,0.17857142857142858,,-2.061827895,True
coef_calib_autosufficienthhin_WALK_work,-2.692542308,F,work,WALK,autosufficienthh,1538.0,1538.0,0.0,0.0,,-2.692542308,True
coef_calib_autosufficienthhin_BIKE_work,-3.341858987,F,work,BIKE,autosufficienthh,5940.0,5915.0,-25.0,0.422654268808115,,-3.341858987,True
coef_calib_autosufficienthhin_WALK_TRANSIT_work,-5.779799017,F,work,WALK_TRANSIT,autosufficienthh,622.0,625.0,3.0,0.48,,-5.779799017,True
coef_calib_autosufficienthhin_PNR_TRANSIT_work,-5.815524925,F,work,PNR_TRANSIT,autosufficienthh,530.0,539.0,9.0,1.6697588126159555,,-5.815524925,True
coef_calib_autosufficienthhin_KNR_TRANSIT_work,-4.145282722,F,work,KNR_TRANSIT,autosufficienthh,1761.0,1773.0,12.0,0.676818950930626,,-4.145282722,True
coef_calib_autosufficienthhin_TNC_TRANSIT_work,-6.465543515,F,work,TNC_TRANSIT,autosufficienthh,1614.0,1589.0,-25.0,1.5733165512901195,,-6.465543515,True
coef_calib_autosufficienthhin_TAXI_work,-7.9013,F,work,TAXI,autosufficienthh,52.0,0.0,-52.0,,,-7.9013,True
coef_calib_autosufficienthhin_TNC_SINGLE_work,-7.793168769,F,work,TNC_SINGLE,autosufficienthh,287.0,279.0,-8.0,2.867383512544803,,-7.793168769,True
coef_calib_autosufficienthhin_TNC_SHARED_work,-9.9013,F,work,TNC_SHARED,autosufficienthh,16.0,0.0,-16.0,,,-9.9013,True
#coef_calib_zeroautohhindivtou_DRIVEALONE_univ,-19.7064,F,,,,,,,,,-19.7064,True
coef_calib_zeroautohhindivtou_SHARED2_univ,-17.5741,F,univ,SHARED2,zeroautohh,0.0,0.0,0.0,0,,-17.5741,True
coef_calib_zeroautohhindivtou_SHARED3_univ,-18.7726,F,univ,SHARED3,zeroautohh,0.0,0.0,0.0,0,,-18.7726,True
coef_calib_zeroautohhindivtou_WALK_univ,-23.8833,F,univ,WALK,zeroautohh,0.0,0.0,0.0,0,,-23.8833,True
coef_calib_zeroautohhindivtou_BIKE_univ,-16.0163,F,univ,BIKE,zeroautohh,0.0,0.0,0.0,0,,-16.0163,True
coef_calib_zeroautohhindivtou_WALK_TRANSIT_univ,6.341576031,F,univ,WALK_TRANSIT,zeroautohh,6016.0,8552.0,2536.0,29.653882132834426,0.3517425870752054,6.693318618075205,False
coef_calib_zeroautohhindivtou_PNR_TRANSIT_univ,-2.743,F,univ,PNR_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-2.743,True
coef_calib_zeroautohhindivtou_KNR_TRANSIT_univ,-16.4728,F,univ,KNR_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-16.4728,True
coef_calib_zeroautohhindivtou_TNC_TRANSIT_univ,-999.0,F,univ,TNC_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhindivtou_TAXI_univ,-999.0,F,univ,TAXI,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhindivtou_TNC_SINGLE_univ,-999.0,F,univ,TNC_SINGLE,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhindivtou_TNC_SHARED_univ,-999.0,F,univ,TNC_SHARED,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autodeficienthhind_SHARED2_univ,-4.09917176,F,univ,SHARED2,autodeficienthh,323.0,418.0,95.0,22.727272727272727,,-4.09917176,True
coef_calib_autodeficienthhind_SHARED3_univ,-4.498522953,F,univ,SHARED3,autodeficienthh,155.0,127.0,-28.0,22.04724409448819,,-4.498522953,True
coef_calib_autodeficienthhind_WALK_univ,1.867582056,F,univ,WALK,autodeficienthh,3028.0,2893.0,-135.0,4.666436225371587,,1.867582056,True
coef_calib_autodeficienthhind_BIKE_univ,-7.353739618,F,univ,BIKE,autodeficienthh,72.0,64.0,-8.0,12.5,,-7.353739618,True
coef_calib_autodeficienthhind_WALK_TRANSIT_univ,-0.496556351,F,univ,WALK_TRANSIT,autodeficienthh,5689.0,5641.0,-48.0,0.8509129586952667,,-0.496556351,True
coef_calib_autodeficienthhind_PNR_TRANSIT_univ,-2.2079,F,univ,PNR_TRANSIT,autodeficienthh,48.0,0.0,-48.0,,,-2.2079,True
coef_calib_autodeficienthhind_KNR_TRANSIT_univ,-0.936565574,F,univ,KNR_TRANSIT,autodeficienthh,287.0,286.0,-1.0,0.34965034965034963,,-0.936565574,True
coef_calib_autodeficienthhind_TNC_TRANSIT_univ,-999.0,F,univ,TNC_TRANSIT,autodeficienthh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autodeficienthhind_TAXI_univ,-11.6732,F,univ,TAXI,autodeficienthh,0.0,0.0,0.0,0,,-11.6732,True
coef_calib_autodeficienthhind_TNC_SINGLE_univ,-2.580444587,F,univ,TNC_SINGLE,autodeficienthh,566.0,561.0,-5.0,0.8912655971479502,,-2.580444587,True
coef_calib_autodeficienthhind_TNC_SHARED_univ,-11.6732,F,univ,TNC_SHARED,autodeficienthh,0.0,0.0,0.0,0,,-11.6732,True
coef_calib_autosufficienthhin_SHARED2_univ,-2.290533723,F,univ,SHARED2,autosufficienthh,3355.0,3249.0,-106.0,3.262542320714066,,-2.290533723,True
coef_calib_autosufficienthhin_SHARED3_univ,-3.88541567,F,univ,SHARED3,autosufficienthh,171.0,217.0,46.0,21.19815668202765,,-3.88541567,True
coef_calib_autosufficienthhin_WALK_univ,1.814940512,F,univ,WALK,autosufficienthh,1227.0,1182.0,-45.0,3.807106598984772,,1.814940512,True
coef_calib_autosufficienthhin_BIKE_univ,-1.234833179,F,univ,BIKE,autosufficienthh,1486.0,1466.0,-20.0,1.364256480218281,,-1.234833179,True
coef_calib_autosufficienthhin_WALK_TRANSIT_univ,-4.553742843,F,univ,WALK_TRANSIT,autosufficienthh,48.0,38.0,-10.0,26.31578947368421,,-4.553742843,True
coef_calib_autosufficienthhin_PNR_TRANSIT_univ,-0.363147111,F,univ,PNR_TRANSIT,autosufficienthh,618.0,603.0,-15.0,2.4875621890547266,,-0.363147111,True
coef_calib_autosufficienthhin_KNR_TRANSIT_univ,-4.0489,F,univ,KNR_TRANSIT,autosufficienthh,4.0,0.0,-4.0,,,-4.0489,True
coef_calib_autosufficienthhin_TNC_TRANSIT_univ,-8.2328,F,univ,TNC_TRANSIT,autosufficienthh,4.0,0.0,-4.0,,,-8.2328,True
coef_calib_autosufficienthhin_TAXI_univ,-4.6511,F,univ,TAXI,autosufficienthh,4.0,0.0,-4.0,,,-4.6511,True
coef_calib_autosufficienthhin_TNC_SINGLE_univ,-4.6511,F,univ,TNC_SINGLE,autosufficienthh,52.0,0.0,-52.0,,,-4.6511,True
coef_calib_autosufficienthhin_TNC_SHARED_univ,-6.6511,F,univ,TNC_SHARED,autosufficienthh,0.0,0.0,0.0,0,,-6.6511,True
#coef_calib_zeroautohhindivtou_DRIVEALONE_school,-0.9723,F,,,,,,,,,-0.9723,True
coef_calib_zeroautohhindivtou_SHARED2_school,-37.0,F,school,SHARED2,zeroautohh,243.0,0.0,-243.0,,-2,-39.0,False
coef_calib_zeroautohhindivtou_SHARED3_school,20.0,F,school,SHARED3,zeroautohh,2355.0,2092.0,-263.0,12.5717017208413,-0.11842018126570458,19.881579818734295,False
coef_calib_zeroautohhindivtou_WALK_school,10.0,F,school,WALK,zeroautohh,235.0,352.0,117.0,33.23863636363637,0.4040456614539381,10.404045661453939,False
coef_calib_zeroautohhindivtou_BIKE_school,12.2159,F,school,BIKE,zeroautohh,4.0,0.0,-4.0,,,12.2159,True
coef_calib_zeroautohhindivtou_WALK_TRANSIT_school,5.095434049,F,school,WALK_TRANSIT,zeroautohh,44.0,31.0,-13.0,41.935483870967744,,5.095434049,True
coef_calib_zeroautohhindivtou_PNR_TRANSIT_school,-999.0,F,school,PNR_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhindivtou_KNR_TRANSIT_school,2.9447,F,school,KNR_TRANSIT,zeroautohh,4.0,0.0,-4.0,,,2.9447,True
coef_calib_zeroautohhindivtou_TNC_TRANSIT_school,-999.0,F,school,TNC_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhindivtou_TAXI_school,-1029.0,F,school,TAXI,zeroautohh,135.0,0.0,-135.0,,-2,-1031.0,False
coef_calib_zeroautohhindivtou_TNC_SINGLE_school,-1029.0,F,school,TNC_SINGLE,zeroautohh,303.0,0.0,-303.0,,-2,-1031.0,False
coef_calib_zeroautohhindivtou_TNC_SHARED_school,-1001.0,F,school,TNC_SHARED,zeroautohh,0.0,0.0,0.0,0,,-1001.0,True
coef_calib_zeroautohhindivtou_SCH_BUS_school,18.11856419,F,school,SCH_BUS,zeroautohh,351.0,1230.0,879.0,71.46341463414633,1.2539832249005973,19.3725474149006,False
coef_calib_autodeficienthhind_SHARED2_school,-5.295322888,F,school,SHARED2,autodeficienthh,9729.0,10223.0,494.0,4.832241025139392,,-5.295322888,True
coef_calib_autodeficienthhind_SHARED3_school,1.237719011,F,school,SHARED3,autodeficienthh,19952.0,19813.0,-139.0,0.7015595820925655,,1.237719011,True
coef_calib_autodeficienthhind_WALK_school,0.363638571,F,school,WALK,autodeficienthh,2231.0,2260.0,29.0,1.2831858407079646,,0.363638571,True
coef_calib_autodeficienthhind_BIKE_school,2.346790252,F,school,BIKE,autodeficienthh,175.0,175.0,0.0,0.0,,2.346790252,True
coef_calib_autodeficienthhind_WALK_TRANSIT_school,-39.1291169,F,school,WALK_TRANSIT,autodeficienthh,259.0,22.0,-237.0,1077.2727272727273,-2.4657856083412217,-41.59490250834122,False
coef_calib_autodeficienthhind_PNR_TRANSIT_school,-5.9201,F,school,PNR_TRANSIT,autodeficienthh,4.0,0.0,-4.0,,,-5.9201,True
coef_calib_autodeficienthhind_KNR_TRANSIT_school,1.0441,F,school,KNR_TRANSIT,autodeficienthh,56.0,0.0,-56.0,,,1.0441,True
coef_calib_autodeficienthhind_TNC_TRANSIT_school,-999.0,F,school,TNC_TRANSIT,autodeficienthh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autodeficienthhind_TAXI_school,-1029.0,F,school,TAXI,autodeficienthh,223.0,0.0,-223.0,,-2,-1031.0,False
coef_calib_autodeficienthhind_TNC_SINGLE_school,-1027.0,F,school,TNC_SINGLE,autodeficienthh,243.0,0.0,-243.0,,-2,-1029.0,False
coef_calib_autodeficienthhind_TNC_SHARED_school,-1001.0,F,school,TNC_SHARED,autodeficienthh,8.0,0.0,-8.0,,,-1001.0,True
coef_calib_autodeficienthhind_SCH_BUS_school,1.185348296,F,school,SCH_BUS,autodeficienthh,2610.0,2591.0,-19.0,0.7333076032419915,,1.185348296,True
coef_calib_autosufficienthhin_SHARED2_school,-10.21596024,F,school,SHARED2,autosufficienthh,24801.0,22107.0,-2694.0,12.18618537114941,-0.11498967448567633,-10.330949914485675,False
coef_calib_autosufficienthhin_SHARED3_school,-1.462851151,F,school,SHARED3,autosufficienthh,46191.0,47591.0,1400.0,2.9417326805488435,,-1.462851151,True
coef_calib_autosufficienthhin_WALK_school,-1.024805777,F,school,WALK,autosufficienthh,3558.0,3734.0,176.0,4.713444027852169,,-1.024805777,True
coef_calib_autosufficienthhin_BIKE_school,6.19161736,F,school,BIKE,autosufficienthh,11865.0,12345.0,480.0,3.8882138517618468,,6.19161736,True
coef_calib_autosufficienthhin_WALK_TRANSIT_school,-1.925970648,F,school,WALK_TRANSIT,autosufficienthh,1127.0,1213.0,86.0,7.089859851607584,,-1.925970648,True
coef_calib_autosufficienthhin_PNR_TRANSIT_school,-10.5186,F,school,PNR_TRANSIT,autosufficienthh,24.0,0.0,-24.0,,,-10.5186,True
coef_calib_autosufficienthhin_KNR_TRANSIT_school,-4.7303,F,school,KNR_TRANSIT,autosufficienthh,48.0,0.0,-48.0,,,-4.7303,True
coef_calib_autosufficienthhin_TNC_TRANSIT_school,-1027.0,F,school,TNC_TRANSIT,autosufficienthh,120.0,0.0,-120.0,,-2,-1029.0,False
coef_calib_autosufficienthhin_TAXI_school,-999.0,F,school,TAXI,autosufficienthh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autosufficienthhin_TNC_SINGLE_school,-1031.0,F,school,TNC_SINGLE,autosufficienthh,155.0,0.0,-155.0,,-2,-1033.0,False
coef_calib_autosufficienthhin_TNC_SHARED_school,-1001.0,F,school,TNC_SHARED,autosufficienthh,4.0,0.0,-4.0,,,-1001.0,True
coef_calib_autosufficienthhin_SCH_BUS_school,-5.29090218,F,school,SCH_BUS,autosufficienthh,295.0,298.0,3.0,1.006711409395973,,-5.29090218,True
#coef_calib_zeroautohhindivtou_DRIVEALONE_atwork,-999.0,F,,,,,,,,,-999.0,True
coef_calib_zeroautohhindivtou_SHARED2_atwork,-45.0,F,atwork,SHARED2,zeroautohh,60.0,0.0,-60.0,,,-45.0,True
coef_calib_zeroautohhindivtou_SHARED3_atwork,-45.0,F,atwork,SHARED3,zeroautohh,40.0,0.0,-40.0,,,-45.0,True
coef_calib_zeroautohhindivtou_WALK_atwork,2.766937465,F,atwork,WALK,zeroautohh,4657.0,5313.0,656.0,12.347073216638433,0.13178518346856608,2.8987226484685658,False
coef_calib_zeroautohhindivtou_BIKE_atwork,-45.0,F,atwork,BIKE,zeroautohh,36.0,0.0,-36.0,,,-45.0,True
coef_calib_zeroautohhindivtou_WALK_TRANSIT_atwork,-42.15449275,F,atwork,WALK_TRANSIT,zeroautohh,76.0,29.0,-47.0,162.06896551724137,,-42.15449275,True
coef_calib_zeroautohhindivtou_PNR_TRANSIT_atwork,-999.0,F,atwork,PNR_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhindivtou_KNR_TRANSIT_atwork,-999.0,F,atwork,KNR_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhindivtou_TNC_TRANSIT_atwork,-999.0,F,atwork,TNC_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhindivtou_TAXI_atwork,-999.0,F,atwork,TAXI,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhindivtou_TNC_SINGLE_atwork,-999.0,F,atwork,TNC_SINGLE,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhindivtou_TNC_SHARED_atwork,-999.0,F,atwork,TNC_SHARED,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autodeficienthhind_SHARED2_atwork,-2.424228303,F,atwork,SHARED2,autodeficienthh,713.0,4645.0,3932.0,84.65016146393972,1.874065230833643,-0.5501630721663571,False
coef_calib_autodeficienthhind_SHARED3_atwork,-1.089369135,F,atwork,SHARED3,autodeficienthh,11653.0,1474.0,-10179.0,690.5698778833107,-2.0675838638239816,-3.1569529988239817,False
coef_calib_autodeficienthhind_WALK_atwork,-4.896696335,F,atwork,WALK,autodeficienthh,315.0,432.0,117.0,27.083333333333332,0.31585294941847725,-4.580843385581522,False
coef_calib_autodeficienthhind_BIKE_atwork,-14.7861067,F,atwork,BIKE,autodeficienthh,12.0,9.0,-3.0,33.33333333333333,,-14.7861067,True
coef_calib_autodeficienthhind_WALK_TRANSIT_atwork,-9.536775879,F,atwork,WALK_TRANSIT,autodeficienthh,12.0,0.0,-12.0,,,-9.536775879,True
coef_calib_autodeficienthhind_PNR_TRANSIT_atwork,-999.0,F,atwork,PNR_TRANSIT,autodeficienthh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autodeficienthhind_KNR_TRANSIT_atwork,-999.0,F,atwork,KNR_TRANSIT,autodeficienthh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autodeficienthhind_TNC_TRANSIT_atwork,-999.0,F,atwork,TNC_TRANSIT,autodeficienthh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autodeficienthhind_TAXI_atwork,-10.87852298,F,atwork,TAXI,autodeficienthh,4.0,0.0,-4.0,,,-10.87852298,True
coef_calib_autodeficienthhind_TNC_SINGLE_atwork,-10.87852298,F,atwork,TNC_SINGLE,autodeficienthh,28.0,0.0,-28.0,,,-10.87852298,True
coef_calib_autodeficienthhind_TNC_SHARED_atwork,-10.87852298,F,atwork,TNC_SHARED,autodeficienthh,16.0,0.0,-16.0,,,-10.87852298,True
coef_calib_autosufficienthhin_SHARED2_atwork,-1.70460029,F,atwork,SHARED2,autosufficienthh,6311.0,5337.0,-974.0,18.24995315720442,-0.16763044525029466,-1.8722307352502945,False
coef_calib_autosufficienthhin_SHARED3_atwork,-1.765085897,F,atwork,SHARED3,autosufficienthh,5737.0,6558.0,821.0,12.519060689234523,0.1337492528027224,-1.6313366441972776,False
coef_calib_autosufficienthhin_WALK_atwork,0.406698656,F,atwork,WALK,autosufficienthh,34271.0,34247.0,-24.0,0.07007913101877537,,0.406698656,True
coef_calib_autosufficienthhin_BIKE_atwork,-5.079673239,F,atwork,BIKE,autosufficienthh,7287.0,7306.0,19.0,0.26006022447303584,,-5.079673239,True
coef_calib_autosufficienthhin_WALK_TRANSIT_atwork,-7.968048166,F,atwork,WALK_TRANSIT,autosufficienthh,32.0,0.0,-32.0,,,-7.968048166,True
coef_calib_autosufficienthhin_PNR_TRANSIT_atwork,-999.0,F,atwork,PNR_TRANSIT,autosufficienthh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autosufficienthhin_KNR_TRANSIT_atwork,-999.0,F,atwork,KNR_TRANSIT,autosufficienthh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autosufficienthhin_TNC_TRANSIT_atwork,-999.0,F,atwork,TNC_TRANSIT,autosufficienthh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autosufficienthhin_TAXI_atwork,-9.130948946,F,atwork,TAXI,autosufficienthh,28.0,0.0,-28.0,,,-9.130948946,True
coef_calib_autosufficienthhin_TNC_SINGLE_atwork,-11.13094895,F,atwork,TNC_SINGLE,autosufficienthh,40.0,0.0,-40.0,,,-11.13094895,True
coef_calib_autosufficienthhin_TNC_SHARED_atwork,-11.13094895,F,atwork,TNC_SHARED,autosufficienthh,52.0,0.0,-52.0,,,-11.13094895,True
#coef_calib_zeroautohhindivtou_DRIVEALONE_maint,-0.272127,F,,,,,,,,,-0.272127,True
coef_calib_zeroautohhindivtou_SHARED2_maint,-0.385196604,F,maint,SHARED2,zeroautohh,2390.0,2665.0,275.0,10.318949343339586,0.10891069167438866,-0.27628591232561134,False
coef_calib_zeroautohhindivtou_SHARED3_maint,-0.796702109,F,maint,SHARED3,zeroautohh,1020.0,705.0,-315.0,44.680851063829785,-0.36936010346604814,-1.1660622124660482,False
coef_calib_zeroautohhindivtou_WALK_maint,1.166088997,F,maint,WALK,zeroautohh,12884.0,13198.0,314.0,2.3791483558114868,,1.166088997,True
coef_calib_zeroautohhindivtou_BIKE_maint,-0.340946416,F,maint,BIKE,zeroautohh,845.0,835.0,-10.0,1.1976047904191618,,-0.340946416,True
