coefficient_name,value,constrain,purpose,mode,auto_suff,model_counts,target_counts,difference,percent_diff,coef_change,new_value,converged
coef_calib_zeroautohhindivtou_WALK_TRANSIT_maint,4.167081139,F,maint,WALK_TRANSIT,zeroautohh,9602.0,9907.0,305.0,3.078631270818613,,4.167081139,True
coef_calib_zeroautohhindivtou_PNR_TRANSIT_maint,-999.0,F,maint,PNR_TRANSIT,zeroautohh,0.0,97.0,97.0,,,-999.0,True
coef_calib_zeroautohhindivtou_KNR_TRANSIT_maint,6.686633489,F,maint,KNR_TRANSIT,zeroautohh,1781.0,1866.0,85.0,4.555198285101822,,6.686633489,True
coef_calib_zeroautohhindivtou_TNC_TRANSIT_maint,-999.0,F,maint,TNC_TRANSIT,zeroautohh,0.0,33.0,33.0,,,-999.0,True
coef_calib_zeroautohhindivtou_TAXI_maint,1.445114228,F,maint,TAXI,zeroautohh,1797.0,1820.0,23.0,1.2637362637362637,,1.445114228,True
coef_calib_zeroautohhindivtou_TNC_SINGLE_maint,2.099195882,F,maint,TNC_SINGLE,zeroautohh,4339.0,4417.0,78.0,1.7659044600407519,,2.099195882,True
coef_calib_zeroautohhindivtou_TNC_SHARED_maint,-3.816828,F,maint,TNC_SHARED,zeroautohh,8.0,0.0,-8.0,,,-3.816828,True
coef_calib_zeroautohhindivtou_EBIKE_maint,-1.33053075,F,maint,EBIKE,zeroautohh,514.0,526.0,12.0,2.2813688212927756,,-1.33053075,True
coef_calib_zeroautohhindivtou_ESCOOTER_maint,2.424791618,F,maint,ESCOOTER,zeroautohh,303.0,310.0,7.0,2.258064516129032,,2.424791618,True
coef_calib_autodeficienthhind_SHARED2_maint,-0.311355052,F,maint,SHARED2,autodeficienthh,111857.0,111545.0,-312.0,0.2797077412703393,,-0.311355052,True
coef_calib_autodeficienthhind_SHARED3_maint,-0.204671675,F,maint,SHARED3,autodeficienthh,103239.0,103014.0,-225.0,0.2184169142058361,,-0.204671675,True
coef_calib_autodeficienthhind_WALK_maint,-1.518234578,F,maint,WALK,autodeficienthh,39175.0,39010.0,-165.0,0.4229684696231735,,-1.518234578,True
coef_calib_autodeficienthhind_BIKE_maint,-3.799951508,F,maint,BIKE,autodeficienthh,857.0,871.0,14.0,1.6073478760045925,,-3.799951508,True
coef_calib_autodeficienthhind_WALK_TRANSIT_maint,-1.918566588,F,maint,WALK_TRANSIT,autodeficienthh,6223.0,6181.0,-42.0,0.6795016987542469,,-1.918566588,True
coef_calib_autodeficienthhind_PNR_TRANSIT_maint,-1.168882388,F,maint,PNR_TRANSIT,autodeficienthh,1203.0,999.0,-204.0,20.42042042042042,-0.18581893732612534,-1.3547013253261255,False
coef_calib_autodeficienthhind_KNR_TRANSIT_maint,-0.423810529,F,maint,KNR_TRANSIT,autodeficienthh,3000.0,3202.0,202.0,6.308557151780138,0.06516332590641317,-0.35864720309358683,False
coef_calib_autodeficienthhind_TNC_TRANSIT_maint,-5.982186239,F,maint,TNC_TRANSIT,autodeficienthh,76.0,76.0,0.0,0.0,,-5.982186239,True
coef_calib_autodeficienthhind_TAXI_maint,-3.446873878,F,maint,TAXI,autodeficienthh,4789.0,4789.0,0.0,0.0,,-3.446873878,True
coef_calib_autodeficienthhind_TNC_SINGLE_maint,-4.459512541,F,maint,TNC_SINGLE,autodeficienthh,2016.0,2012.0,-4.0,0.19880715705765406,,-4.459512541,True
coef_calib_autodeficienthhind_TNC_SHARED_maint,-8.084063,F,maint,TNC_SHARED,autodeficienthh,20.0,0.0,-20.0,,,-8.084063,True
coef_calib_autodeficienthhind_EBIKE_maint,-7.716614941,F,maint,EBIKE,autodeficienthh,24.0,21.0,-3.0,14.285714285714285,,-7.716614941,True
coef_calib_autodeficienthhind_ESCOOTER_maint,-4.0,F,maint,ESCOOTER,autodeficienthh,60.0,0.0,-60.0,,,-4.0,True
coef_calib_autosufficienthhin_SHARED2_maint,-0.01294527,F,maint,SHARED2,autosufficienthh,287932.0,287574.0,-358.0,0.12448969656505804,,-0.01294527,True
coef_calib_autosufficienthhin_SHARED3_maint,0.474229063,F,maint,SHARED3,autosufficienthh,277347.0,276843.0,-504.0,0.182052643556095,,0.474229063,True
coef_calib_autosufficienthhin_WALK_maint,-1.48298439,F,maint,WALK,autosufficienthh,66088.0,65958.0,-130.0,0.19709512113769367,,-1.48298439,True
coef_calib_autosufficienthhin_BIKE_maint,-1.864829368,F,maint,BIKE,autosufficienthh,15159.0,15130.0,-29.0,0.19167217448777266,,-1.864829368,True
coef_calib_autosufficienthhin_WALK_TRANSIT_maint,-5.844480883,F,maint,WALK_TRANSIT,autosufficienthh,259.0,254.0,-5.0,1.968503937007874,,-5.844480883,True
coef_calib_autosufficienthhin_PNR_TRANSIT_maint,-4.894496758,F,maint,PNR_TRANSIT,autosufficienthh,163.0,157.0,-6.0,3.821656050955414,,-4.894496758,True
coef_calib_autosufficienthhin_KNR_TRANSIT_maint,-4.143755229,F,maint,KNR_TRANSIT,autosufficienthh,227.0,233.0,6.0,2.575107296137339,,-4.143755229,True
coef_calib_autosufficienthhin_TNC_TRANSIT_maint,-8.81036,F,maint,TNC_TRANSIT,autosufficienthh,44.0,0.0,-44.0,,,-8.81036,True
coef_calib_autosufficienthhin_TAXI_maint,-7.779982,F,maint,TAXI,autosufficienthh,44.0,0.0,-44.0,,,-7.779982,True
coef_calib_autosufficienthhin_TNC_SINGLE_maint,-6.366232767,F,maint,TNC_SINGLE,autosufficienthh,1482.0,1481.0,-1.0,0.0675219446320054,,-6.366232767,True
coef_calib_autosufficienthhin_TNC_SHARED_maint,-9.779982,F,maint,TNC_SHARED,autosufficienthh,40.0,0.0,-40.0,,,-9.779982,True
coef_calib_autosufficienthhin_EBIKE_maint,-4.502828856,F,maint,EBIKE,autosufficienthh,1263.0,1262.0,-1.0,0.07923930269413629,,-4.502828856,True
coef_calib_autosufficienthhin_ESCOOTER_maint,-4.0,F,maint,ESCOOTER,autosufficienthh,40.0,0.0,-40.0,,,-4.0,True
#coef_calib_zeroautohhindivtou_DRIVEALONE_disc,-1.878657,F,,,,,,,,,-1.878657,True
coef_calib_zeroautohhindivtou_SHARED2_disc,0.744825545,F,disc,SHARED2,zeroautohh,1896.0,2400.0,504.0,21.0,0.23572233352106994,0.98054787852107,False
coef_calib_zeroautohhindivtou_SHARED3_disc,0.831183374,F,disc,SHARED3,zeroautohh,1131.0,288.0,-843.0,292.70833333333337,-1.3678969959801746,-0.5367136219801746,False
coef_calib_zeroautohhindivtou_WALK_disc,2.148524876,F,disc,WALK,zeroautohh,13478.0,14080.0,602.0,4.275568181818182,,2.148524876,True
coef_calib_zeroautohhindivtou_BIKE_disc,-0.496234052,F,disc,BIKE,zeroautohh,327.0,336.0,9.0,2.6785714285714284,,-0.496234052,True
coef_calib_zeroautohhindivtou_WALK_TRANSIT_disc,7.464200805,F,disc,WALK_TRANSIT,zeroautohh,9394.0,9827.0,433.0,4.406227739900275,,7.464200805,True
coef_calib_zeroautohhindivtou_PNR_TRANSIT_disc,-999.0,F,disc,PNR_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhindivtou_KNR_TRANSIT_disc,6.666434935,F,disc,KNR_TRANSIT,zeroautohh,227.0,268.0,41.0,15.298507462686567,,6.666434935,True
coef_calib_zeroautohhindivtou_TNC_TRANSIT_disc,-999.0,F,disc,TNC_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhindivtou_TAXI_disc,-2.637451,F,disc,TAXI,zeroautohh,8.0,0.0,-8.0,,,-2.637451,True
coef_calib_zeroautohhindivtou_TNC_SINGLE_disc,1.061802116,F,disc,TNC_SINGLE,zeroautohh,327.0,353.0,26.0,7.365439093484419,,1.061802116,True
coef_calib_zeroautohhindivtou_TNC_SHARED_disc,-2.637451,F,disc,TNC_SHARED,zeroautohh,0.0,0.0,0.0,0,,-2.637451,True
coef_calib_zeroautohhindivtou_EBIKE_disc,-1.127440499,F,disc,EBIKE,zeroautohh,80.0,87.0,7.0,8.045977011494253,,-1.127440499,True
coef_calib_zeroautohhindivtou_ESCOOTER_disc,1.897551787,F,disc,ESCOOTER,zeroautohh,163.0,166.0,3.0,1.8072289156626504,,1.897551787,True
coef_calib_autodeficienthhind_SHARED2_disc,-0.167886293,F,disc,SHARED2,autodeficienthh,55406.0,55575.0,169.0,0.30409356725146197,,-0.167886293,True
coef_calib_autodeficienthhind_SHARED3_disc,0.23303533,F,disc,SHARED3,autodeficienthh,39554.0,39230.0,-324.0,0.8258985470303339,,0.23303533,True
coef_calib_autodeficienthhind_WALK_disc,-1.577544488,F,disc,WALK,autodeficienthh,27438.0,27316.0,-122.0,0.4466246888270611,,-1.577544488,True
coef_calib_autodeficienthhind_BIKE_disc,-2.037126579,F,disc,BIKE,autodeficienthh,7410.0,7367.0,-43.0,0.583683996199267,,-2.037126579,True
coef_calib_autodeficienthhind_WALK_TRANSIT_disc,-2.689047128,F,disc,WALK_TRANSIT,autodeficienthh,1466.0,1503.0,37.0,2.4617431803060548,,-2.689047128,True
coef_calib_autodeficienthhind_PNR_TRANSIT_disc,-4.013662,F,disc,PNR_TRANSIT,autodeficienthh,28.0,0.0,-28.0,,,-4.013662,True
coef_calib_autodeficienthhind_KNR_TRANSIT_disc,-3.286034659,F,disc,KNR_TRANSIT,autodeficienthh,40.0,35.0,-5.0,14.285714285714285,,-3.286034659,True
coef_calib_autodeficienthhind_TNC_TRANSIT_disc,-999.0,F,disc,TNC_TRANSIT,autodeficienthh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autodeficienthhind_TAXI_disc,-6.658369,F,disc,TAXI,autodeficienthh,0.0,0.0,0.0,0,,-6.658369,True
coef_calib_autodeficienthhind_TNC_SINGLE_disc,-3.328614355,F,disc,TNC_SINGLE,autodeficienthh,1737.0,1744.0,7.0,0.40137614678899086,,-3.328614355,True
coef_calib_autodeficienthhind_TNC_SHARED_disc,-6.658369,F,disc,TNC_SHARED,autodeficienthh,24.0,0.0,-24.0,,,-6.658369,True
coef_calib_autodeficienthhind_EBIKE_disc,-2.649758024,F,disc,EBIKE,autodeficienthh,765.0,796.0,31.0,3.8944723618090453,,-2.649758024,True
coef_calib_autodeficienthhind_ESCOOTER_disc,-1.233972098,F,disc,ESCOOTER,autodeficienthh,398.0,338.0,-60.0,17.75147928994083,,-1.233972098,True
coef_calib_autosufficienthhin_SHARED2_disc,-0.454190295,F,disc,SHARED2,autosufficienthh,74761.0,75208.0,447.0,0.5943516647165195,,-0.454190295,True
coef_calib_autosufficienthhin_SHARED3_disc,0.357193014,F,disc,SHARED3,autosufficienthh,93578.0,93224.0,-354.0,0.37973054149146146,,0.357193014,True
coef_calib_autosufficienthhin_WALK_disc,-0.219796306,F,disc,WALK,autosufficienthh,142534.0,142401.0,-133.0,0.09339822051811435,,-0.219796306,True
coef_calib_autosufficienthhin_BIKE_disc,-2.923757319,F,disc,BIKE,autosufficienthh,4562.0,4597.0,35.0,0.7613661083315205,,-2.923757319,True
coef_calib_autosufficienthhin_WALK_TRANSIT_disc,-3.004686125,F,disc,WALK_TRANSIT,autosufficienthh,2649.0,2653.0,4.0,0.15077271013946475,,-3.004686125,True
coef_calib_autosufficienthhin_PNR_TRANSIT_disc,-3.891756948,F,disc,PNR_TRANSIT,autosufficienthh,147.0,142.0,-5.0,3.5211267605633805,,-3.891756948,True
coef_calib_autosufficienthhin_KNR_TRANSIT_disc,-3.341971438,F,disc,KNR_TRANSIT,autosufficienthh,92.0,97.0,5.0,5.154639175257731,,-3.341971438,True
coef_calib_autosufficienthhin_TNC_TRANSIT_disc,-8.897372,F,disc,TNC_TRANSIT,autosufficienthh,24.0,0.0,-24.0,,,-8.897372,True
coef_calib_autosufficienthhin_TAXI_disc,-7.985417,F,disc,TAXI,autosufficienthh,0.0,0.0,0.0,0,,-7.985417,True
coef_calib_autosufficienthhin_TNC_SINGLE_disc,-5.408205121,F,disc,TNC_SINGLE,autosufficienthh,741.0,720.0,-21.0,2.9166666666666665,,-5.408205121,True
coef_calib_autosufficienthhin_TNC_SHARED_disc,-7.985417,F,disc,TNC_SHARED,autosufficienthh,28.0,0.0,-28.0,,,-7.985417,True
coef_calib_autosufficienthhin_EBIKE_disc,-4.669931526,F,disc,EBIKE,autosufficienthh,315.0,343.0,28.0,8.16326530612245,,-4.669931526,True
coef_calib_autosufficienthhin_ESCOOTER_disc,-3.065820784,F,disc,ESCOOTER,autosufficienthh,139.0,94.0,-45.0,47.87234042553192,,-3.065820784,True
#coef_calib_zeroautohhjointtou_DRIVEALONE_maint,-999.0,F,,,,,,,,,-999.0,True
#coef_calib_zeroautohhjointtou_SHARED2_maint,8.507773009,F,,,,,,,,,8.507773009,True
coef_calib_zeroautohhjointtou_SHARED3_maint,-33.0,F,maint,SHARED3,zeroautohh,135.0,0.0,-135.0,,-2,-35.0,False
coef_calib_zeroautohhjointtou_WALK_maint,-21.0,F,maint,WALK,zeroautohh,1307.0,576.0,-731.0,126.90972222222223,-0.8193820529283308,-21.81938205292833,False
coef_calib_zeroautohhjointtou_BIKE_maint,-999.0,F,maint,BIKE,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhjointtou_WALK_TRANSIT_maint,-28.0,F,maint,WALK_TRANSIT,zeroautohh,92.0,0.0,-92.0,,,-28.0,True
coef_calib_zeroautohhjointtou_PNR_TRANSIT_maint,-999.0,F,maint,PNR_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhjointtou_KNR_TRANSIT_maint,-23.0,F,maint,KNR_TRANSIT,zeroautohh,120.0,0.0,-120.0,,-2,-25.0,False
coef_calib_zeroautohhjointtou_TNC_TRANSIT_maint,-999.0,F,maint,TNC_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhjointtou_TAXI_maint,-999.0502454,F,maint,TAXI,zeroautohh,0.0,0.0,0.0,0,,-999.0502454,True
coef_calib_zeroautohhjointtou_TNC_SINGLE_maint,-999.0502454,F,maint,TNC_SINGLE,zeroautohh,0.0,0.0,0.0,0,,-999.0502454,True
coef_calib_zeroautohhjointtou_TNC_SHARED_maint,-999.0502454,F,maint,TNC_SHARED,zeroautohh,0.0,0.0,0.0,0,,-999.0502454,True
coef_calib_zeroautohhjointtou_EBIKE_maint,-29.0,F,maint,EBIKE,zeroautohh,231.0,0.0,-231.0,,-2,-31.0,False
coef_calib_zeroautohhjointtou_ESCOOTER_maint,-27.0,F,maint,ESCOOTER,zeroautohh,167.0,0.0,-167.0,,-2,-29.0,False
#coef_calib_autodeficienthhjoi_SHARED2_maint,15.5330624,F,,,,,,,,,15.5330624,True
coef_calib_autodeficienthhjoi_SHARED3_maint,-30.0,F,maint,SHARED3,autodeficienthh,27785.0,43340.0,15555.0,35.89063221042916,0.4445796893763284,-29.55542031062367,False
coef_calib_autodeficienthhjoi_WALK_maint,-30.0,F,maint,WALK,autodeficienthh,22996.0,10125.0,-12871.0,127.12098765432098,-0.8203126747684416,-30.82031267476844,False
coef_calib_autodeficienthhjoi_BIKE_maint,-967.0,F,maint,BIKE,autodeficienthh,0.0,777.0,777.0,,2,-965.0,False
coef_calib_autodeficienthhjoi_WALK_TRANSIT_maint,-31.04873217,F,maint,WALK_TRANSIT,autodeficienthh,5916.0,42.0,-5874.0,13985.714285714286,-4.947746205547322,-35.996478375547326,False
coef_calib_autodeficienthhjoi_PNR_TRANSIT_maint,-29.90392356,F,maint,PNR_TRANSIT,autodeficienthh,406.0,0.0,-406.0,,-2,-31.90392356,False
coef_calib_autodeficienthhjoi_KNR_TRANSIT_maint,-28.88159968,F,maint,KNR_TRANSIT,autodeficienthh,5637.0,0.0,-5637.0,,-2,-30.88159968,False
coef_calib_autodeficienthhjoi_TNC_TRANSIT_maint,-999.0,F,maint,TNC_TRANSIT,autodeficienthh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autodeficienthhjoi_TAXI_maint,-30.97066616,F,maint,TAXI,autodeficienthh,20287.0,0.0,-20287.0,,-2,-32.97066616,False
coef_calib_autodeficienthhjoi_TNC_SINGLE_maint,-32.97066616,F,maint,TNC_SINGLE,autodeficienthh,725.0,0.0,-725.0,,-2,-34.97066616,False
coef_calib_autodeficienthhjoi_TNC_SHARED_maint,-32.97066616,F,maint,TNC_SHARED,autodeficienthh,3000.0,0.0,-3000.0,,-2,-34.97066616,False
coef_calib_autodeficienthhjoi_EBIKE_maint,-28.38857593,F,maint,EBIKE,autodeficienthh,2928.0,45.0,-2883.0,6406.666666666666,-4.175412385310882,-32.56398831531088,False
coef_calib_autodeficienthhjoi_ESCOOTER_maint,-26.0,F,maint,ESCOOTER,autodeficienthh,3108.0,0.0,-3108.0,,-2,-28.0,False
#coef_calib_autosufficienthhjo_SHARED2_maint,4.253195896,F,,,,,,,,,4.253195896,True
coef_calib_autosufficienthhjo_SHARED3_maint,-13.0,F,maint,SHARED3,autosufficienthh,61211.0,48150.0,-13061.0,27.12564901349948,-0.24000577368519732,-13.240005773685198,False
coef_calib_autosufficienthhjo_WALK_maint,-12.0,F,maint,WALK,autosufficienthh,49665.0,42784.0,-6881.0,16.083115183246075,-0.14913625874778663,-12.149136258747786,False
coef_calib_autosufficienthhjo_BIKE_maint,-10.78060041,F,maint,BIKE,autosufficienthh,17932.0,1988.0,-15944.0,802.0120724346077,-2.199457718058811,-12.980058128058811,False
coef_calib_autosufficienthhjo_WALK_TRANSIT_maint,-16.27274185,F,maint,WALK_TRANSIT,autosufficienthh,327.0,0.0,-327.0,,-2,-18.27274185,False
coef_calib_autosufficienthhjo_PNR_TRANSIT_maint,-14.77467449,F,maint,PNR_TRANSIT,autosufficienthh,665.0,0.0,-665.0,,-2,-16.774674490000002,False
coef_calib_autosufficienthhjo_KNR_TRANSIT_maint,-14.58383844,F,maint,KNR_TRANSIT,autosufficienthh,147.0,0.0,-147.0,,-2,-16.58383844,False
coef_calib_autosufficienthhjo_TNC_TRANSIT_maint,-999.0,F,maint,TNC_TRANSIT,autosufficienthh,315.0,0.0,-315.0,,-2,-1001.0,False
coef_calib_autosufficienthhjo_TAXI_maint,-19.31393156,F,maint,TAXI,autosufficienthh,56.0,0.0,-56.0,,,-19.31393156,True
coef_calib_autosufficienthhjo_TNC_SINGLE_maint,-19.31393156,F,maint,TNC_SINGLE,autosufficienthh,179.0,0.0,-179.0,,-2,-21.31393156,False
coef_calib_autosufficienthhjo_TNC_SHARED_maint,-19.31393156,F,maint,TNC_SHARED,autosufficienthh,578.0,0.0,-578.0,,-2,-21.31393156,False
coef_calib_autosufficienthhjo_EBIKE_maint,-7.518757333,F,maint,EBIKE,autosufficienthh,10402.0,4130.0,-6272.0,151.864406779661,-0.9237206883779393,-8.442478021377939,False
coef_calib_autosufficienthhjo_ESCOOTER_maint,-8.0,F,maint,ESCOOTER,autosufficienthh,263.0,0.0,-263.0,,-2,-10.0,False
#coef_calib_zeroautohhjointtou_DRIVEALONE_disc,-999.0,F,,,,,,,,,-999.0,True
#coef_calib_zeroautohhjointtou_SHARED2_disc,8.507773009,F,,,,,,,,,8.507773009,True
coef_calib_zeroautohhjointtou_SHARED3_disc,-38.24625539,F,disc,SHARED3,zeroautohh,135.0,0.0,-135.0,,-2,-40.24625539,False
coef_calib_zeroautohhjointtou_WALK_disc,-35.0,F,disc,WALK,zeroautohh,1307.0,576.0,-731.0,126.90972222222223,-0.8193820529283308,-35.81938205292833,False
coef_calib_zeroautohhjointtou_BIKE_disc,-999.0,F,disc,BIKE,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhjointtou_WALK_TRANSIT_disc,-40.87568752,F,disc,WALK_TRANSIT,zeroautohh,92.0,0.0,-92.0,,,-40.87568752,True
coef_calib_zeroautohhjointtou_PNR_TRANSIT_disc,-999.0,F,disc,PNR_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhjointtou_KNR_TRANSIT_disc,-27.84999945,F,disc,KNR_TRANSIT,zeroautohh,120.0,0.0,-120.0,,-2,-29.84999945,False
coef_calib_zeroautohhjointtou_TNC_TRANSIT_disc,-999.0,F,disc,TNC_TRANSIT,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhjointtou_TAXI_disc,-999.0,F,disc,TAXI,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhjointtou_TNC_SINGLE_disc,-999.0,F,disc,TNC_SINGLE,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhjointtou_TNC_SHARED_disc,-999.0,F,disc,TNC_SHARED,zeroautohh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_zeroautohhjointtou_EBIKE_disc,-29.0,F,disc,EBIKE,zeroautohh,231.0,0.0,-231.0,,-2,-31.0,False
coef_calib_zeroautohhjointtou_ESCOOTER_disc,-27.0,F,disc,ESCOOTER,zeroautohh,167.0,0.0,-167.0,,-2,-29.0,False
#coef_calib_autodeficienthhjoi_SHARED2_disc,10.5330624,F,,,,,,,,,10.5330624,True
coef_calib_autodeficienthhjoi_SHARED3_disc,-30.0,F,disc,SHARED3,autodeficienthh,27785.0,43340.0,15555.0,35.89063221042916,0.4445796893763284,-29.55542031062367,False
coef_calib_autodeficienthhjoi_WALK_disc,-30.0,F,disc,WALK,autodeficienthh,22996.0,10125.0,-12871.0,127.12098765432098,-0.8203126747684416,-30.82031267476844,False
coef_calib_autodeficienthhjoi_BIKE_disc,-967.0,F,disc,BIKE,autodeficienthh,0.0,777.0,777.0,,2,-965.0,False
coef_calib_autodeficienthhjoi_WALK_TRANSIT_disc,-27.94370067,F,disc,WALK_TRANSIT,autodeficienthh,5916.0,42.0,-5874.0,13985.714285714286,-4.947746205547322,-32.89144687554732,False
coef_calib_autodeficienthhjoi_PNR_TRANSIT_disc,-27.1684399,F,disc,PNR_TRANSIT,autodeficienthh,406.0,0.0,-406.0,,-2,-29.1684399,False
coef_calib_autodeficienthhjoi_KNR_TRANSIT_disc,-25.12678499,F,disc,KNR_TRANSIT,autodeficienthh,5637.0,0.0,-5637.0,,-2,-27.12678499,False
coef_calib_autodeficienthhjoi_TNC_TRANSIT_disc,-999.0,F,disc,TNC_TRANSIT,autodeficienthh,0.0,0.0,0.0,0,,-999.0,True
coef_calib_autodeficienthhjoi_TAXI_disc,-28.71598351,F,disc,TAXI,autodeficienthh,20287.0,0.0,-20287.0,,-2,-30.71598351,False
coef_calib_autodeficienthhjoi_TNC_SINGLE_disc,-30.71598351,F,disc,TNC_SINGLE,autodeficienthh,725.0,0.0,-725.0,,-2,-32.71598351,False
coef_calib_autodeficienthhjoi_TNC_SHARED_disc,-30.71598351,F,disc,TNC_SHARED,autodeficienthh,3000.0,0.0,-3000.0,,-2,-32.71598351,False
coef_calib_autodeficienthhjoi_EBIKE_disc,-28.38857593,F,disc,EBIKE,autodeficienthh,2928.0,45.0,-2883.0,6406.666666666666,-4.175412385310882,-32.56398831531088,False
coef_calib_autodeficienthhjoi_ESCOOTER_disc,-26.0,F,disc,ESCOOTER,autodeficienthh,3108.0,0.0,-3108.0,,-2,-28.0,False
#coef_calib_autosufficienthhjo_SHARED2_disc,4.253195896,F,,,,,,,,,4.253195896,True
coef_calib_autosufficienthhjo_SHARED3_disc,-11.0,F,disc,SHARED3,autosufficienthh,61211.0,48150.0,-13061.0,27.12564901349948,-0.24000577368519732,-11.240005773685198,False
coef_calib_autosufficienthhjo_WALK_disc,-10.0,F,disc,WALK,autosufficienthh,49665.0,42784.0,-6881.0,16.083115183246075,-0.14913625874778663,-10.149136258747786,False
coef_calib_autosufficienthhjo_BIKE_disc,-10.58590174,F,disc,BIKE,autosufficienthh,17932.0,1988.0,-15944.0,802.0120724346077,-2.199457718058811,-12.785359458058812,False
coef_calib_autosufficienthhjo_WALK_TRANSIT_disc,-14.918341,F,disc,WALK_TRANSIT,autosufficienthh,327.0,0.0,-327.0,,-2,-16.918340999999998,False
coef_calib_autosufficienthhjo_PNR_TRANSIT_disc,-11.46037795,F,disc,PNR_TRANSIT,autosufficienthh,665.0,0.0,-665.0,,-2,-13.46037795,False
coef_calib_autosufficienthhjo_KNR_TRANSIT_disc,-20.31188559,F,disc,KNR_TRANSIT,autosufficienthh,147.0,0.0,-147.0,,-2,-22.31188559,False
coef_calib_autosufficienthhjo_TNC_TRANSIT_disc,-15.31188559,F,disc,TNC_TRANSIT,autosufficienthh,315.0,0.0,-315.0,,-2,-17.31188559,False
coef_calib_autosufficienthhjo_TAXI_disc,-16.0336306,F,disc,TAXI,autosufficienthh,56.0,0.0,-56.0,,,-16.0336306,True
coef_calib_autosufficienthhjo_TNC_SINGLE_disc,-16.0336306,F,disc,TNC_SINGLE,autosufficienthh,179.0,0.0,-179.0,,-2,-18.0336306,False
coef_calib_autosufficienthhjo_TNC_SHARED_disc,-16.0336306,F,disc,TNC_SHARED,autosufficienthh,578.0,0.0,-578.0,,-2,-18.0336306,False
coef_calib_autosufficienthhjo_EBIKE_disc,-7.518757333,F,disc,EBIKE,autosufficienthh,10402.0,4130.0,-6272.0,151.864406779661,-0.9237206883779393,-8.442478021377939,False
coef_calib_autosufficienthhjo_ESCOOTER_disc,-8.0,F,disc,ESCOOTER,autosufficienthh,263.0,0.0,-263.0,,-2,-10.0,False
coef_calib_zeroautohhindivtou_ESCOOTER_work,0.0,F,work,ESCOOTER,zeroautohh,88.0,0.0,-88.0,,,0.0,True
coef_calib_zeroautohhindivtou_EBIKE_work,-4.0,F,work,EBIKE,zeroautohh,44.0,0.0,-44.0,,,-4.0,True
coef_calib_zeroautohhindivtou_ESCOOTER_univ,-2.0,F,univ,ESCOOTER,zeroautohh,40.0,0.0,-40.0,,,-2.0,True
coef_calib_zeroautohhindivtou_EBIKE_univ,-6.0,F,univ,EBIKE,zeroautohh,4.0,0.0,-4.0,,,-6.0,True
coef_calib_zeroautohhindivtou_ESCOOTER_school,0.0,F,school,ESCOOTER,zeroautohh,16.0,0.0,-16.0,,,0.0,True
coef_calib_zeroautohhindivtou_EBIKE_school,0.0,F,school,EBIKE,zeroautohh,16.0,0.0,-16.0,,,0.0,True
coef_calib_zeroautohhindivtou_ESCOOTER_atwork,-25.0,F,atwork,ESCOOTER,zeroautohh,0.0,0.0,0.0,0,,-25.0,True
coef_calib_zeroautohhindivtou_EBIKE_atwork,-25.0,F,atwork,EBIKE,zeroautohh,56.0,0.0,-56.0,,,-25.0,True
coef_calib_autodeficienthhind_ESCOOTER_work,-2.0,F,work,ESCOOTER,autodeficienthh,76.0,0.0,-76.0,,,-2.0,True
coef_calib_autodeficienthhind_EBIKE_work,-6.0,F,work,EBIKE,autodeficienthh,56.0,0.0,-56.0,,,-6.0,True
coef_calib_autodeficienthhind_ESCOOTER_univ,0.0,F,univ,ESCOOTER,autodeficienthh,8.0,0.0,-8.0,,,0.0,True
coef_calib_autodeficienthhind_EBIKE_univ,-4.0,F,univ,EBIKE,autodeficienthh,32.0,0.0,-32.0,,,-4.0,True
coef_calib_autodeficienthhind_ESCOOTER_school,0.0,F,school,ESCOOTER,autodeficienthh,0.0,0.0,0.0,0,,0.0,True
coef_calib_autodeficienthhind_EBIKE_school,-2.0,F,school,EBIKE,autodeficienthh,12.0,0.0,-12.0,,,-2.0,True
coef_calib_autodeficienthhind_ESCOOTER_atwork,-4.0,F,atwork,ESCOOTER,autodeficienthh,20.0,0.0,-20.0,,,-4.0,True
coef_calib_autodeficienthhind_EBIKE_atwork,-8.0,F,atwork,EBIKE,autodeficienthh,36.0,0.0,-36.0,,,-8.0,True
coef_calib_autosufficienthhin_ESCOOTER_work,-4.0,F,work,ESCOOTER,autosufficienthh,16.0,0.0,-16.0,,,-4.0,True
