distbin,purpose,freq
32,9: Work-based,5.078125
33,9: Work-based,49.84626
34,9: Work-based,17.95904
35,9: Work-based,0
36,9: Work-based,13.05294
37,9: Work-based,65.0568
38,9: Work-based,208.55625
39,9: Work-based,14.63668
4,9: Work-based,13692.47763
40,9: Work-based,0
41,9: Work-based,822.3545242
5,9: Work-based,10273.61616
6,9: Work-based,4532.060333
7,9: Work-based,3710.015069
8,9: Work-based,7306.569881
9,9: Work-based,1314.100646
1,Total,414444.3779
10,Total,41176.04108
11,Total,31466.3009
12,Total,36024.44291
13,Total,22482.38718
14,Total,17906.97775
15,Total,20610.65479
16,Total,17226.85259
17,Total,14720.00616
18,Total,16394.57339
19,Total,9551.801316
2,Total,368353.867
20,Total,5402.124779
21,Total,11098.63901
22,Total,7119.234736
23,Total,4791.700327
24,Total,8175.259217
25,Total,2754.761264
26,Total,2574.886864
27,Total,3621.690123
28,Total,3940.387597
29,Total,2412.21629
3,Total,242804.894
30,Total,1471.370679
31,Total,2285.855549
32,Total,2433.379228
33,Total,1272.650517
34,Total,601.0001159
35,Total,851.8835705
36,Total,435.9379486
37,Total,236.7574233
38,Total,881.0631519
39,Total,135.271525
4,Total,163444.3388
40,Total,111.2968887
41,Total,9200.375257
5,Total,115531.2413
6,Total,105149.0794
7,Total,68979.02231
8,Total,52340.28396
9,Total,47793.22575
