trip_mode,tour_mode,purpose,value
05: Bike,08: KNR to Transit,7: Joint Maintenance,0
06: Walk to Transit,08: KNR to Transit,7: Joint Maintenance,0
07: PNR to Transit,08: KNR to Transit,7: Joint Maintenance,0
08: KNR to Transit,08: KNR to Transit,7: Joint Maintenance,0
09: TNC to Transit,08: KNR to Transit,7: Joint Maintenance,0
01: SOV,13: School Bus,7: Joint Maintenance,0
02: Shared Ride 2,13: School Bus,7: Joint Maintenance,0
03: Shared Ride 3+,13: School Bus,7: Joint Maintenance,0
04: Walk,13: School Bus,7: Joint Maintenance,0
05: Bike,13: School Bus,7: Joint Maintenance,0
06: Walk to Transit,13: School Bus,7: Joint Maintenance,0
07: PNR to Transit,13: School Bus,7: Joint Maintenance,0
08: KNR to Transit,13: School Bus,7: Joint Maintenance,0
09: TNC to Transit,13: School Bus,7: Joint Maintenance,0
01: SOV,Total,7: Joint Maintenance,0
02: Shared Ride 2,Total,7: Joint Maintenance,191835
03: Shared Ride 3+,Total,7: Joint Maintenance,73923
04: Walk,Total,7: Joint Maintenance,11068
05: Bike,Total,7: Joint Maintenance,208
06: Walk to Transit,Total,7: Joint Maintenance,4172
07: PNR to Transit,Total,7: Joint Maintenance,0
08: KNR to Transit,Total,7: Joint Maintenance,0
09: TNC to Transit,Total,7: Joint Maintenance,0
01: SOV,01: SOV,8: Joint Discretionary,0
02: Shared Ride 2,01: SOV,8: Joint Discretionary,0
03: Shared Ride 3+,01: SOV,8: Joint Discretionary,0
04: Walk,01: SOV,8: Joint Discretionary,0
05: Bike,01: SOV,8: Joint Discretionary,0
06: Walk to Transit,01: SOV,8: Joint Discretionary,0
07: PNR to Transit,01: SOV,8: Joint Discretionary,0
08: KNR to Transit,01: SOV,8: Joint Discretionary,0
09: TNC to Transit,01: SOV,8: Joint Discretionary,0
01: SOV,02: Shared Ride 2,8: Joint Discretionary,0
02: Shared Ride 2,02: Shared Ride 2,8: Joint Discretionary,116911
03: Shared Ride 3+,02: Shared Ride 2,8: Joint Discretionary,0
04: Walk,02: Shared Ride 2,8: Joint Discretionary,2368
05: Bike,02: Shared Ride 2,8: Joint Discretionary,0
06: Walk to Transit,02: Shared Ride 2,8: Joint Discretionary,0
07: PNR to Transit,02: Shared Ride 2,8: Joint Discretionary,0
08: KNR to Transit,02: Shared Ride 2,8: Joint Discretionary,0
09: TNC to Transit,02: Shared Ride 2,8: Joint Discretionary,0
01: SOV,03: Shared Ride 3+,8: Joint Discretionary,80
02: Shared Ride 2,03: Shared Ride 3+,8: Joint Discretionary,2931
03: Shared Ride 3+,03: Shared Ride 3+,8: Joint Discretionary,71200
04: Walk,03: Shared Ride 3+,8: Joint Discretionary,1030
05: Bike,03: Shared Ride 3+,8: Joint Discretionary,0
06: Walk to Transit,03: Shared Ride 3+,8: Joint Discretionary,0
07: PNR to Transit,03: Shared Ride 3+,8: Joint Discretionary,0
08: KNR to Transit,03: Shared Ride 3+,8: Joint Discretionary,0
09: TNC to Transit,03: Shared Ride 3+,8: Joint Discretionary,0
01: SOV,04: Walk,8: Joint Discretionary,0
02: Shared Ride 2,04: Walk,8: Joint Discretionary,0
03: Shared Ride 3+,04: Walk,8: Joint Discretionary,0
04: Walk,04: Walk,8: Joint Discretionary,25324
05: Bike,04: Walk,8: Joint Discretionary,0
06: Walk to Transit,04: Walk,8: Joint Discretionary,0
07: PNR to Transit,04: Walk,8: Joint Discretionary,0
08: KNR to Transit,04: Walk,8: Joint Discretionary,0
09: TNC to Transit,04: Walk,8: Joint Discretionary,0
01: SOV,05: Bike,8: Joint Discretionary,0
02: Shared Ride 2,05: Bike,8: Joint Discretionary,10
03: Shared Ride 3+,05: Bike,8: Joint Discretionary,8
04: Walk,05: Bike,8: Joint Discretionary,0
05: Bike,05: Bike,8: Joint Discretionary,49
06: Walk to Transit,05: Bike,8: Joint Discretionary,0
07: PNR to Transit,05: Bike,8: Joint Discretionary,0
08: KNR to Transit,05: Bike,8: Joint Discretionary,0
09: TNC to Transit,05: Bike,8: Joint Discretionary,0
01: SOV,06: Walk to Transit,8: Joint Discretionary,0
02: Shared Ride 2,06: Walk to Transit,8: Joint Discretionary,0
03: Shared Ride 3+,06: Walk to Transit,8: Joint Discretionary,0
04: Walk,06: Walk to Transit,8: Joint Discretionary,0
05: Bike,06: Walk to Transit,8: Joint Discretionary,0
06: Walk to Transit,06: Walk to Transit,8: Joint Discretionary,0
07: PNR to Transit,06: Walk to Transit,8: Joint Discretionary,0
08: KNR to Transit,06: Walk to Transit,8: Joint Discretionary,0
09: TNC to Transit,06: Walk to Transit,8: Joint Discretionary,0
01: SOV,07: PNR to Transit,8: Joint Discretionary,0
02: Shared Ride 2,07: PNR to Transit,8: Joint Discretionary,0
03: Shared Ride 3+,07: PNR to Transit,8: Joint Discretionary,0
04: Walk,07: PNR to Transit,8: Joint Discretionary,0
05: Bike,07: PNR to Transit,8: Joint Discretionary,0
06: Walk to Transit,07: PNR to Transit,8: Joint Discretionary,0
07: PNR to Transit,07: PNR to Transit,8: Joint Discretionary,0
08: KNR to Transit,07: PNR to Transit,8: Joint Discretionary,0
09: TNC to Transit,07: PNR to Transit,8: Joint Discretionary,0
01: SOV,08: KNR to Transit,8: Joint Discretionary,0
02: Shared Ride 2,08: KNR to Transit,8: Joint Discretionary,0
03: Shared Ride 3+,08: KNR to Transit,8: Joint Discretionary,0
04: Walk,08: KNR to Transit,8: Joint Discretionary,0
05: Bike,08: KNR to Transit,8: Joint Discretionary,0
06: Walk to Transit,08: KNR to Transit,8: Joint Discretionary,0
07: PNR to Transit,08: KNR to Transit,8: Joint Discretionary,0
08: KNR to Transit,08: KNR to Transit,8: Joint Discretionary,0
09: TNC to Transit,08: KNR to Transit,8: Joint Discretionary,0
01: SOV,13: School Bus,8: Joint Discretionary,0
02: Shared Ride 2,13: School Bus,8: Joint Discretionary,0
03: Shared Ride 3+,13: School Bus,8: Joint Discretionary,0
04: Walk,13: School Bus,8: Joint Discretionary,0
05: Bike,13: School Bus,8: Joint Discretionary,0
06: Walk to Transit,13: School Bus,8: Joint Discretionary,0
07: PNR to Transit,13: School Bus,8: Joint Discretionary,0
08: KNR to Transit,13: School Bus,8: Joint Discretionary,0
09: TNC to Transit,13: School Bus,8: Joint Discretionary,0
01: SOV,Total,8: Joint Discretionary,80
02: Shared Ride 2,Total,8: Joint Discretionary,119852
03: Shared Ride 3+,Total,8: Joint Discretionary,71208
04: Walk,Total,8: Joint Discretionary,28722
05: Bike,Total,8: Joint Discretionary,49
06: Walk to Transit,Total,8: Joint Discretionary,0
07: PNR to Transit,Total,8: Joint Discretionary,0
08: KNR to Transit,Total,8: Joint Discretionary,0
09: TNC to Transit,Total,8: Joint Discretionary,0
01: SOV,01: SOV,9: Work-based,128060
02: Shared Ride 2,01: SOV,9: Work-based,0
03: Shared Ride 3+,01: SOV,9: Work-based,0
04: Walk,01: SOV,9: Work-based,0
05: Bike,01: SOV,9: Work-based,0
06: Walk to Transit,01: SOV,9: Work-based,0
07: PNR to Transit,01: SOV,9: Work-based,0
08: KNR to Transit,01: SOV,9: Work-based,0
09: TNC to Transit,01: SOV,9: Work-based,0
01: SOV,02: Shared Ride 2,9: Work-based,5014
02: Shared Ride 2,02: Shared Ride 2,9: Work-based,34718
03: Shared Ride 3+,02: Shared Ride 2,9: Work-based,0
04: Walk,02: Shared Ride 2,9: Work-based,551
05: Bike,02: Shared Ride 2,9: Work-based,0
06: Walk to Transit,02: Shared Ride 2,9: Work-based,0
07: PNR to Transit,02: Shared Ride 2,9: Work-based,0
08: KNR to Transit,02: Shared Ride 2,9: Work-based,0
09: TNC to Transit,02: Shared Ride 2,9: Work-based,0
01: SOV,03: Shared Ride 3+,9: Work-based,567
02: Shared Ride 2,03: Shared Ride 3+,9: Work-based,1266
03: Shared Ride 3+,03: Shared Ride 3+,9: Work-based,8969
04: Walk,03: Shared Ride 3+,9: Work-based,513
05: Bike,03: Shared Ride 3+,9: Work-based,0
06: Walk to Transit,03: Shared Ride 3+,9: Work-based,0
07: PNR to Transit,03: Shared Ride 3+,9: Work-based,0
08: KNR to Transit,03: Shared Ride 3+,9: Work-based,0
09: TNC to Transit,03: Shared Ride 3+,9: Work-based,0
01: SOV,04: Walk,9: Work-based,0
02: Shared Ride 2,04: Walk,9: Work-based,0
03: Shared Ride 3+,04: Walk,9: Work-based,0
04: Walk,04: Walk,9: Work-based,72592
05: Bike,04: Walk,9: Work-based,0
06: Walk to Transit,04: Walk,9: Work-based,0
07: PNR to Transit,04: Walk,9: Work-based,0
08: KNR to Transit,04: Walk,9: Work-based,0
09: TNC to Transit,04: Walk,9: Work-based,0
01: SOV,05: Bike,9: Work-based,0
02: Shared Ride 2,05: Bike,9: Work-based,0
03: Shared Ride 3+,05: Bike,9: Work-based,0
04: Walk,05: Bike,9: Work-based,18
05: Bike,05: Bike,9: Work-based,740
06: Walk to Transit,05: Bike,9: Work-based,0
07: PNR to Transit,05: Bike,9: Work-based,0
08: KNR to Transit,05: Bike,9: Work-based,0
09: TNC to Transit,05: Bike,9: Work-based,0
01: SOV,06: Walk to Transit,9: Work-based,0
02: Shared Ride 2,06: Walk to Transit,9: Work-based,0
03: Shared Ride 3+,06: Walk to Transit,9: Work-based,0
04: Walk,06: Walk to Transit,9: Work-based,0
05: Bike,06: Walk to Transit,9: Work-based,0
06: Walk to Transit,06: Walk to Transit,9: Work-based,1175
07: PNR to Transit,06: Walk to Transit,9: Work-based,0
08: KNR to Transit,06: Walk to Transit,9: Work-based,0
09: TNC to Transit,06: Walk to Transit,9: Work-based,0
01: SOV,07: PNR to Transit,9: Work-based,0
02: Shared Ride 2,07: PNR to Transit,9: Work-based,0
03: Shared Ride 3+,07: PNR to Transit,9: Work-based,0
04: Walk,07: PNR to Transit,9: Work-based,0
05: Bike,07: PNR to Transit,9: Work-based,0
06: Walk to Transit,07: PNR to Transit,9: Work-based,0
07: PNR to Transit,07: PNR to Transit,9: Work-based,101
08: KNR to Transit,07: PNR to Transit,9: Work-based,0
09: TNC to Transit,07: PNR to Transit,9: Work-based,0
01: SOV,08: KNR to Transit,9: Work-based,0
02: Shared Ride 2,08: KNR to Transit,9: Work-based,0
03: Shared Ride 3+,08: KNR to Transit,9: Work-based,0
04: Walk,08: KNR to Transit,9: Work-based,0
05: Bike,08: KNR to Transit,9: Work-based,0
06: Walk to Transit,08: KNR to Transit,9: Work-based,0
07: PNR to Transit,08: KNR to Transit,9: Work-based,0
08: KNR to Transit,08: KNR to Transit,9: Work-based,0
09: TNC to Transit,08: KNR to Transit,9: Work-based,0
01: SOV,13: School Bus,9: Work-based,0
02: Shared Ride 2,13: School Bus,9: Work-based,0
03: Shared Ride 3+,13: School Bus,9: Work-based,0
04: Walk,13: School Bus,9: Work-based,0
05: Bike,13: School Bus,9: Work-based,0
06: Walk to Transit,13: School Bus,9: Work-based,0
07: PNR to Transit,13: School Bus,9: Work-based,0
08: KNR to Transit,13: School Bus,9: Work-based,0
09: TNC to Transit,13: School Bus,9: Work-based,0
01: SOV,Total,9: Work-based,133640
02: Shared Ride 2,Total,9: Work-based,35984
03: Shared Ride 3+,Total,9: Work-based,8969
04: Walk,Total,9: Work-based,73673
05: Bike,Total,9: Work-based,740
06: Walk to Transit,Total,9: Work-based,1175
07: PNR to Transit,Total,9: Work-based,101
08: KNR to Transit,Total,9: Work-based,0
09: TNC to Transit,Total,9: Work-based,0
01: SOV,01: SOV,Total,4866005
02: Shared Ride 2,01: SOV,Total,0
03: Shared Ride 3+,01: SOV,Total,0
04: Walk,01: SOV,Total,0
05: Bike,01: SOV,Total,0
06: Walk to Transit,01: SOV,Total,0
07: PNR to Transit,01: SOV,Total,0
08: KNR to Transit,01: SOV,Total,0
09: TNC to Transit,01: SOV,Total,0
01: SOV,02: Shared Ride 2,Total,813653
02: Shared Ride 2,02: Shared Ride 2,Total,2427352
03: Shared Ride 3+,02: Shared Ride 2,Total,7057
04: Walk,02: Shared Ride 2,Total,101298
05: Bike,02: Shared Ride 2,Total,0
06: Walk to Transit,02: Shared Ride 2,Total,0
07: PNR to Transit,02: Shared Ride 2,Total,0
08: KNR to Transit,02: Shared Ride 2,Total,0
09: TNC to Transit,02: Shared Ride 2,Total,0
01: SOV,03: Shared Ride 3+,Total,325107
02: Shared Ride 2,03: Shared Ride 3+,Total,565003
03: Shared Ride 3+,03: Shared Ride 3+,Total,2323241
04: Walk,03: Shared Ride 3+,Total,72988
05: Bike,03: Shared Ride 3+,Total,0
06: Walk to Transit,03: Shared Ride 3+,Total,0
07: PNR to Transit,03: Shared Ride 3+,Total,0
08: KNR to Transit,03: Shared Ride 3+,Total,0
09: TNC to Transit,03: Shared Ride 3+,Total,0
01: SOV,04: Walk,Total,0
02: Shared Ride 2,04: Walk,Total,0
03: Shared Ride 3+,04: Walk,Total,0
04: Walk,04: Walk,Total,698021
05: Bike,04: Walk,Total,0
06: Walk to Transit,04: Walk,Total,0
07: PNR to Transit,04: Walk,Total,0
08: KNR to Transit,04: Walk,Total,0
09: TNC to Transit,04: Walk,Total,0
01: SOV,05: Bike,Total,11985
02: Shared Ride 2,05: Bike,Total,8578
03: Shared Ride 3+,05: Bike,Total,2070
04: Walk,05: Bike,Total,3069
05: Bike,05: Bike,Total,81955
06: Walk to Transit,05: Bike,Total,0
07: PNR to Transit,05: Bike,Total,0
08: KNR to Transit,05: Bike,Total,0
09: TNC to Transit,05: Bike,Total,0
01: SOV,06: Walk to Transit,Total,0
02: Shared Ride 2,06: Walk to Transit,Total,3994
03: Shared Ride 3+,06: Walk to Transit,Total,1204
04: Walk,06: Walk to Transit,Total,12814
05: Bike,06: Walk to Transit,Total,108
06: Walk to Transit,06: Walk to Transit,Total,158098
07: PNR to Transit,06: Walk to Transit,Total,0
08: KNR to Transit,06: Walk to Transit,Total,0
09: TNC to Transit,06: Walk to Transit,Total,836
01: SOV,07: PNR to Transit,Total,4983
02: Shared Ride 2,07: PNR to Transit,Total,6008
03: Shared Ride 3+,07: PNR to Transit,Total,2079
04: Walk,07: PNR to Transit,Total,2004
05: Bike,07: PNR to Transit,Total,129
06: Walk to Transit,07: PNR to Transit,Total,2920
07: PNR to Transit,07: PNR to Transit,Total,9653
08: KNR to Transit,07: PNR to Transit,Total,34
09: TNC to Transit,07: PNR to Transit,Total,0
01: SOV,08: KNR to Transit,Total,0
02: Shared Ride 2,08: KNR to Transit,Total,15964
03: Shared Ride 3+,08: KNR to Transit,Total,7666
04: Walk,08: KNR to Transit,Total,12176
05: Bike,08: KNR to Transit,Total,0
06: Walk to Transit,08: KNR to Transit,Total,10886
07: PNR to Transit,08: KNR to Transit,Total,0
08: KNR to Transit,08: KNR to Transit,Total,20305
09: TNC to Transit,08: KNR to Transit,Total,0
01: SOV,13: School Bus,Total,756
02: Shared Ride 2,13: School Bus,Total,8671
03: Shared Ride 3+,13: School Bus,Total,18278
04: Walk,13: School Bus,Total,241
05: Bike,13: School Bus,Total,0
06: Walk to Transit,13: School Bus,Total,0
07: PNR to Transit,13: School Bus,Total,0
08: KNR to Transit,13: School Bus,Total,0
09: TNC to Transit,13: School Bus,Total,115273
01: SOV,Total,Total,6022488
02: Shared Ride 2,Total,Total,3035570
03: Shared Ride 3+,Total,Total,2361596
04: Walk,Total,Total,902612
05: Bike,Total,Total,82193
06: Walk to Transit,Total,Total,171904
07: PNR to Transit,Total,Total,9653
08: KNR to Transit,Total,Total,20339
09: TNC to Transit,Total,Total,116109
