coefficient_name,value,constrain
coef_nest_root,1,T
coef_nest_AUTO,0.5,T
coef_nest_NONMOTORIZED,0.5,T
coef_nest_TRANSIT,0.5,T
coef_nest_RIDEHAIL,0.5,T
coef_one,1,T
coef_zero,0,T
coef_unavail,-999,T
coef_ivt,-0.03,F
coef_fwt,-0.0457,F
coef_xwt,-0.0457,F
coef_wacc,-0.0457,F
coef_wegr,-0.0457,F
coef_waux,-0.0457,F
coef_xfers,-0.72,F
coef_walkTime,-0.0536,F
coef_cost_low,-0.0075,F
coef_cost_med,-0.0033,F
coef_cost_high,-0.0021,F
coef_cost_vhigh,-0.0009,F
cost_share_s2,2,F
cost_share_s3,3,F
calib_transit_discretionary,-1.088957,F
calib_transit_eat,1.031763,F
calib_transit_work,0.685094,F
