coefficient_name,value,constrain
coef_zero,0,T
coef_one,1,T
coef_nest_root,1,T
coef_nest_AUTO,0.5,T
coef_nest_NONMOTORIZED,0.5,T
coef_nest_TRANSIT,0.5,T
coef_nest_RIDEHAIL,0.5,T
coef_ivt,-0.015,F
coef_fwt,-0.023,F
coef_xwt,-0.023,F
coef_wacc,-0.038,F
coef_wegr,-0.038,F
coef_waux,-0.038,F
coef_dtim,-0.0166,F
coef_xfers,0,F
coef_xfers_pnr,-0.225,F
coef_walkTime,-0.0528,F
coef_bikeTime,-0.0988,F
coef_cost_low,-0.0037,F
coef_cost_med,-0.0017,F
coef_cost_high,-0.001,F
coef_cost_vhigh,-0.0004,F
coef_oMix_nmot,0.17243,F
coef_oIntDen_nmot,0.00571,F
calib_transit_discretionary,-0.971381,F
calib_transit_eat,0.299231,F
calib_transit_work,-3.791855,F
