"","tourmode1","tourmode2","tourmode3","tourmode4","tourmode5","tourmode6","tourmode7","tourmode8","tourmode9"
"1",0,0,66.02,0,0,0,0,0,0
"2",0,110709.111132569,2413.21933166667,0,32.63235,0,0,0,0
"3",0,0,58631.5679887348,0,26.02272,0,0,0,0
"4",0,2242.24963912833,847.931545,16763.4858343228,0,0,0,0,0
"5",0,0,0,0,156.021913774163,0,0,0,0
"6",0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0
"11",0,391.03767,3.91996,9.3827,0,0,0,0,0
