"HH_ID","JTRIP_ID","NUMBER_HH","PERSON_1","PERSON_2","PERSON_3","PERSON_4","PERSON_5","PERSON_6","PERSON_7","PERSON_8","PERSON_9","COMPOSITION","DAYNO","uid"
171094837,1,3,1,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171094837-1"
171094837,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171094837-2"
171094837,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171094837-3"
171095055,1,4,1,2,3,4,NA,NA,NA,NA,NA,3,1,"1-171095055-1"
171095055,2,4,1,2,3,4,NA,NA,NA,NA,NA,3,1,"1-171095055-2"
171095055,3,4,1,2,3,4,NA,NA,NA,NA,NA,3,1,"1-171095055-3"
171095055,4,4,1,2,3,4,NA,NA,NA,NA,NA,3,1,"1-171095055-4"
171095163,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171095163-1"
171095163,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171095163-2"
171095163,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171095163-3"
171095163,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171095163-4"
171095439,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171095439-1"
171095439,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171095439-2"
171095667,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171095667-1"
171095667,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171095667-2"
171095667,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171095667-3"
171095667,4,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171095667-4"
171095667,5,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171095667-5"
171095892,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171095892-1"
171095892,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171095892-2"
171095892,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171095892-3"
171095892,4,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171095892-4"
171095892,5,3,1,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171095892-5"
171095892,6,3,1,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171095892-6"
171095934,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171095934-1"
171095934,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171095934-2"
171095935,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171095935-1"
171095935,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171095935-2"
171096027,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171096027-1"
171096055,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171096055-1"
171096055,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171096055-2"
171096055,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171096055-3"
171096055,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171096055-4"
171096611,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171096611-1"
171096611,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171096611-2"
171096611,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171096611-3"
171096611,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171096611-4"
171096611,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171096611-5"
171096820,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171096820-1"
171096820,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171096820-2"
171096853,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171096853-1"
171096853,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171096853-2"
171096853,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171096853-3"
171096853,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171096853-4"
171096918,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171096918-1"
171096918,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171096918-2"
171096918,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171096918-3"
171096918,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171096918-4"
171096918,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171096918-5"
171096918,6,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171096918-6"
171097025,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171097025-1"
171097025,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171097025-2"
171097104,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171097104-1"
171097104,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171097104-2"
171097104,3,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171097104-3"
171097326,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171097326-1"
171097330,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097330-1"
171097330,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097330-2"
171097398,1,3,1,4,5,NA,NA,NA,NA,NA,NA,3,1,"1-171097398-1"
171097398,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097398-2"
171097398,3,2,2,5,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097398-3"
171097398,4,2,2,5,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097398-4"
171097398,5,3,2,3,5,NA,NA,NA,NA,NA,NA,3,1,"1-171097398-5"
171097398,6,3,2,3,5,NA,NA,NA,NA,NA,NA,3,1,"1-171097398-6"
171097398,7,4,2,3,4,5,NA,NA,NA,NA,NA,3,1,"1-171097398-7"
171097436,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097436-1"
171097436,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097436-2"
171097436,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097436-3"
171097436,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097436-4"
171097515,1,3,3,4,5,NA,NA,NA,NA,NA,NA,2,1,"1-171097515-1"
171097515,2,3,3,4,5,NA,NA,NA,NA,NA,NA,2,1,"1-171097515-2"
171097515,3,2,1,5,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097515-3"
171097515,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097515-4"
171097515,5,3,3,4,5,NA,NA,NA,NA,NA,NA,2,1,"1-171097515-5"
171097515,6,2,1,5,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097515-6"
171097644,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097644-1"
171097644,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097644-2"
171097644,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097644-3"
171097644,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097644-4"
171097649,1,3,2,4,5,NA,NA,NA,NA,NA,NA,3,1,"1-171097649-1"
171097649,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171097649-2"
171097649,3,4,1,2,4,5,NA,NA,NA,NA,NA,3,1,"1-171097649-3"
171097649,4,4,1,2,4,5,NA,NA,NA,NA,NA,3,1,"1-171097649-4"
171097664,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171097664-1"
171097712,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171097712-1"
171097712,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171097712-2"
171097712,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171097712-3"
171097712,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171097712-4"
171097712,5,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171097712-5"
171097712,6,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171097712-6"
171097712,7,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171097712-7"
171097712,8,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171097712-8"
171097712,9,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171097712-9"
171098096,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171098096-1"
171098096,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171098096-2"
171098096,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171098096-3"
171098096,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171098096-4"
171098342,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171098342-1"
171098342,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171098342-2"
171098342,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171098342-3"
171098342,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171098342-4"
171098342,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171098342-5"
171098342,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171098342-6"
171098342,7,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171098342-7"
171098614,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171098614-1"
171098614,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171098614-2"
171098614,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171098614-3"
171098614,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171098614-4"
171098614,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171098614-5"
171098767,1,3,1,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171098767-1"
171098767,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171098767-2"
171098767,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171098767-3"
171098767,4,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171098767-4"
171098767,5,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171098767-5"
171099380,1,3,1,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171099380-1"
171099524,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,1,"1-171099524-1"
171099524,2,3,1,2,3,NA,NA,NA,NA,NA,NA,3,1,"1-171099524-2"
171100333,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171100333-1"
171100333,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171100333-2"
171100463,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171100463-1"
171100463,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171100463-2"
171100463,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171100463-3"
171100463,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171100463-4"
171100463,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171100463-5"
171100531,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171100531-1"
171100531,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100531-2"
171100531,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100531-3"
171100531,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100531-4"
171100531,5,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171100531-5"
171100531,6,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171100531-6"
171100531,7,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100531-7"
171100531,8,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100531-8"
171100753,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100753-1"
171100753,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100753-2"
171100753,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100753-3"
171100753,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100753-4"
171100753,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100753-5"
171100753,6,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100753-6"
171100753,7,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100753-7"
171100941,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-1"
171100941,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-2"
171100941,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-3"
171100941,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-4"
171100941,5,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-5"
171100941,6,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-6"
171100941,7,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-7"
171100941,8,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-8"
171100941,9,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-9"
171100941,10,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-10"
171100941,11,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-11"
171100941,12,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-12"
171100941,13,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-13"
171100941,14,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-14"
171100941,15,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-15"
171100941,16,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171100941-16"
171101026,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171101026-1"
171101026,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171101026-2"
171101026,3,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171101026-3"
171101026,4,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171101026-4"
171101368,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171101368-1"
171101368,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171101368-2"
171101368,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171101368-3"
171101368,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171101368-4"
171101368,5,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171101368-5"
171101368,6,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171101368-6"
171101368,7,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171101368-7"
171101368,8,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171101368-8"
171101368,9,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171101368-9"
171101368,10,3,1,2,4,NA,NA,NA,NA,NA,NA,3,1,"1-171101368-10"
171101861,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171101861-1"
171101861,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171101861-2"
171102015,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102015-1"
171102015,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102015-2"
171102094,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102094-1"
171102094,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102094-2"
171102094,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102094-3"
171102094,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102094-4"
171102222,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102222-1"
171102222,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102222-2"
171102222,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102222-3"
171102222,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102222-4"
171102222,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102222-5"
171102325,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102325-1"
171102325,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102325-2"
171102325,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102325-3"
171102325,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102325-4"
171102325,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102325-5"
171102325,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102325-6"
171102610,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102610-1"
171102610,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171102610-2"
171102610,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171102610-3"
171102610,4,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171102610-4"
171102610,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171102610-5"
171102610,6,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171102610-6"
171102795,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171102795-1"
171102795,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171102795-2"
171102944,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171102944-1"
171102944,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171102944-2"
171102944,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171102944-3"
171102944,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171102944-4"
171102944,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171102944-5"
171102944,6,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171102944-6"
171102944,7,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171102944-7"
171103040,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171103040-1"
171103040,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171103040-2"
171103294,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171103294-1"
171103294,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171103294-2"
171103294,3,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,"1-171103294-3"
171103322,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171103322-1"
171103322,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171103322-2"
171103322,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171103322-3"
171103322,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171103322-4"
171103322,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171103322-5"
171103322,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171103322-6"
171103322,7,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171103322-7"
171103322,8,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171103322-8"
171103322,9,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171103322-9"
171103322,10,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171103322-10"
171103322,11,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171103322-11"
171103322,12,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171103322-12"
171104086,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104086-1"
171104086,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104086-2"
171104086,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104086-3"
171104086,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104086-4"
171104146,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104146-1"
171104146,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104146-2"
171104146,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104146-3"
171104146,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104146-4"
171104319,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104319-1"
171104319,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104319-2"
171104319,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104319-3"
171104319,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104319-4"
171104319,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104319-5"
171104713,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171104713-1"
171105027,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105027-1"
171105027,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105027-2"
171105027,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105027-3"
171105415,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105415-1"
171105415,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105415-2"
171105415,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105415-3"
171105415,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105415-4"
171105415,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105415-5"
171105415,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105415-6"
171105514,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105514-1"
171105514,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105514-2"
171105514,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105514-3"
171105514,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105514-4"
171105563,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105563-1"
171105563,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105563-2"
171105563,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105563-3"
171105563,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171105563-4"
171106027,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,1,"1-171106027-1"
171106183,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171106183-1"
171106183,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171106183-2"
171106317,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171106317-1"
171106317,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171106317-2"
171106323,1,3,1,4,5,NA,NA,NA,NA,NA,NA,3,1,"1-171106323-1"
171106323,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171106323-2"
171106323,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171106323-3"
171106323,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171106323-4"
171106323,5,3,1,4,5,NA,NA,NA,NA,NA,NA,3,1,"1-171106323-5"
171106458,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171106458-1"
171106458,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171106458-2"
171106556,1,3,1,2,4,NA,NA,NA,NA,NA,NA,3,1,"1-171106556-1"
171106556,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171106556-2"
171106556,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171106556-3"
171106556,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171106556-4"
171107660,1,4,1,3,4,5,NA,NA,NA,NA,NA,3,1,"1-171107660-1"
171107660,2,4,1,3,4,5,NA,NA,NA,NA,NA,3,1,"1-171107660-2"
171107660,3,4,1,3,4,5,NA,NA,NA,NA,NA,3,1,"1-171107660-3"
171107660,4,4,1,3,4,5,NA,NA,NA,NA,NA,3,1,"1-171107660-4"
171108056,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171108056-1"
171108056,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171108056-2"
171108056,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171108056-3"
171108353,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171108353-1"
171108353,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171108353-2"
171108432,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171108432-1"
171108487,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171108487-1"
171108487,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171108487-2"
171108925,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171108925-1"
171108925,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171108925-2"
171108925,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171108925-3"
171108925,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171108925-4"
171108925,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171108925-5"
171109288,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171109288-1"
171109288,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171109288-2"
171109551,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171109551-1"
171110208,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171110208-1"
171110208,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171110208-2"
171110208,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171110208-3"
171110208,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171110208-4"
171110208,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171110208-5"
171110208,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171110208-6"
171110324,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171110324-1"
171110324,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,1,"1-171110324-2"
171110355,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,"1-171110355-1"
