"TOURPURP","TRIP_ID","tempid","freq1","freq2","freq3","freq4","freq5","freq6","freq7","freq8","freq9","freq10","freq11","freq12","freq13","freq14","freq15","freq16","freq17","freq18","freq19","freq20","freq21","freq22","freq23","freq24","freq25","freq26","freq27","freq28","freq29","freq30","freq31","freq32","freq33","freq34","freq35","freq36","freq37","freq38","freq39","freq40","IS_INBOUND","NEXT_DEST_ARR_BIN"
1,1,11011,144.088913438929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,2,11012,27.2085178174693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,3,11013,1650.07144745177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,4,11014,1980.31752166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,11021,0.0516987668624432,9.71696338761944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1,2,11022,4511.73774227627,7524.31374597462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1,3,11023,6135.43175571674,1650.07144745177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1,4,11024,2549.89698310316,1980.31752166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1,1,11031,0.284054365136154,0.121182756196719,45.0973503698587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1,2,11032,15086.3973505299,4511.73774227627,7524.31374597462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1,3,11033,9231.91811716972,6135.43175571674,1650.07144745177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1,4,11034,2876.06395666667,2549.89698310316,1980.31752166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1,1,11041,180.773656615728,0.120647170134071,0.0514702761113113,28.6346186928174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1,2,11042,60595.0113214026,15086.3973505299,4511.73774227627,7524.31374597462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1,3,11043,42031.6241235837,9231.91811716972,6135.43175571674,1650.07144745177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1,4,11044,14.4374500539068,1.31986940653925,1.17018643136337,1.77284538212277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1,1,11051,4.44370651930743,408.334339628029,0.272519699313312,0.116261858059666,21.851821362553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1,2,11052,604.292172409658,60595.0113214026,15086.3973505299,4511.73774227627,7524.31374597462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1,3,11053,0.130738434556609,12.5999607813371,2.76748302351671,2.6567644861982,0.494647446007939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1,4,11054,48.50786,31459.953174528,2876.06395666667,2549.89698310316,1980.31752166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1,1,11061,14.5381115711652,15.2753979522363,1403.66370017475,0.936796081997648,0.399654239273343,369.565363385756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
1,2,11062,0.245687210564028,0.122525448457468,12.2861610251127,3.05889714508519,1.77854154316428,1.52561949029392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
1,3,11063,0.0566454308363456,0.0877320858957521,8.45520940571408,1.85712074003055,1.2342221213371,0.925648723665358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
1,4,11064,1.28686391043442,0.248250249963861,161.003623730833,14.7189258844763,13.0496905746296,29.4061157457337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
1,1,11071,6.96962565741873,6.81245245453342,7.15793944518107,657.746514929831,0.43897577322628,0.18727504531623,104.187308063262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1,2,11072,0.0518094268797011,0.95936905249728,0.478442175006142,49.1281115603873,11.9445015026626,3.57212242194759,5.95729880083943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1,3,11073,6.92350149959933,2.99858714900826,4.64419285789765,447.585655044224,98.3086950349265,71.6002537810026,61.3649495422719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1,4,11074,4.87526148234856,2.68326706588442,0.517631829150243,335.712049690749,30.6907426269156,27.2101848959813,41.2237309770753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1,1,11081,7.9881863561055,5.26707322080546,5.14829456487231,5.40938538466977,497.071037262582,0.331741997833328,0.141527167253279,104.804111161186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
1,2,11082,0.530117509199373,0.308519108442161,5.71293107392832,2.84906747987703,285.688420404615,71.1281165673606,21.2715733649104,54.8494584337503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
1,3,11083,0.141509459185786,0.351950182102703,0.152430571901423,0.236083508056111,22.7526278153459,4.9974370803305,3.32124199659346,4.08854744783572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
1,4,11084,0.00999300062429222,0.341934719578623,0.188195479370628,0.0363049848682565,23.5457330823767,2.15254720424528,1.90843239399085,4.30045322145084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
1,1,11091,0,12.3725140551451,8.15791401812828,7.97394352414237,8.37833442009893,769.889198971466,0.51381907580782,0.219204558828014,606.453710735176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
1,2,11092,0,0.64835264549695,0.377329887569524,6.98711872565242,3.48451127480659,349.407140761908,86.9922267146241,32.5616569949902,62.5091702179563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
1,3,11093,0,0.186152631502118,0.462982848871271,0.200519118962706,0.310562746347567,29.9305895576511,6.57402034197889,4.58316088073557,2.84411323621649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
1,4,11094,0,0.284206050188392,9.72479835911136,5.35237571437912,1.0325323433358,669.652694893771,61.2195437349875,51.7599809597698,121.913035736128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
1,1,11101,0,0,28.0632751323795,18.5037401918994,18.0864592281474,19.0036966565049,1746.25886993426,1.16544188419519,0.497198695208132,917.660634138701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
1,2,11102,0,0,0.480835377145645,0.279837770475588,5.18183104664495,2.58420522323258,259.129526921046,64.5157237062011,18.7619577018951,49.3178135889292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
1,3,11103,0,0,3.29629809519891,8.19826972377112,3.55069270068422,5.4992904530258,529.995974544915,120.87196445507,125.574196411607,20.8065056513066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
1,4,11104,0,0,0.0627362910792603,2.14667414764713,1.18149561052718,0.227923542082677,147.820661667894,15.5988594935768,24.727423632996,11.7811236638472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
1,1,11111,0,0,0,24.375808382452,16.0723801177433,15.7099291648134,16.5066431509532,1516.80341652502,1.01230479749842,0.431867630033493,1274.35528832975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
1,2,11112,0,0,0,0.764027424928041,0.444650583830288,8.23371411330476,4.10619466877109,411.746045708154,102.512802912352,88.0610334300183,48.8166710719854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
1,3,11113,0,0,0,1.15585127886949,2.87473410203395,1.61539232897906,1.92833345754219,185.843788177311,39.3167884122853,27.1258373520645,39.4686133741543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
1,4,11114,0,0,0,0.328334001146901,10.8690039258184,6.18342548576531,1.19285101557938,773.627966566973,70.7249466701084,183.584361614229,67.4903383318148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
1,1,11121,0,0,0,0,10.8571633859844,7.15875568933372,6.99731738322207,7.35217962137642,675.595338593443,0.450887962787253,0.192357001943246,567.607168554451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
1,2,11122,0,0,0,0,0.400121752929776,0.23286385440965,4.31200244474002,2.15041732159592,205.675496245906,51.2028594086934,63.4060615798753,28.6887973056594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
1,3,11123,0,0,0,0,3.88049237929529,9.65122760979583,4.17997267489035,6.47391530686494,593.222055270321,131.033121772901,218.392603606728,49.4077793724028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
1,4,11124,0,0,0,0,0.0555251013279977,1.89992582468274,1.04568922332728,0.201724991252479,130.829494002313,11.9604117044156,46.9980942640328,8.25617896060499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
1,1,11131,0,0,0,0,0,22.7609901258095,15.0076370563188,14.6691973036226,15.413131571857,1416.32010904605,0.945242887483403,0.403257800054149,1338.48533968397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
1,2,11132,0,0,0,0,0,0.650985152983301,0.378861960833588,7.0154885371756,3.49865944259909,350.825839243712,87.3454414191081,25.1438299536566,184.344143583607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
1,3,11133,0,0,0,0,0,1.96262140678166,4.88126352464255,2.11408838096778,3.27428674637727,315.560490923133,69.3103983955178,71.3336354820603,71.5922956505327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
1,4,11134,0,0,0,0,0,0.247771583682996,8.47810484272808,4.66621525593507,1.37127744760913,70.860875,57.2727578648791,51.3087969987814,60.9062121178629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
1,1,11141,0,0,0,0,0,0,80.8584525558937,53.314653808421,52.1123460645508,54.7551737007935,5031.47937362348,3.35797681686549,1.43257395716272,5282.70229037133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
1,2,11142,0,0,0,0,0,0,1.68188770402336,0.978829195301996,18.1252427253055,10.4905587946732,142.05927,227.410977246905,159.882470958732,209.567604405411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
1,3,11143,0,0,0,0,0,0,4.34720623658463,10.8119982608036,4.6827055705587,7.08733260167382,629.95519068957,148.21776147043,96.3910637685568,246.374273852449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
1,4,11144,0,0,0,0,0,0,0.501830950592815,17.1713614176805,9.45084663361779,1.82317261377989,1123.59228119204,147.670149665896,531.248462473109,68.3362805096273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
1,1,11151,0,0,0,0,0,0,0,142.039401812758,93.6547917432344,91.5427667497296,96.1852703431127,8838.51097655739,5.89876510484766,2.51652043164283,9279.81985260662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
1,2,11152,0,0,0,0,0,0,0,4.22331161447568,2.45789341298935,45.5134715200406,22.3761174514894,2165.75836337571,572.289867743872,520.827974994223,932.988585874532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
1,3,11153,0,0,0,0,0,0,0,11.4952915517073,42.0271674562709,12.0083254196189,15.7402075,1666.1036043362,494.216128523627,444.378828146623,281.339527044325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
1,4,11154,0,0,0,0,0,0,0,0.649033892670149,35.4690292784554,12.2230798487011,2.35796699492795,1453.29903853509,125.479846034472,185.134562672247,403.709186106723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
1,1,11161,0,0,0,0,0,0,0,0,114.319401722784,75.3773926383626,73.677544352608,77.4140303312737,7113.61266004387,4.74757911595799,2.02540356054026,7468.79696834874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
1,2,11162,0,0,0,0,0,0,0,0,5.58222457970114,3.40682911706074,57.6158263221932,37.6140498654954,227.494740833334,599.088725766241,676.33129273873,2610.51807438422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
1,3,11163,0,0,0,0,0,0,0,0,15.0604582511614,38.0670792653448,16.2227619095631,25.1257112939623,2184.77659391687,546.023220820784,1395.94901745607,648.458364530126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
1,4,11164,0,0,0,0,0,0,0,0,0.43760625857248,8.46588303193628,9.0651925,1.52225909203045,540.203808591869,50.2951863010181,261.09284415805,116.165442462098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
1,1,11171,0,0,0,0,0,0,0,0,0,119.730479847353,78.9452293681381,77.1649221949547,81.0782671952495,7450.32115633887,4.97229619032929,2.12127194976119,7822.31739693078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
1,2,11172,0,0,0,0,0,0,0,0,0,5.7475896372576,3.34499653342183,61.9401979166248,29.998041025042,2834.81476049887,551.271958411978,1270.66308919449,1406.46956562273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
1,3,11173,0,0,0,0,0,0,0,0,0,9.94216732770185,24.7273053095782,11.4494954096125,91.99182,1310.53745662817,347.274204686685,355.784599415268,1008.9015216092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
1,4,11174,0,0,0,0,0,0,0,0,0,0.432028779326315,14.7829110657442,8.13628121162874,1.73609701470096,832.023570238804,171.114783955655,590.092585281205,128.834545697194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
1,1,11181,0,0,0,0,0,0,0,0,0,0,171.456080310414,113.050909041076,110.501478937299,116.105455431074,10668.9864113816,7.12041258018154,3.0376974538328,11201.6913448574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
1,2,11182,0,0,0,0,0,0,0,0,0,0,4.58751989560341,2.6698562556249,49.4384443242383,26.6752809588217,2265.73193813048,798.887208857873,1065.64340710457,307.733434562651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
1,3,11183,0,0,0,0,0,0,0,0,0,0,15.2521302043939,37.3937647959287,28.9360749931691,24.2846767446911,1879.71073315122,711.227465180868,1503.78235454059,304.976910709109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
1,4,11184,0,0,0,0,0,0,0,0,0,0,0.930326172217173,31.833363248315,17.5205813082647,10.7842821400331,1662.41637378127,581.165989348639,1006.86259989206,443.776737283586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
1,1,11191,0,0,0,0,0,0,0,0,0,0,0,139.284921016037,91.8386032625353,89.7675354415654,94.3200098822383,8667.11129135853,5.78437406265575,2.46771913344632,9099.86214189521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19
1,2,11192,0,0,0,0,0,0,0,0,0,0,0,8.21921518380522,4.78343932542732,1008.8048615156,139.056873360538,3988.53314421861,653.57945868118,2311.60420812395,336.673969045687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19
1,3,11193,0,0,0,0,0,0,0,0,0,0,0,8.08591503297709,71.7271920203624,9.50744777439487,31.4754307367977,1195.59095419269,224.119003637999,544.333536246244,125.471830166213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19
1,4,11194,0,0,0,0,0,0,0,0,0,0,0,1.09964761629043,37.6271065567157,20.7093662921895,12.0516722729586,2356.33763274537,302.802920043316,1727.93508028032,313.100882067834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19
1,1,11201,0,0,0,0,0,0,0,0,0,0,0,0,215.084881689168,141.81790084044,138.619741456107,145.64970865803,13383.8221186489,8.93227638596257,3.81067149256083,14052.0794203697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
1,2,11202,0,0,0,0,0,0,0,0,0,0,0,0,6.55259313964776,3.96889175303449,217.822003333333,54.8916183220895,2867.82769105511,1049.28979881507,286.616448948382,827.188209567617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
1,3,11203,0,0,0,0,0,0,0,0,0,0,0,0,12.5150893812223,49.4374118975101,40.3765215262223,21.3935641127634,1463.43955765406,573.568934323565,493.967305057422,590.862171864813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
1,4,11204,0,0,0,0,0,0,0,0,0,0,0,0,1.16526264179587,38.9629493963436,21.2821575134646,28.7584239253506,2169.72885436175,202.710826172378,1255.41161212339,1227.74861319483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
1,1,11211,0,0,0,0,0,0,0,0,0,0,0,0,0,353.962115969716,233.387692661774,228.124527468588,239.693644025958,22025.5647894654,14.6997195952191,6.27116761614881,23125.3062806927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
1,2,11212,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05152595555788,5.26782962152554,99.1055163157725,49.5162400912364,3331.47457451375,790.284042637567,2400.34766791817,4045.85339852102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
