"","work","univ","sch","esc","imain","idisc","jmain","jdisc","atwork"
"1",5195.3861238381,16.271525,0,1757.52805,62.26924,471.020971013716,0,13.01136,67.663975
"2",212.445566666667,0,0,1142.4405,0,346.68594,0,109.55112,107.077458965677
"3",954.590073350595,0,0,64.9106,30.556395,2052.60250522397,0,0,217.250233965677
"4",1639.61750333333,0,0,871.675678853467,224.2284,2658.29209127001,0,0,116.400796666667
"5",1358.23206833333,0,0,1602.03239307531,318.22235984885,4218.44154121943,122.622275,1127.56288112355,1162.259255
"6",1675.12222166667,79.113135,2411.22995116534,8540.88791432544,483.952350733535,4644.85915164267,0,59.68654,1096.61505833333
"7",3048.1130294926,0,261.936421192225,17856.8417868817,528.405387027978,2768.1234117624,17.3036,18.37528,3410.85062077841
"8",3544.64280128373,3320.64628394687,698.355626666667,29649.9989012917,1843.07112288874,3504.13365648678,0,599.531803735721,2894.30466333333
"9",4030.84742176896,308.970921612819,1624.06346833333,13703.4190070889,3291.07757640843,8413.72222577621,413.778691640883,77.5639,5891.72480430183
"10",2942.99779955234,795.797744324995,1414.41996,12329.5001773862,6929.49478744806,6192.69262592713,88.5333,710.069029413921,4066.02063333333
"11",3249.43528995012,3762.40356166667,890.614755,6848.4620332174,11802.7894554913,12876.8390121099,847.855673333333,224.014395,6813.78383537018
"12",2402.0504568154,2605.27389120175,378.83659,4618.88617666667,12845.2695332202,10792.0139757569,957.361094593196,2210.73334680483,4606.03247936899
"13",2776.31557459642,1386.25007,692.58772,2861.76143272983,16186.9219323541,10083.2673005225,3195.92867571208,536.09151,8565.17538508606
"14",6055.04291860796,3953.42204992337,2182.22161166667,6885.93045999912,18416.4231591614,9536.77068666426,2700.84251172748,1149.5033370468,6047.62511359556
"15",12049.3014842733,3369.49342615049,3239.83731,3797.61635899299,23279.4754243435,13929.1017917919,4269.26428262169,1580.58532833333,13521.1651446891
"16",12721.9437828976,5259.7494895306,2116.37630166667,4410.84176447527,29109.7999214232,13466.9499783377,6898.76120110264,1340.1614787115,16377.2396847982
"17",14649.1511648985,12186.4696367769,5705.86153641078,5972.5660893242,26001.5070926551,19671.3117751721,5152.40824854914,5425.55054035991,29221.8266906802
"18",16278.0855681907,9754.23534054307,10769.0386161184,6109.28075729031,21423.6047225129,12870.6335980757,2901.50796714241,1952.23665666667,26944.1726106583
"19",13249.347991006,11599.6345501956,4868.7478408441,8815.63142772552,25727.6842148603,28149.9659227508,1963.46980792439,3919.24485926235,22565.9328117572
"20",22552.2156970364,6977.92037291329,18693.2566996199,12438.066393499,25203.4202052805,13858.1438411873,1291.75698038013,1298.745775,14480.0646264972
"21",31715.6378909119,12945.0131704363,46663.6329016374,29045.9549667638,37700.7524889082,15929.907282262,1946.19704450854,1723.81226551085,11198.2229283099
"22",48034.5827213872,5754.03527033178,40608.0885877961,27620.9803992703,29372.2518923981,20538.806080168,2411.40974811665,750.680205,11570.5162378652
"23",55942.5699780245,10914.7435124667,39638.9668348536,31092.1467673947,26538.8568398898,25937.6861740542,1719.25220963583,935.822286666667,9797.81659204223
"24",63344.9664884045,4315.88440751299,18197.5077635666,20161.1158072243,30088.2905130947,18525.2279997455,1616.36596762343,1642.62745091015,4554.81949209106
"25",97941.9293535316,1776.65869750472,28761.4566561387,17134.9097161485,22986.072350502,15693.2144625944,4223.46112048921,1436.13477333333,4591.095275644
"26",110637.209071809,5421.67669373054,19189.8074076647,22519.4068988801,28300.3782981777,18890.7940049458,2659.87460864698,1535.11359046997,1718.4453926994
"27",96268.1097974915,5376.27590337491,15342.9420288943,14654.6657298858,14755.6753451569,24787.4372817533,2193.08608000577,2266.50444980867,2033.86602542431
"28",98890.9537359277,9811.7404388713,16849.8782622031,15786.8466174647,25965.5352127026,24455.0664779119,3615.84542016957,5256.0436617389,1604.247805
"29",67894.5402407874,10733.3384037216,7977.09090062451,9989.6679456915,15362.7032748053,20876.2596278466,2194.05908397769,5451.30048971763,2157.1524654761
"30",59152.576064192,4058.73687408311,12507.36744011,16975.919969401,14516.7349588245,24518.5975614499,2126.75470198167,6486.54097295319,416.486166666667
"31",42671.7050833994,4069.67214613596,7309.03613655977,8009.20105508781,12149.0151694615,22992.7554100636,2472.55527451012,6397.87661210837,615.40582
"32",41169.703697146,3539.16692586812,10758.8523481649,11772.4855054018,13395.4269999948,25633.6131784104,2081.85475666667,8406.0872976849,298.5123
"33",28248.484262095,9168.89228679008,9496.36789585518,7104.25119323807,8119.5783910615,30973.1488102899,2721.50807666667,5755.56937653223,1031.48914464559
"34",22220.5306782557,10442.6960951738,2063.40892323037,5270.89182012729,6188.89490035276,25702.1862266234,735.336951666667,3428.99953232337,659.73532
"35",18667.5610396811,4801.75845559531,2704.63339736357,2779.17737167427,8391.6868119878,17789.6770076989,708.220831666667,1919.26781448525,955.48789
"36",13090.5936226879,4007.87541240495,785.528811170687,3047.49800031179,7283.06695197899,11671.1523893171,827.30709,1738.12955153283,331.1788
"37",9964.53991003037,2779.77171776686,0,2524.06446457982,848.089796666667,13527.2717392564,234.196463451642,616.174116666667,300.8472
"38",6513.29781721445,213.553635393102,335.70571,330.640208333333,921.453295,7271.76645711305,421.7703,264.244105,447.76845
"39",7663.23972008696,1836.87592053654,0,1283.37245118714,124.813035,4515.19247778665,13.44415,90.1609933333333,0
"40",12623.8810480606,2692.36386201752,31.41696,5185.00060626895,1928.21195193978,9816.39203388118,29.39392,382.567886666667,0
