"","work","univ","sch","esco","imain","idisc","jmain","jdisc","atwork"
"1",5719.1944156343,49.3195,0,32.5431,19.6349,2307.5825083537,0,237.9924,40.780275
"2",5798.40750653782,9.7999,0,130.1136,55.56686,626.002513724213,0,0,13.593425
"3",9792.73903040673,802.6787,0,35.33704,0,402.237532057546,0,0,156.22503
"4",23376.4600783207,4152.31858218604,968.011230177934,148.09816,228.195495251526,1858.491525,0,0,13.593425
"5",23446.6186789665,3648.95079589552,957.621236948548,1710.27794953147,1425.8346930718,2727.76405833333,13.01136,627.363808147548,39.762865
"6",47947.1138812948,3254.99870303675,13819.0992730098,5395.03198888979,1116.2256855146,6070.37144695413,0,36.3705,98.362475
"7",62955.7561880208,7139.35306199141,17120.7402063068,13399.1001701986,5585.3930501594,7947.76503929124,341.4552,73.687505,128.14174
"8",38630.4347588994,4828.63386470342,13129.9329283333,9161.48690940134,3468.04604650396,11697.389492274,30.9368933333333,358.71138,663.397995
"9",37574.5601388208,9677.54095253809,7101.76860919513,6726.25257588367,8894.55454766932,10955.0045089045,31.3696833333333,0,1631.264845
"10",34343.7185579369,4844.14362634567,4381.325465,5757.78732062223,18143.7587700367,11738.3123416029,178.576245,2310.81406984858,3118.26234166667
"11",34002.228843879,9793.34234783427,685.945566666667,11306.2463822061,16675.6270225029,14087.8148428035,914.385426036464,379.00952830755,1635.11555790147
"12",22680.2614482072,5245.72956132943,1116.63945333333,7691.49659178744,26764.3050528281,19140.510623734,733.668158001731,643.676725236687,4703.34173
"13",20755.3563548775,6292.44486952466,1623.438225,6590.58855438846,26843.3985977424,14537.0756651846,3713.29098743552,1692.98022599928,5065.52339321802
"14",21559.103638788,4200.817225,1113.69306333333,5574.77800197791,24606.1377297222,20491.8513219055,3701.3913450113,2960.62918228349,8253.23554217991
"15",33988.6209856691,8339.8735721079,2338.378685,9666.64031777757,32728.257310398,18321.8521781875,1625.16349905818,2269.83469,7664.21039166667
"16",34865.0369658264,7311.85371446987,2753.47172833333,8752.46875892867,28089.5303097732,23853.5403527812,6265.01311859161,6473.58083366746,11556.2751427742
"17",39216.3208620036,8479.0327193085,6994.64831076223,9730.9265633673,29803.7422949881,23728.6728313166,2974.60997755949,3680.32630704913,8317.39413863489
"18",32093.4350035878,5001.66667378397,6610.5477357171,14408.0305903112,47167.0140721115,24785.2130333425,2360.79230868549,1398.11419155664,9166.76203890236
"19",34762.1362633334,8879.2994853701,10209.9008748531,11503.0250222933,25991.2631319319,30145.4479071293,2005.31574284188,1925.66759774917,9624.53499986515
"20",38225.6937399234,8696.53135704848,8497.24147062949,12544.7864766531,28437.6429005003,13267.3501183776,809.114031666667,1054.59842731316,13643.2047985153
"21",51531.8815112067,5874.18851422825,25440.2252209212,20594.7398680211,35251.103000601,31133.7550800867,1277.96124762981,1814.67576608251,12147.7578473814
"22",47760.6171175013,9344.42622037969,21417.1758417429,15276.9522458404,28532.9440489716,18944.5258341603,922.290608333333,940.127929415841,16715.1157242066
"23",51324.2904881388,11397.7463097609,26603.350423873,16126.8389938654,22201.7351614652,16674.578274891,1472.37956809283,564.800729243479,17514.1194088079
"24",63381.0009111535,3433.27179833333,18789.5738518089,14665.106137805,17949.5932393527,20728.3979679688,1777.49765785878,1115.35197608251,16522.9052603532
"25",66744.2622453235,5649.83649987199,20606.0684200835,10886.3969526398,20083.5941431123,24949.837482943,536.67699,638.293278388416,21354.3447706982
"26",68325.9736977081,10794.8846269882,22683.0748801283,11035.5579756394,12954.2811783676,21781.2877983793,3373.32352859939,1100.17159774917,18141.2163981223
"27",73558.0179381717,11737.6671037513,18708.2029544854,8907.61616376475,18678.8939634521,21834.8997605789,1253.65838276807,596.033852749174,12784.8531290812
"28",60303.2416103366,7431.77240069062,14768.6002263353,9338.46125694114,13168.274613187,24083.7391169804,900.36898405089,1207.10462999717,8739.97525546562
"29",49448.4052809288,7435.11311974449,15471.3875575497,7859.39836833333,8005.62188498269,18264.7400196123,1013.61296,1881.0521621138,6141.96064061425
"30",36240.3229513571,3067.33135227891,14774.0421919113,7072.12454272928,7547.1354142736,17574.0024576385,552.006337899843,1786.11183196685,2250.00472176992
"31",29865.3340957163,5017.72516516058,6558.14413688622,4216.71856333333,10569.5152309074,19451.1532277492,957.262993333333,1269.73544274917,4178.31403325792
"32",28657.578691692,6388.0160977432,20767.8725545182,5506.6600616321,9455.55626711654,15410.9456933904,1174.23948333333,432.02963,3007.95973226745
"33",21702.4412676667,1332.71774,3098.93486656111,3768.00175501357,7296.77336589652,13066.0461583326,13.01746,699.96154,2686.51769693415
"34",14043.2681117836,2344.93208650294,2143.79421058504,3690.86924666667,8446.19634520537,11936.4731427488,4.89995,248.258821666667,505.664135
"35",11257.8128898389,3792.88081814623,2309.26118913448,3161.75763570459,2633.50620166667,5442.46669666667,434.701038451642,383.77382767164,585.643354645591
"36",5406.02478164628,2953.77857833333,168.353946170687,4716.42838791315,1268.36019978241,10059.8361774666,70.3145134516417,232.937905,510.15292
"37",4809.76440026986,620.854663726435,7.83992,424.82287,366.974075,8196.5046522546,70.3145134516417,90.308725,473.76873
"38",2341.16477999021,1163.95516,3.91996,106.247643333333,81.828275,2165.28650981048,13.44415,23.04463,159.22556
"39",2247.65018027827,111.86222,0,1345.25524,281.40278,1788.64146,13.06802,15.9189333333333,245.642033333334
"40",5441.04344867849,4246.29912403504,0,97.60045,87.92714,4091.64488141064,0,0,0
