"HH_ID","JTOUR_ID","NUMBER_HH","PERSON_1","PERSON_2","PERSON_3","PERSON_4","PERSON_5","PERSON_6","PERSON_7","PERSON_8","PERSON_9","COMPOSITION","JOINT_PURP","DAYNO","uid","finalweight","TOURMODE","AUTOSUFF","ANCHOR_DEPART_BIN","ANCHOR_ARRIVE_BIN","TOUR_DUR_BIN","DIST","DISTMILE","OUTBOUND_STOPS","INBOUND_STOPS","TOTAL_STOPS","SKIMDIST"
171198535,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,2,"171198535-3",28.059125,2,2,32,32,1,1.405244,0.000266144696969697,0,0,0,0.702622
171198881,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"171198881-1",6.5805,4,2,31,33,3,1.289714,0.000244264015151515,0,0,0,0.645245
171199075,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,5,2,"171199075-1",1551.51941300109,3,2,10,16,7,90.621918,0.0171632420454545,0,0,0,45.52047
171199118,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,2,"171199118-1",6.5676,4,2,26,27,2,1.61452,0.000305780303030303,0,0,0,0.80726
171199802,1,3,1,4,5,NA,NA,NA,NA,NA,NA,3,9,2,"171199802-1",350.688466666667,4,2,24,25,2,0.718338,0.000136048863636364,0,0,0,0.359169
171199802,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,9,2,"171199802-2",350.688466666667,2,2,27,34,8,14.998304,0.00284058787878788,0,0,0,7.432898
171201511,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,2,"171201511-1",21.8532666666667,4,2,32,33,2,0.78955,0.000149535984848485,0,0,0,0.394775
171201925,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,1,5,2,"171201925-1",122.622275,2,1,NA,5,NA,4.291904,0.000812860606060606,0,1,1,NA
171202540,1,4,1,2,3,4,NA,NA,NA,NA,NA,3,6,2,"171202540-1",10.75532,3,2,24,28,5,21.842533,0.00413684337121212,0,1,1,10.16314
171202630,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,8,2,"171202630-1",4.940275,2,2,27,34,8,82.147972,0.015558328030303,0,2,2,40.944771
171203993,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,6,2,"171203993-1",13.08196,2,2,19,22,4,9.427609,0.00178553200757576,0,2,2,2.550006
171205224,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,5,2,"171205224-1",13.01136,2,1,28,29,2,1.879396,0.000355946212121212,0,0,0,0.939698
161006270,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,9,3,"161006270-1",16.89435,2,2,27,34,8,4.43788,0.000840507575757576,0,0,0,2.21894
161007647,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"161007647-1",4.89995,2,2,27,33,7,2.962162,0.00056101553030303,0,1,1,1.236924
161008218,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,8,3,"161008218-1",16.335025,2,2,25,32,8,2.00277,0.0003793125,0,0,0,1.001385
161009682,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"161009682-1",66.74332,2,2,29,37,9,36.611757,0.00693404488636364,0,0,0,16.990797
161015092,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,3,"161015092-1",13.01136,3,2,8,9,2,3.161296,0.000598730303030303,0,0,0,1.580648
161018806,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,3,"161018806-1",16.5444,2,1,17,20,4,14.077579,0.00266620814393939,0,0,0,7.045791
161019544,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"161019544-1",77.444025,2,2,28,36,9,9.641861,0.00182611003787879,0,0,0,4.583869
161021443,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,3,"161021443-1",13.01136,2,2,6,14,9,31.748703,0.00601301193181818,0,1,1,15.109988
161022068,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"161022068-1",89.29435,4,2,28,37,10,1.51809,0.000287517045454545,1,0,1,0.45393
161032371,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,3,"161032371-1",96.999975,2,1,6,31,26,9.431652,0.00178629772727273,1,1,2,4.221196
161036765,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,4,3,"161036765-1",3.91996,2,2,20,20,1,1.242426,0.000235307954545455,0,0,0,0.621213
161039459,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"161039459-1",16.2642,2,2,23,33,11,37.667746,0.0071340428030303,0,0,0,18.810919
161052772,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,4,3,"161052772-1",13.02836,2,2,27,29,3,5.81098,0.00110056439393939,0,0,0,2.90549
161055826,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"161055826-1",21.7678666666667,3,2,5,6,2,6.53892,0.00123843181818182,0,0,0,2.942875
161055826,2,3,1,2,3,NA,NA,NA,NA,NA,NA,3,7,3,"161055826-2",21.7678666666667,3,2,26,32,7,6.408983,0.00121382253787879,0,0,0,3.204491
161056852,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"161056852-1",36.5718333333333,4,2,20,21,2,1.214285,0.00022997821969697,0,0,0,0.606605
161056852,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"161056852-2",36.5718333333333,2,2,31,39,9,13.356092,0.00252956287878788,0,0,0,6.54749
161061372,1,4,1,2,3,4,NA,NA,NA,NA,NA,3,3,3,"161061372-1",32.5284,3,2,8,9,2,8.904895,0.00168653314393939,0,0,0,4.452447
161063733,1,3,1,3,4,NA,NA,NA,NA,NA,NA,3,5,3,"161063733-1",116.873166666667,4,2,21,22,2,1.096674,0.000207703409090909,0,0,0,0.548337
161067401,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,9,3,"161067401-1",16.2642,2,2,26,29,4,2.983922,0.000565136742424243,0,1,1,1.336004
161071944,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,4,3,"161071944-1",21.6856,2,2,22,23,2,5.146095,0.000974639204545455,0,0,0,2.573048
161071944,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,5,3,"161071944-2",21.6856,2,2,32,35,4,5.542354,0.00104968825757576,0,0,0,2.572746
161072625,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,"161072625-1",16.271525,3,2,27,29,3,7.090354,0.00134287007575758,1,0,1,3.364421
161079373,1,4,2,3,4,5,NA,NA,NA,NA,NA,3,7,3,"161079373-1",13.44432,3,2,23,24,2,3.624447,0.000686448295454545,0,0,0,1.810964
161082052,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,5,3,"161082052-1",4.89995,2,2,16,25,10,30.708577,0.00581601837121212,1,2,3,14.251694
161091850,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,7,3,"161091850-1",20.164825,3,2,31,35,5,6.020096,0.0011401696969697,0,0,0,3.010048
161097078,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,8,3,"161097078-1",3.94122,3,2,27,31,5,5.678504,0.00107547424242424,1,1,2,1.419626
161105859,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,5,3,"161105859-1",41.2228,2,2,27,30,4,6.465071,0.00122444526515152,0,0,0,3.206538
161107320,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"161107320-1",182.501375,2,2,19,25,7,12.32137,0.0023335928030303,1,1,2,4.777115
161114533,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,4,3,"161114533-1",13.17048,3,2,5,7,3,11.090484,0.00210047045454545,1,0,1,1.973753
161118144,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,5,3,"161118144-1",14.86706,3,2,21,24,4,2.467582,0.000467345075757576,1,0,1,0.772768
161121727,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"161121727-1",16.2642,2,2,12,17,6,16.234527,0.00307472102272727,1,2,3,7.176155
161133342,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,3,"161133342-1",11.19115,2,2,29,30,2,2.194358,0.000415598106060606,0,0,0,1.097179
161133342,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,3,"161133342-2",11.19115,2,2,30,31,2,2.591052,0.000490729545454546,0,0,0,1.296832
161134823,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"161134823-1",9.382475,2,2,29,32,4,2.652696,0.000502404545454545,0,0,0,1.471578
161147410,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,3,"161147410-1",3.91996,2,2,17,21,5,11.634348,0.002203475,0,0,0,8.610328
161150242,1,8,1,3,4,5,6,7,8,9,NA,3,13,3,"161150242-1",192.81685,3,2,25,28,4,5.157832,0.000976862121212121,0,0,0,2.578916
161152509,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,5,3,"161152509-1",4.02254,3,2,13,15,3,13.295147,0.00251802026515152,0,0,0,6.648751
161152689,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,1,3,"161152689-1",8.6518,2,2,6,26,21,7.154308,0.00135498257575758,0,0,0,3.605661
161158758,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,7,3,"161158758-1",13.01136,3,2,27,31,5,3.580214,0.000678070833333333,0,0,0,1.790107
161170584,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,13,3,"161170584-1",16.2642,2,2,13,22,10,20.037373,0.00379495700757576,0,4,4,7.036557
161170732,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"161170732-1",13.44424,2,2,6,6,1,4.484838,0.000849401136363636,0,0,0,2.242419
161170732,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"161170732-2",13.44424,2,2,26,27,2,4.484838,0.000849401136363636,0,0,0,2.242419
161170732,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"161170732-3",13.44424,2,2,33,34,2,4.484838,0.000849401136363636,0,0,0,2.242419
161172784,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"161172784-1",16.2642,2,2,28,32,5,3.402196,0.000644355303030303,2,0,2,1.42113
161183356,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"161183356-1",31.5892333333333,2,2,26,30,5,9.859409,0.00186731231060606,0,1,1,5.352685
161184681,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"161184681-1",16.2642,2,2,26,32,7,4.839903,0.000916648295454545,0,0,0,2.828496
161185061,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,5,3,"161185061-1",21.6856,3,2,24,25,2,3.477751,0.000658664962121212,0,0,0,0.747892
161186118,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"161186118-1",16.279125,2,1,7,7,1,2.965842,0.0005617125,0,0,0,1.482921
161187599,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,3,"161187599-1",57.2369666666667,3,2,6,6,1,1.424672,0.000269824242424242,0,0,0,0.712336
161189033,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,3,"161189033-1",3.91996,2,2,16,23,8,42.237795,0.00799958238636364,0,1,1,21.556929
161194872,1,3,1,2,4,NA,NA,NA,NA,NA,NA,3,5,3,"161194872-1",78.37416,3,1,11,18,8,72.837407,0.0137949634469697,0,2,2,21.55381
161207184,1,4,2,3,4,5,NA,NA,NA,NA,NA,3,3,3,"161207184-1",71.827325,3,2,7,8,2,3.999331,0.000757449053030303,0,0,0,1.999665
161207184,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,3,6,3,"161207184-2",71.827325,2,2,11,16,6,10.364006,0.00196287992424242,1,0,1,5.041576
161209345,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,9,3,"161209345-1",13.06072,2,2,19,21,3,3.702814,0.00070129053030303,0,0,0,1.851407
161212293,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"161212293-1",32.5629,2,2,7,8,2,8.327158,0.00157711325757576,0,0,0,4.163579
161212293,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"161212293-2",32.5629,2,2,21,22,2,8.327158,0.00157711325757576,0,0,0,4.163579
161212293,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,9,3,"161212293-3",32.5629,2,2,27,35,9,35.607675,0.00674387784090909,0,1,1,17.408514
161214247,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"161214247-1",4.9137,2,2,35,35,1,3.923458,0.000743079166666667,0,0,0,1.961729
161215099,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"161215099-1",13.01722,2,1,11,14,4,5.291024,0.00100208787878788,0,0,0,2.718365
161215099,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,3,"161215099-2",13.01722,2,1,17,24,8,31.614608,0.00598761515151515,0,1,1,15.532913
161217194,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,3,5,3,"161217194-1",341.574366666667,2,2,18,21,4,10.05734,0.00190479924242424,0,1,1,5.05708
161221085,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"161221085-1",9.8103,2,2,7,9,3,25.031418,0.00474079886363636,0,0,0,11.930499
161221085,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"161221085-2",9.8103,2,2,20,22,3,25.031418,0.00474079886363636,0,0,0,11.930499
161221085,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,8,3,"161221085-3",9.8103,2,2,25,29,5,33.589416,0.00636163181818182,0,0,0,16.599714
161225368,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,3,5,3,"161225368-1",27.46675,2,2,11,11,1,2.530456,0.00047925303030303,0,0,0,1.3329
161239499,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,5,3,"161239499-1",235.051525,3,1,28,30,3,13.292744,0.00251756515151515,0,0,0,6.83832
161245970,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"161245970-1",3.9483,2,1,29,35,7,4.491247,0.000850614962121212,0,0,0,2.312082
161246595,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,3,"161246595-1",13.19872,2,2,19,24,6,9.9703,0.00188831439393939,0,1,1,4.002285
161251138,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,5,3,"161251138-1",424.226233333333,3,2,30,31,2,4.567074,0.000864976136363636,0,0,0,2.198143
171000030,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,9,3,"171000030-1",11.82636,2,1,1,2,3,2.620806,0.000496364772727273,0,0,0,1.310403
171000146,1,3,1,3,4,NA,NA,NA,NA,NA,NA,3,4,3,"171000146-1",13.14568,3,2,24,27,4,9.034912,0.00171115757575758,0,0,0,4.476687
171000726,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"171000726-1",6.5795,2,2,30,38,9,46.221869,0.00875414185606061,0,0,0,23.053284
171000856,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,3,"171000856-1",13.10346,2,2,13,16,4,9.906011,0.0018761384469697,1,0,1,7.195714
171000856,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"171000856-2",13.10346,2,2,25,34,10,16.246194,0.00307693068181818,0,0,0,8.586902
171001498,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,6,3,"171001498-1",16.28145,3,2,13,15,3,1.173076,0.000222173484848485,0,0,0,0.586538
171001868,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,1,7,3,"171001868-1",13.02516,2,2,29,33,5,19.672013,0.00372576003787879,0,0,0,9.699257
171003891,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,6,3,"171003891-1",97.3238,2,2,9,19,11,NA,NA,0,2,2,13.93708
171004517,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"171004517-1",43.68968,10,2,31,34,4,2.996913,0.000567597159090909,0,0,0,1.498202
171005011,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,9,3,"171005011-1",13.05294,2,2,8,11,4,3.687214,0.000698335984848485,0,0,0,1.843607
171005011,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,5,3,"171005011-2",13.05294,2,2,19,22,4,6.366271,0.00120573314393939,0,0,0,3.180184
171005090,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,6,3,"171005090-1",10.77216,2,2,30,31,2,2.063823,0.000390875568181818,0,1,1,0.847404
171005982,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"171005982-1",13.01136,2,2,26,31,6,4.480306,0.000848542803030303,0,1,1,2.136568
171010524,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,6,3,"171010524-1",49.5039666666667,2,0,15,NA,NA,15.027424,0.00284610303030303,3,0,3,0.031927
171010612,1,4,1,3,4,5,NA,NA,NA,NA,NA,3,9,3,"171010612-1",255.51744,3,2,7,16,10,16.261059,0.00307974602272727,2,1,3,5.286276
171012444,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"171012444-1",22.5258,2,2,28,33,6,67.218831,0.0127308392045455,0,0,0,33.476151
171014680,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,8,3,"171014680-1",526.0284,3,1,10,14,5,34.452239,0.00652504526515152,2,0,2,17.262239
171014796,1,3,1,2,5,NA,NA,NA,NA,NA,NA,3,8,3,"171014796-1",154.998066666667,3,2,11,15,5,20.644118,0.00390987083333333,0,2,2,4.056958
171016239,1,4,2,3,4,5,NA,NA,NA,NA,NA,3,9,3,"171016239-1",4.0504,3,2,9,18,10,8.592532,0.00162737348484848,0,0,0,4.296266
171016351,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,7,3,"171016351-1",11.7244,3,2,28,33,6,11.083348,0.00209911893939394,0,0,0,10.764662
171017228,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"171017228-1",6.54633333333333,2,2,31,34,4,3.364146,0.000637148863636364,0,0,0,1.714859
171017285,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,3,"171017285-1",3.95028,2,2,NA,40,NA,13.597327,0.00257525132575758,0,1,1,NA
171017285,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,3,"171017285-2",8.697275,2,2,11,36,26,23.177541,0.00438968579545455,0,0,0,11.821127
171017842,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,2,3,"171017842-1",16.2642,2,2,27,32,6,9.511055,0.00180133617424242,0,1,1,4.064093
171019517,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,4,3,"171019517-1",10.322425,2,2,8,8,1,3.792182,0.000718216287878788,0,0,0,1.896091
171020480,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"171020480-1",16.2642,3,2,28,34,7,6.436736,0.00121907878787879,0,0,0,3.218368
171021115,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,3,"171021115-1",6.9578,2,2,27,33,7,26.30215,0.0049814678030303,0,0,0,13.228833
171021198,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,9,3,"171021198-1",13.03172,2,2,24,30,7,9.689731,0.00183517632575758,0,1,1,4.014721
171022668,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,6,3,"171022668-1",16.35245,2,2,25,26,2,4.459838,0.000844666287878788,0,0,0,2.229919
171022668,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,6,3,"171022668-2",16.35245,2,2,32,32,1,4.459838,0.000844666287878788,0,0,0,2.229919
171023142,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"171023142-1",21.7086,2,2,9,10,2,4.925327,0.000932827083333333,0,0,0,2.507269
171023142,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"171023142-2",21.7086,2,2,22,24,3,4.127852,0.000781790151515152,0,0,0,2.078041
171023142,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,8,3,"171023142-3",21.7086,2,2,26,33,8,34.929298,0.00661539734848485,0,0,0,17.414392
171023350,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,3,"171023350-1",13.06072,2,2,8,27,20,17.538801,0.00332174261363636,0,3,3,2.053615
171024400,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"171024400-1",13.01746,2,2,14,18,5,11.320243,0.00214398541666667,0,2,2,1.385995
171024400,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"171024400-2",13.01746,10,2,28,33,6,13.904398,0.00263340871212121,0,1,1,6.971845
171024548,1,4,1,2,3,4,NA,NA,NA,NA,NA,3,9,3,"171024548-1",13.08196,3,2,15,18,4,10.76089,0.00203804734848485,0,0,0,5.383717
171024995,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,7,3,"171024995-1",13.01722,3,1,12,18,7,5.133248,0.00097220606060606,1,1,2,0.583515
171025015,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"171025015-1",13.01722,2,2,29,34,6,10.996317,0.00208263579545455,0,0,0,5.498159
171025770,1,3,1,3,4,NA,NA,NA,NA,NA,NA,3,4,3,"171025770-1",16.271525,3,2,26,28,3,15.108325,0.00286142518939394,0,0,0,7.769794
171026425,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"171026425-1",6.6058,2,2,30,34,5,3.760922,0.000712295833333333,0,0,0,1.880461
171028026,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,8,3,"171028026-1",4.935375,2,1,30,38,9,3.215253,0.000608949431818182,0,0,0,1.609549
171028719,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,5,3,"171028719-1",1022.6161,2,2,30,32,3,7.663865,0.00145148958333333,0,1,1,3.620998
171028873,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,2,3,"171028873-1",16.2642,3,2,27,31,5,8.981037,0.00170095397727273,0,0,0,4.490519
171029880,1,3,1,3,4,NA,NA,NA,NA,NA,NA,3,7,3,"171029880-1",32.6991,3,2,20,21,2,2.786036,0.000527658333333333,0,0,0,1.393018
171030148,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"171030148-1",3.9488,3,1,29,35,7,2.088204,0.000395493181818182,0,0,0,1.068462
171030765,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,6,3,"171030765-1",8.6518,3,2,18,22,5,14.647043,0.00277406117424242,0,0,0,7.294013
171031004,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,3,"171031004-1",13.05294,3,2,27,32,6,1.508058,0.000285617045454545,0,0,0,0.754029
171031032,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"171031032-1",195.90678,2,1,9,12,4,2.844487,0.000538728598484849,0,0,0,1.439619
171031032,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,3,"171031032-2",195.90678,2,1,13,17,5,10.454367,0.00197999375,0,1,1,4.875006
171031032,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,7,3,"171031032-3",195.90678,4,1,27,27,1,1.515276,0.000286984090909091,0,0,0,0.757638
171033403,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,2,3,"171033403-1",304.99006,2,2,24,27,4,4.409124,0.000835061363636364,0,0,0,2.204562
171033869,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"171033869-1",45.89282,2,2,26,27,2,0.878614,0.000166404166666667,0,0,0,0.439307
171033869,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"171033869-2",45.89282,2,2,28,29,2,6.139268,0.00116274015151515,0,0,0,3.069634
171033948,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"171033948-1",13.01136,2,2,27,28,2,0.922392,0.000174695454545455,0,0,0,0.461196
171034104,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,3,"171034104-1",32.31444,2,2,3,23,21,8.905023,0.00168655738636364,0,0,0,4.304338
171034298,1,4,2,3,4,5,NA,NA,NA,NA,NA,3,3,3,"171034298-1",128.368233333333,3,2,18,20,3,4.292496,0.000812972727272727,0,1,1,1.099058
171034487,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"171034487-1",13.07224,3,2,31,35,5,2.368326,0.000448546590909091,0,0,0,1.184163
171034945,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,3,"171034945-1",208.14144,2,2,29,29,1,2.450734,0.000464154166666667,0,0,0,1.225367
171035244,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,4,3,"171035244-1",4.9156,2,2,26,27,2,12.48739,0.00236503598484848,0,0,0,6.439828
171038477,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"171038477-1",257.3125,2,2,7,8,2,4.391942,0.000831807196969697,0,0,0,2.195971
171040487,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,3,"171040487-1",8.4127,2,1,11,13,3,12.405492,0.002349525,0,1,1,6.334118
171040487,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,3,"171040487-2",8.4127,2,1,19,25,7,12.522347,0.00237165662878788,0,2,2,6.334118
171042120,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,13,3,"171042120-1",32.0785,3,2,NA,12,NA,NA,NA,0,1,1,NA
171042120,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,7,3,"171042120-2",32.0785,3,2,15,17,3,NA,NA,0,0,0,NA
171042428,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,9,3,"171042428-1",385.1773,2,2,14,20,7,9.478905,0.00179524715909091,3,1,4,4.128795
171042916,1,3,1,4,5,NA,NA,NA,NA,NA,NA,3,2,3,"171042916-1",68.5501,3,1,10,16,7,10.831171,0.00205135814393939,1,0,1,5.489866
171044429,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,1,3,"171044429-1",16.2642,2,2,5,35,31,39.221958,0.00742840113636364,2,1,3,15.879345
171044924,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,3,"171044924-1",86.9997,2,2,36,37,2,0.830372,0.000157267424242424,0,0,0,0.415186
171045196,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"171045196-1",13.15778,2,2,31,34,4,12.802486,0.00242471325757576,0,0,0,6.711783
171045874,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,3,"171045874-1",6.53326666666667,2,1,10,14,5,28.319741,0.00536358731060606,0,0,0,14.298362
171047393,1,4,1,2,3,4,NA,NA,NA,NA,NA,3,5,3,"171047393-1",136.924725,4,2,31,33,3,1.116246,0.000211410227272727,0,0,0,0.558123
171047407,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,2,3,"171047407-1",321.78585,10,1,23,29,7,17.607336,0.00333472272727273,0,1,1,10.085879
171048049,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,2,3,"171048049-1",13.01136,2,2,22,27,6,38.038315,0.00720422632575758,0,0,0,18.851166
171049154,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,3,"171049154-1",22.4911,2,2,9,17,9,54.978852,0.0104126613636364,0,0,0,27.458338
171049780,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,3,"171049780-1",241.508175,3,2,19,23,5,7.359174,0.00139378295454545,0,0,0,3.719263
171050521,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,"171050521-1",17.02152,3,2,9,10,2,2.282742,0.0004323375,0,0,0,1.141371
171051128,1,3,1,3,5,NA,NA,NA,NA,NA,NA,3,3,3,"171051128-1",205.44818,3,2,25,26,2,5.012992,0.000949430303030303,0,0,0,2.506496
