"purpose","avgDist"
"work",3.67488885947245
"univ",2.41276213591636
"sch",3.00352316823444
"esco",3.91756905422648
"imain",2.78911682867814
"idisc",2.88068398
"jmain",2.2277139759519
"jdisc",2.52278965033408
"atwork",1.02753000752864
"total",3.08402780494755
