"","work","univ","sch","esco","imain","idisc","jmain","jdisc","atwork"
"1",81416.2952178488,9112.06517213485,171.904898936167,4644.26831833333,5264.3690567023,10528.3003684852,16.449575,0,161013.656576527
"2",17845.3084973382,92423.7473456475,0,719.598804324995,3402.91885750841,9778.3401137729,13.01136,62.60338,0
"3",1910.91941368595,0,125332.648286648,10178.9492710201,2255.18446025153,8053.01160823377,0,0,0
"4",233640.010976034,37905.2270509503,98929.933535624,131131.296600366,83517.7080667605,93985.771842804,1110.94642833333,1181.00109,2319.47310950885
"5",188331.908741497,18941.9439737264,25484.1195807197,54447.4269466651,198593.136548213,128905.391630504,17933.0937592959,16891.5461737822,5974.20973356487
"6",109245.987016174,12422.7992948532,16045.0735732727,30218.4003511456,114633.140893234,49579.4831425163,10799.9648327749,8042.93891768039,3860.96318243462
"7",170315.343182604,16625.4368337031,24387.2201097007,32411.4194008773,86678.1746569545,90738.7730101827,9612.72358528543,6853.79176302394,21310.8497677347
"8",28006.5896483333,6886.10632666667,5188.98499041781,13710.9079516667,23605.6352819182,39727.4198766667,1279.202565,2480.20464166667,1673.827705
"9",99562.3059532843,16203.0955344674,38202.3414399765,7347.52599732864,30061.7585325051,124266.367001806,763.74025812004,5650.9646152152,476.927031666667
"10",365848.625093521,4267.16728,0,4252.77679166667,2893.318645,10706.1536393561,0,0,33568.2163958266
