"tempid","freq1","freq2","freq3","freq4","freq5","freq6","freq7","freq8","freq9","freq10","freq11","freq12","freq13","freq14","freq15","freq16","freq17","freq18","freq19","freq20","freq21","freq22","freq23","freq24","freq25","freq26","freq27","freq28","freq29","freq30","freq31","freq32","freq33","freq34","freq35","freq36","freq37","freq38","freq39","freq40","TOURPURP","IS_INBOUND","PREV_ORIG_DEP_BIN","TRIP_ID","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","total"
10011,29841.2299121411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,29841.2299121411,29841.2299121411,29841.2299121411,29841.2299121411,29841.2299121411,29841.2299121411,29841.2299121411,29841.2299121411,29841.2299121411,29841.2299121411
10012,13873.419497301,6286.84401653782,2119.2647,54805.234125,4113.31838,2131.46248,1615.26314,649.2286,117.880255,982.723293333334,0,0,0,0,0,0,309.0184,0,0,0,0,308.0022,0,11.79744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.177,1,0,1,2,13873.419497301,20160.2635138388,22279.5282138388,77084.7623388388,81198.0807188388,83329.5431988388,84944.8063388388,85594.0349388388,87523.6335271721,87523.6335271721
10013,990.393266666667,1910.13206666667,128.77738,7.9118,929.39856,0,0,0,0,0,7.9118,0,0,0,0,0,0,0,0,0,0,0,0,11.79744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,990.393266666667,2900.52533333334,3029.30271333334,3037.21451333334,3966.61307333334,3966.61307333334,3966.61307333334,3966.61307333334,3986.32231333333,3986.32231333333
10014,287.3093,0,16.27155,0,350.688466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,287.3093,287.3093,303.58085,303.58085,654.269316666667,654.269316666667,654.269316666667,654.269316666667,654.269316666667,654.269316666667
10021,0,33877.0719164333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,33877.0719164333,33877.0719164333,33877.0719164333,33877.0719164333,33877.0719164333,33877.0719164333,33877.0719164333,33877.0719164333,33877.0719164333,33877.0719164333
10022,3403.9171,15250.6646333333,11265.5423832142,10046.30963,4504.4495,4580.6004,1856.21674255983,986.5351,164.33056,15.81576,83.9036,0,0,0,0,0,0,0,65.6496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,15250.6646333333,26516.2070165475,36562.5166465475,41066.9661465475,45647.5665465475,47503.7832891073,48490.3183891073,48654.6489491073,48820.0179091073,52223.9350091073
10023,65.0862,800.635416666667,103.39421,1072.72894906048,368.44398,51.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,800.635416666667,904.029626666667,1976.75857572714,2345.20255572714,2396.62655572714,2396.62655572714,2396.62655572714,2396.62655572714,2396.62655572714,2461.71275572714
10024,0,109.1385,17.9338666666667,109.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,109.1385,127.072366666667,236.210866666667,236.210866666667,236.210866666667,236.210866666667,236.210866666667,236.210866666667,236.210866666667,236.210866666667
10031,0,0,56804.6384447489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,56804.6384447489,56804.6384447489,56804.6384447489,56804.6384447489,56804.6384447489,56804.6384447489,56804.6384447489,56804.6384447489,56804.6384447489,56804.6384447489
10032,143.95442,4621.4354,12683.3590502143,35325.74073207,21195.3098634674,7924.6296,7460.28082,3027.78274,2873.4514,644.17014,1966.2313,302.25122,223.976,54.2426670303187,706.89968,0,130.3172,0,0,0,0,110.0346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,12683.3590502143,48009.0997822842,69204.4096457517,77129.0392457517,84589.3200657517,87617.1028057517,90490.5542057517,91134.7243457517,94628.677012782,99394.066832782
10033,0,0,2237.849063619,280.99575,2316.08046859362,390.31036,141.438,0,0,19.7672,73.2519,547.4008,0,97.77562,32.43552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2237.849063619,2518.844813619,4834.92528221262,5225.23564221262,5366.67364221262,5366.67364221262,5366.67364221262,5386.44084221262,6137.30468221262,6137.30468221262
10034,0,54.56925,0,331.711943333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,331.711943333333,331.711943333333,331.711943333333,331.711943333333,331.711943333333,331.711943333333,331.711943333333,331.711943333333,386.281193333333
10041,0,0,0,94048.1345796281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,94048.1345796281,94048.1345796281,94048.1345796281,94048.1345796281,94048.1345796281,94048.1345796281,94048.1345796281,94048.1345796281,94048.1345796281,94048.1345796281
10042,1146.49136,2925.334,958.19541,48200.6757618063,34788.9496760744,34374.4717231433,11655.2152421059,10170.9385333333,3887.52692,4959.89308986831,260.6875,635.3798,287.0418,65.7794,4532.70638,65.0568,65.1586,368.49576,65.6496,53.8016,15.7932,261.0588,0,0,0,0,58.7994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,48200.6757618063,82989.6254378807,117364.097161024,129019.31240313,139190.250936463,143077.777856463,148037.670946332,148298.358446332,154773.079586332,159803.100356332
10043,0,0,0,2757.27709166667,2850.564265,2025.49541361477,4449.12652,975.495888839127,242.19473,429.8148,673.9887,0,17.497,0,53.9983333333333,0,0,0,0,1559.01828,0,63.9091333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2757.27709166667,5607.84135666667,7633.33677028144,12082.4632902814,13057.9591791206,13300.1539091206,13729.9687091206,14403.9574091206,16098.3801557872,16098.3801557872
10044,0,0,0,518.1119,1014.81684906048,7.9118,0,157.419,0,0,75.8877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,518.1119,1532.92874906048,1540.84054906048,1540.84054906048,1698.25954906048,1698.25954906048,1698.25954906048,1774.14724906048,1774.14724906048,1774.14724906048
10051,0,0,0,0,130657.933763811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,130657.933763811,130657.933763811,130657.933763811,130657.933763811,130657.933763811,130657.933763811,130657.933763811,130657.933763811,130657.933763811,130657.933763811
10052,553.6068,375.8091,821.58425,7997.45969,122647.399232249,106865.451818729,32205.5124177781,10396.2440783333,7257.4127818892,8496.83102991139,1046.61454,2661.10418,3164.0392,1122.72704,4516.90114,862.68054,135.4283,260.2272,1775.27241439598,65.0861000000001,311.796,0,34.4268,0,0,0,1289.8847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,122647.399232249,229512.851050979,261718.363468757,272114.60754709,279372.020328979,287868.851358891,288915.465898891,291576.570078891,305115.039513287,314863.499353287
10053,0,0,346.65718,104.01708,4815.51505310892,7944.30142656633,6019.48094,2858.19176,99.0644,1678.29296833333,454.552215,273.76905,14.809125,325.284,0,1741.27056,7.83992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,4815.51505310892,12759.8164796752,18779.2974196753,21637.4891796752,21736.5535796753,23414.8465480086,23869.3987630086,24143.1678130086,26232.3714180086,26683.0456780086
10054,0,0,0,48.82496,1141.37904644226,385.28346,540.56412,58.97642,49.3105,19.7372,97.98315,0,0,0,0,0,0,0,0,0,32.8248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,1141.37904644226,1526.66250644226,2067.22662644226,2126.20304644226,2175.51354644226,2195.25074644226,2293.23389644226,2293.23389644226,2326.05869644226,2374.88365644226
10061,0,0,0,0,0,157654.689850382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,157654.689850382,157654.689850382,157654.689850382,157654.689850382,157654.689850382,157654.689850382,157654.689850382,157654.689850382,157654.689850382,157654.689850382
10062,27.92576,822.9093,727.37966,5299.09232,10613.97706,178550.144115933,173384.997442193,38154.1084148596,18943.0198016411,10987.2745660737,5103.56338869546,5176.76546,3779.49392,7330.8534100459,2116.1448,620.5234,1704.68620666667,1026.06482,26.2242,922.254,0,52.04544,335.1791,0,52.13872,0,19.5998,0,0,0,0,0,0,0,0,0,0,0,0,443.7121,1,0,6,2,178550.144115933,351935.141558125,390089.249972985,409032.269774626,420019.5443407,425123.107729395,430299.873189395,434079.367109395,448728.793106108,466220.077206108
10063,0,411.45465,0,104.01708,274.5614,24441.8114769254,25251.6254901664,3128.29723,1403.75501,1793.2948,280.37602,52.12688,52.98103,214.3277,24.50072,0,335.5006,0,0,951.19296,0,0,38.9121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,24441.8114769254,49693.4369670918,52821.7341970918,54225.4892070918,56018.7840070918,56299.1600270918,56351.2869070918,56404.2679370918,57968.7020170918,58758.7351470918
10064,0,0,0,0,424.17948,2285.98266192537,1045.414245,501.19849,122.1191,63.59,478.22215,0,29.3997,145.69198,47.13488,34.9285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,2285.98266192537,3331.39690692537,3832.59539692537,3954.71449692537,4018.30449692537,4496.52664692537,4496.52664692537,4525.92634692537,4753.68170692537,5177.86118692537
10071,0,0,0,0,0,0,122586.152258657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,122586.152258657,122586.152258657,122586.152258657,122586.152258657,122586.152258657,122586.152258657,122586.152258657,122586.152258657,122586.152258657,122586.152258657
10072,0,887.9661,333.28558,3357.90504,2697.3401,19733.24028,184265.775094549,89597.4319531777,35551.7813628266,16046.9720418116,9755.96161,10009.12638,5967.60107305846,2527.3581,3444.499,935.994295,345.37279,1245.1834,147.70768,97.183,770.1821,130.455,0,0,1125.8736,0,2638.5688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,184265.775094549,273863.207047726,309414.988410553,325461.960452365,335217.922062365,345227.048442365,351194.649515423,353722.007615423,364603.027280423,391612.764380423
10073,0,0,0,162.9396,15.73928,1669.07516,34749.6800853521,42304.2395485402,5296.16361333333,1982.22724089316,3982.37050882418,387.43468,1274.569725,1902.45444,2182.34848,445.63496,387.78898,105.51604,30.95684,0,0,0,0,0,1040.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,34749.6800853521,77053.9196338923,82350.0832472256,84332.3104881188,88314.680996943,88702.115676943,89976.685401943,91879.1398419429,96072.151141943,97919.905181943
10074,0,0,0,0,0,106.67,849.70263,6017.92514666667,3783.35816,349.566735,1357.47137303048,131.02766,127.6668,82.6356,60.0274,0,26.04116,0,0,0,0,508.73116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,849.70263,6867.62777666667,10650.9859366667,11000.5526716667,12358.0240446971,12489.0517046971,12616.7185046971,12699.3541046971,13294.1538246972,13400.8238246972
10081,0,0,0,0,0,0,0,98192.8384446885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,98192.8384446885,98192.8384446885,98192.8384446885,98192.8384446885,98192.8384446885,98192.8384446885,98192.8384446885,98192.8384446885,98192.8384446885,98192.8384446885
10082,0,0,456.635466666666,92.55898,3771.135505,6127.99045,9851.03867333333,70915.6861601103,48505.7947216035,26917.0029038545,10972.586725743,13460.0968,5110.58284,3930.86335666666,3885.155075,15899.06078,720.674,616.175210399103,293.90344,2073.0707,569.8348,19.7672,68.8536,0,85.1076,0,1289.8847,484.6761,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,70915.6861601103,119421.480881714,146338.483785568,157311.070511311,170771.167311311,175881.750151311,179812.613507978,183697.768582978,205818.776713377,226118.135788377
10083,0,0,0,0,19.7372,166.15052,3606.241015,16804.9231030378,11112.0618344039,4293.58945,1696.600075,283.216163333333,962.44016,430.69242,2058.75920910802,1245.99214,32.63235,32.40882,13.48424,154.20585,16.34955,0,38.9121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,16804.9231030378,27916.9849374417,32210.5743874417,33907.1744624417,34190.3906257751,35152.8307857751,35583.5232057751,37642.2824148831,39176.2674648831,42968.3961998831
10084,0,0,0,0,0,11.8449,87.84426,6764.43246666667,2364.42034166667,790.633775,694.123025,186.3455,32.53675,68.498,0,0,545.64484,115.83004,3513.06855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,6764.43246666667,9128.85280833333,9919.48658333334,10613.6096083333,10799.9551083333,10832.4918583333,10900.9898583333,10900.9898583333,15075.5332883333,15175.2224483333
10091,0,0,0,0,0,0,0,0,73084.2938661541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,73084.2938661541,73084.2938661541,73084.2938661541,73084.2938661541,73084.2938661541,73084.2938661541,73084.2938661541,73084.2938661541,73084.2938661541,73084.2938661541
10092,27.92576,0,249.29126,3249.21708,285.118545,5439.85996,6164.59576,12287.59006,55225.0510861498,44209.8507015007,19937.5982551008,1935.60343,4783.21542,4245.39496047672,783.736005,695.873902596042,1238.066955,317.5974,104.33648,553.14288,130.7974,234.20448,0,84.9189,235.3738,0,19.5998,65.1586,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,55225.0510861498,99434.9017876506,119372.500042751,121308.103472751,126091.318892751,130336.713853228,131120.449858228,131816.323760824,134799.520455824,162503.118880824
10093,0,0,0,0,0,855.480466666666,692.853719999999,2069.56541166667,5090.70741457958,6773.13397666667,2497.85695367646,1831.840635,945.579865,717.58894,797.64948,741.26481,490.76096,196.158795,431.703,176.00525,52.31856,526.69888,106.05606,0,0,52.04544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,3,5090.70741457958,11863.8413912462,14361.6983449227,16193.5389799227,17139.1188449227,17856.7077849227,18654.3572649227,19395.6220749227,21427.3690199227,25045.268618256
10094,0,0,0,0,0,19.7372,34.9285,573.10574,328.29732,718.711288333333,1337.65803333333,184.25304,0,26.1393933333333,34.4428,80.7269,0,0,0,0,0,0,52.31856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4,328.29732,1047.00860833333,2384.66664166667,2568.91968166667,2568.91968166667,2595.059075,2629.501875,2710.228775,2762.547335,3390.318775
10101,0,0,0,0,0,0,0,0,0,47051.4719490187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,47051.4719490187,47051.4719490187,47051.4719490187,47051.4719490187,47051.4719490187,47051.4719490187,47051.4719490187,47051.4719490187,47051.4719490187,47051.4719490187
10102,248.7366,126.088,187.4025,1215.5369,2987.361,814.12766,3672.781,4335.34417,14209.8690866667,27025.2212483333,23515.6927202407,6067.059545,5277.80586,2951.4523,1831.054925,969.998707362802,893.155100000001,682.6721,83.69928,553.43198,91.43264,195.7197,0,138.9777,0,0,0,0,0,97.5852,0,0,0,0,0,0,0,0,0,0,1,0,10,2,27025.2212483333,50540.9139685741,56607.973513574,61885.779373574,64837.2316735741,66668.2865985741,67638.2853059368,68531.4404059369,70374.9590059368,98172.2059226035
10103,0,0,48.82496,64.61816,673.24928,738.46882,159.1238,82.840665,1335.571545,14927.8496283333,7216.79842608651,1628.28241986832,139.722051073654,405.81904,547.187433333333,335.565146666667,344.28524,89.666895,150.7028,0,52.31856,0,52.31856,0,0,52.04544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,3,14927.8496283333,22144.6480544198,23772.9304742882,23912.6525253618,24318.4715653618,24865.6589986951,25201.2241453618,25545.5093853618,25942.5616403618,29045.2588703618
10104,0,0,0,48.82496,7.86964,0,0,32.9112,0,800.73635,2577.54535333333,602.579908333333,167.650402559828,14.76136,419.367505,117.29468,429.8148,48.7926,60.28112,60.28112,0,45.6997333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4,800.73635,3378.28170333333,3980.86161166667,4148.51201422649,4163.27337422649,4582.64087922649,4699.93555922649,5129.75035922649,5344.80493255983,5434.41073255983
10111,0,0,0,0,0,0,0,0,0,0,26629.9368146339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,26629.9368146339,26629.9368146339,26629.9368146339,26629.9368146339,26629.9368146339,26629.9368146339,26629.9368146339,26629.9368146339,26629.9368146339,26629.9368146339
10112,0,65.7904,610.3706,65.0568,883.8909,736.64096,2503.02036,3270.84078,2111.18122,8435.20455333333,19719.224801284,12429.0598335231,6067.01626969868,3686.86789051459,3024.728055,1788.058375,1776.73588166667,599.981175,44.16592,1433.56238,0,37.1466,1619.12164,0,39.1996,9.83095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,19719.224801284,32148.2846348071,38215.3009045058,41902.1687950204,44926.8968500204,46714.9552250204,48491.6911066871,49091.6722816871,52274.6993716871,70956.6959450204
10113,0,0,0,0,39.1996,65.3401,182.21964,250.67376,813.46254,2053.51782,4842.28867333333,1582.3410702694,337.897785,757.1114,840.63333,752.955129809119,432.70294,7.90688,0,0,0,132.943333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,3,4842.28867333333,6424.62974360273,6762.52752860273,7519.63892860273,8360.27225860273,9113.22738841185,9545.93032841185,9553.83720841185,9686.78054174518,13091.1940017452
10114,0,0,0,0,0,7.9118,0,0,0,32.5284,611.03571,635.924262979441,360.554581820187,180.980013333333,59.16656,0,18.74536,48.7926,0,0,0,7.90688,0,14.8254,0,0,25.9414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,4,611.03571,1246.95997297944,1607.51455479963,1788.49456813296,1847.66112813296,1847.66112813296,1866.40648813296,1915.19908813296,1963.87276813296,2004.31296813296
10121,0,0,0,0,0,0,0,0,0,0,0,17609.7618963602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,17609.7618963602,17609.7618963602,17609.7618963602,17609.7618963602,17609.7618963602,17609.7618963602,17609.7618963602,17609.7618963602,17609.7618963602,17609.7618963602
10122,0,0,55.3821,315.018966666666,448.38004,355.6028,551.15834,1686.81045,723.09422,4153.58115666667,4932.37889,8738.10004,9738.568565,4677.40296,2350.44986,4274.10029752687,1315.9052,1373.565,35.35556,583.77481,0,74.2932,0,106.4514,78.5434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,8738.10004,18476.668605,23154.071565,25504.521425,29778.6217225269,31094.5269225269,32468.0919225269,32503.4474825269,33346.5102925269,46567.9172558602
10123,0,0,327.0183,39.47424,0,0,0,140.0722,528.4395,530.606105,396.28124,1209.5225,1934.40473333333,1811.70468,1512.26577685648,137.98814,80.76408,177.586341666667,27.2725,0,0,63.9091333333334,0,0,106.4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,1209.5225,3143.92723333333,4955.63191333333,6467.89769018981,6605.88583018981,6686.64991018981,6864.23625185648,6891.50875185648,7061.86928518981,9023.76087018981
10124,0,0,0,0,0,0,0,91.50678,0,84.70123,0,758.955000269397,471.214736666667,276.372405,522.21866,470.34072,0,270.5556,0,116.35245,0,0,52.31856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,4,758.955000269397,1230.16973693606,1506.54214193606,2028.76080193606,2499.10152193606,2499.10152193606,2769.65712193606,2769.65712193606,2938.32813193606,3114.53614193606
10131,0,0,0,0,0,0,0,0,0,0,0,0,18527.68478163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,18527.68478163,18527.68478163,18527.68478163,18527.68478163,18527.68478163,18527.68478163,18527.68478163,18527.68478163,18527.68478163,18527.68478163
10132,0,65.7904,161.9361,858.77088,19.7455,125.09904,1794.15268,1373.46204,1506.15444,1308.59512666667,2721.51204,1968.46103,4676.61562333333,3687.17250944397,4153.31285309586,687.725633333333,997.360124765436,697.86325,116.38924,361.20686,0,62.60589,313.2589,0,1105.8228,0,0,117.13912,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2,4676.61562333333,8363.7881327773,12517.1009858732,13204.8266192065,14202.1867439719,14900.0499939719,15016.4392339719,15377.6460939719,16976.4728039719,28880.1520806386
10133,0,0,0,220.527506666667,0,0,116.57884,767.48856,25.9554,52.06888,520.95742,474.54687,660.34354,1965.64228,603.27025,11.85929,169.64342,0,91.1112,0,0,0,0,0,0,0,19.744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,3,660.34354,2625.98582,3229.25607,3241.11536,3410.75878,3410.75878,3501.86998,3501.86998,3521.61398,5699.73745666667
10134,0,0,0,0,0,0,0,0,0,0,14.808,14.808,223.28282,900.877795,327.884185,159.736215,170.080066073654,1156.59604,21.8032666666667,267.8786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,4,223.28282,1124.160615,1452.0448,1611.781015,1781.86108107365,2938.45712107365,2960.26038774032,3228.13898774032,3228.13898774032,3257.75498774032
10141,0,0,0,0,0,0,0,0,0,0,0,0,0,14589.7388352087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,14589.7388352087,14589.7388352087,14589.7388352087,14589.7388352087,14589.7388352087,14589.7388352087,14589.7388352087,14589.7388352087,14589.7388352087,14589.7388352087
10142,260.50406,19.7513,65.2631,100.2568,107.0714,927.301045,799.841200000001,750.4913,1168.799175,642.44612,1343.8498,697.08802,55.9035,1870.56356666667,3821.21486166667,2184.46788,1544.52224833333,2584.58455333333,81.36136,114.3178,0,0,0,0,0,0,19.5998,0,0,0,67.2212,0,0,0,0,0,0,0,0,0,1,0,14,2,1870.56356666667,5691.77842833333,7876.24630833333,9420.76855666667,12005.35311,12086.71447,12201.03227,12201.03227,12287.85327,19226.42009
10143,0,0,0,0,0,0,24.50072,308.644,0,1071.8299,32.28108,790.11663,1409.76961,2252.62444944397,1916.0387005146,943.893030363652,121.579025,124.360055476723,0,9.8836,0,0,0,0,1040.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,3,2252.62444944397,4168.66314995856,5112.55618032222,5234.13520532222,5358.49526079894,5358.49526079894,5368.37886079894,5368.37886079894,6409.14486079894,10046.2868007989
10144,0,0,0,39.47424,0,0,0,0,0,0,65.3401,625.9275,39.23892,184.932375,877.350356666667,56.33432,60.06392,1066.90204,49.45348,1293.2559,0,0,135.0945,0,13.01722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,4,184.932375,1062.28273166667,1118.61705166667,1178.68097166667,2245.58301166667,2295.03649166667,3588.29239166667,3588.29239166667,3736.40411166667,4506.38487166667
10151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13316.3863191376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,13316.3863191376,13316.3863191376,13316.3863191376,13316.3863191376,13316.3863191376,13316.3863191376,13316.3863191376,13316.3863191376,13316.3863191376,13316.3863191376
10152,0,0,186.9405,4391.7521,347.1216,910.04336,602.24204,1485.6242,122.1998,1600.9564,796.191440000001,1784.383275,243.5047,1567.32329,4375.965785,2289.36311603168,3281.235165,450.237775,88.42186,138.2358,0,1295.71,1611.1219,0,0,0,0,44.0412999999999,196.2294,32.5284,67.2212,0,0,0,0,0,0,0,0,887.4242,1,0,15,2,4375.965785,6665.32890103168,9946.56406603168,10396.8018410317,10485.2237010317,10623.4595010317,10623.4595010317,11919.1695010317,14757.7359010317,28796.0186060317
10153,0,0,0,0,0,0,0,58.55112,0,27.13325,64.82418,39.24594,310.35936,106.35328,528.08841,3307.51624166667,737.47296,260.90498,1908.60984142919,0,639.60215,0,39.35316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,3,528.08841,3835.60465166667,4573.07761166667,4833.98259166667,6742.59243309586,6742.59243309586,7382.19458309586,7382.19458309586,7421.54774309586,8028.01487309586
10154,0,0,0,39.47424,0,0,0,0,0,0,44.0022,0,0,45.5556,77.13128,571.78472,85.7377633333333,258.12979,165.57958,68.35082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,4,77.13128,648.916,734.653763333333,992.783553333333,1158.36313333333,1226.71395333333,1226.71395333333,1226.71395333333,1226.71395333333,1355.74599333333
10161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18764.775006608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,18764.775006608,18764.775006608,18764.775006608,18764.775006608,18764.775006608,18764.775006608,18764.775006608,18764.775006608,18764.775006608,18764.775006608
10162,0,0,186.3211,52.21048,0,4149.8753,1351.3752,145.79344,263.27312,853.1221,81.1333,320.0273,1007.67924,161.149875,1583.4678,1441.31438,7786.97673120125,1998.84136381006,435.75728,682.608225,104.7657,164.23113,0,418.3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,1441.31438,9228.29111120125,11227.1324750113,11662.8897550113,12345.4979800113,12450.2636800113,12614.4948100113,12614.4948100113,13032.8409100113,23188.2691650113
10163,0,0,0,0,0,0,46.89314,0,0,0,14.8254,39.24594,88.04841,0,11.75988,7499.36458666667,202.73232,542.28235426271,540.654665696134,140.76381,0,0,27.94786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,3,7499.36458666667,7702.09690666667,8244.37926092938,8785.03392662551,8925.79773662551,8925.79773662551,8925.79773662551,8953.74559662551,8953.74559662551,9154.51836662551
10164,0,0,0,0,0,0,0,0,9.8174,0,0,14.8254,0,0,0,258.586893333333,930.40674,0,103.6248,0,0,0,0,27.83676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,4,258.586893333333,1188.99363333333,1188.99363333333,1292.61843333333,1292.61843333333,1292.61843333333,1292.61843333333,1292.61843333333,1320.45519333333,1345.09799333333
10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18831.9872175171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,18831.9872175171,18831.9872175171,18831.9872175171,18831.9872175171,18831.9872175171,18831.9872175171,18831.9872175171,18831.9872175171,18831.9872175171,18831.9872175171
