"District","Work","Univ","Schl"
"1",5.86323242018558,5.87154823295707,10.7831748739544
"2",10.2968399523498,8.56721480677173,4.88550820533677
"3",10.6760548263556,6.89811376082502,4.20601538349934
"4",12.592829629397,8.79407584447228,3.20656794422721
"5",13.306885453417,8.29392172490972,3.79844684239985
"6",12.5452668805006,12.17061038727,4.21333470351379
"7",14.1957757771518,9.976648490343,4.76830254752521
"8",83.9046676303625,0,0
"Total",11.8001814251131,8.55385245078392,4.26416301672704
