"DAYNO","HH_ID","JTRIP_ID","uid","NUMBER_HH","PERSON_1","PERSON_2","PERSON_3","PERSON_4","PERSON_5","PERSON_6","PERSON_7","PERSON_8","PERSON_9","COMPOSITION","TOUR_ID","JTOUR_ID","finalweight","stops","TOURPURP","DEST_PURP","TRIPMODE","TOURMODE","OTAZ","DTAZ","TOUROTAZ","TOURDTAZ","DEST_DEP_BIN","ORIG_DEP_BIN","IS_INBOUND","ANCHOR_DEPART_HOUR","ANCHOR_DEPART_MIN","DEST_ARR_BIN","ORIG_ARR_BIN","ANCHOR_DEPART_BIN","ANCHOR_ARRIVE_BIN","DEST_IS_TOUR_ORIG","PERTYPE_1","PERTYPE_2","PERTYPE_3","PERTYPE_4","PERTYPE_5","PERTYPE_6","PERTYPE_7","PERTYPE_8","PERTYPE_9","AGE_1","AGE_2","AGE_3","AGE_4","AGE_5","AGE_6","AGE_7","AGE_8","AGE_9","MAX_AGE","MAX_AGE_PERTYPE"
1,171142047,2,"1-171142047-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,65.0874,0,2,2,2,2,3490,3237,3490,3237,24,21,0,14,30,24,21,21,24,0,3,3,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,3
1,171142047,3,"1-171142047-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,65.0874,0,2,0,2,2,3237,3490,3490,3237,40,24,1,14,30,40,24,21,24,1,3,3,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,3
1,171142371,1,"1-171142371-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,13.01136,1,7,8,2,2,2538,2797,2538,2869,26,25,0,16,55,26,25,25,28,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,171142371,2,"1-171142371-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,13.01136,0,7,7,2,2,2797,2869,2538,2869,28,26,0,16,55,28,26,25,28,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,171142371,3,"1-171142371-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,13.01136,0,7,0,2,2,2869,2538,2538,2869,40,28,1,16,55,40,28,25,28,1,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,171142499,1,"1-171142499-1",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,16.28145,0,4,4,2,2,3214,3309,3214,3309,8,8,0,8,17,8,8,8,9,0,1,7,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,8,1
1,171142499,2,"1-171142499-2",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,16.28145,0,4,0,2,2,3309,3214,3214,3309,15,8,1,8,17,15,8,8,9,1,1,7,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,8,1
1,171142667,1,"1-171142667-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,16.335025,0,7,7,2,2,2525,2811,2525,2811,29,28,0,18,0,29,28,28,30,0,2,1,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,11,2
1,171142667,2,"1-171142667-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,16.335025,0,7,0,2,2,2811,2525,2525,2811,40,29,1,18,0,40,29,28,30,1,2,1,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,11,2
1,171143653,5,"1-171143653-5",2,1,2,NA,NA,NA,NA,NA,NA,NA,3,5,1,6.53326666666667,0,5,5,3,3,4587,4539,4587,4539,35,34,0,21,20,35,34,34,35,0,4,7,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,5,4
1,171143653,6,"1-171143653-6",2,1,2,NA,NA,NA,NA,NA,NA,NA,3,5,1,6.53326666666667,0,5,0,3,3,4539,4587,4587,4539,40,35,1,21,20,40,35,34,35,1,4,7,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,5,4
1,171143699,4,"1-171143699-4",2,2,3,NA,NA,NA,NA,NA,NA,NA,1,3,1,404.8998,1,6,6,2,2,3208,3208,3208,3272,27,27,0,17,40,27,27,27,27,0,4,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,8,4
1,171143699,5,"1-171143699-5",2,2,3,NA,NA,NA,NA,NA,NA,NA,1,3,1,404.8998,0,6,6,2,2,3208,3272,3208,3272,27,27,0,17,40,27,27,27,27,0,4,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,8,4
1,171143699,6,"1-171143699-6",2,2,3,NA,NA,NA,NA,NA,NA,NA,1,3,1,404.8998,0,6,0,2,2,3272,3208,3208,3272,40,27,1,17,40,40,27,27,27,1,4,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,8,4
1,171144183,1,"1-171144183-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,98.6454312331764,0,1,1,2,2,2624,4012,2624,4012,26,6,0,7,0,26,6,6,27,0,1,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,6,1
1,171144183,2,"1-171144183-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,98.6454312331764,0,1,0,2,2,4012,2624,2624,4012,28,26,1,7,0,28,26,6,27,1,1,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,6,1
1,171144183,3,"1-171144183-3",3,1,2,3,NA,NA,NA,NA,NA,NA,3,2,2,98.6454312331764,0,5,5,3,3,2624,2451,2624,2451,29,28,0,18,0,29,28,28,30,0,1,1,8,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,6,1
1,171144183,4,"1-171144183-4",3,1,2,3,NA,NA,NA,NA,NA,NA,3,2,2,98.6454312331764,1,5,5,3,3,2451,2453,2624,2451,30,29,1,18,0,30,29,28,30,0,1,1,8,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,6,1
1,171144183,5,"1-171144183-5",3,1,2,3,NA,NA,NA,NA,NA,NA,3,2,2,98.6454312331764,0,5,0,3,3,2453,2624,2624,2451,40,30,1,18,0,40,30,28,30,1,1,1,8,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,6,1
1,171144210,1,"1-171144210-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,4.89995,0,7,7,2,2,2801,2645,2801,2645,22,22,0,15,12,22,22,22,23,0,1,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,4
1,171144210,2,"1-171144210-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,4.89995,0,7,0,2,2,2645,2801,2801,2645,23,22,1,15,12,23,22,22,23,1,1,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,4
1,171144352,1,"1-171144352-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,16.2642,1,5,7,2,2,2724,2870,2724,2776,15,14,0,11,25,15,14,14,16,0,2,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,171144352,2,"1-171144352-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,16.2642,0,5,5,2,2,2870,2776,2724,2776,16,15,0,11,25,16,15,14,16,0,2,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,171144352,3,"1-171144352-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,16.2642,0,5,0,2,2,2776,2724,2724,2776,40,16,1,11,25,40,16,14,16,1,2,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,171144587,1,"1-171144587-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,9.81944,0,7,7,2,2,4235,4162,4235,4162,30,28,0,18,20,30,28,28,31,0,1,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,6,1
1,171144587,2,"1-171144587-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,9.81944,1,7,5,2,2,4162,4063,4235,4162,31,30,1,18,20,31,30,28,31,0,1,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,6,1
1,171144587,3,"1-171144587-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,9.81944,0,7,0,2,2,4063,4235,4235,4162,40,31,1,18,20,40,31,28,31,1,1,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,6,1
1,171144645,13,"1-171144645-13",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,13.01136,0,1,1,2,2,2259,2439,2259,2439,33,29,0,18,38,33,29,29,33,0,2,4,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,10,2
1,171144645,14,"1-171144645-14",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,13.01136,0,1,0,2,2,2439,2259,2259,2439,40,33,1,18,38,40,33,29,33,1,2,4,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,10,2
1,171145495,1,"1-171145495-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,3.9477,0,4,4,2,3,NA,NA,NA,NA,29,26,0,17,24,29,26,26,33,0,5,4,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,11,5
1,171145495,2,"1-171145495-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,3.9477,1,4,7,3,3,NA,NA,NA,NA,32,29,1,17,24,32,29,26,33,0,5,4,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,11,5
1,171145495,3,"1-171145495-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,3.9477,0,4,0,3,3,NA,NA,NA,NA,33,32,1,17,24,33,32,26,33,1,5,4,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,11,5
1,171145757,1,"1-171145757-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,125.370361302499,0,5,13,2,2,3293,4238,3293,3288,21,21,0,14,30,21,21,21,23,0,5,5,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,13,5
1,171145757,2,"1-171145757-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,125.370361302499,0,5,5,2,2,4238,3288,3293,3288,22,21,0,14,30,22,21,21,23,0,5,5,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,13,5
1,171145757,3,"1-171145757-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,125.370361302499,0,5,13,2,2,3288,3017,3293,3288,22,22,1,14,30,22,22,21,23,0,5,5,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,13,5
1,171145757,4,"1-171145757-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,125.370361302499,0,5,0,2,2,3017,3293,3293,3288,40,22,1,14,30,40,22,21,23,1,5,5,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,13,5
1,171146247,1,"1-171146247-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,19.6306,0,7,7,4,4,4562,4562,4562,4562,17,15,0,11,35,17,15,15,17,0,5,5,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,13,5
1,171146247,2,"1-171146247-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,19.6306,0,7,0,4,4,4562,4562,4562,4562,24,17,1,11,35,24,17,15,17,1,5,5,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,13,5
1,171146247,3,"1-171146247-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,19.6306,0,7,7,2,2,4562,3158,4562,3158,29,24,0,16,15,29,24,24,32,0,5,5,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,13,5
1,171146247,4,"1-171146247-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,19.6306,1,7,5,2,2,3158,3092,4562,3158,30,29,1,16,15,30,29,24,32,0,5,5,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,13,5
1,171146247,5,"1-171146247-5",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,19.6306,0,7,0,2,2,3092,4562,4562,3158,40,30,1,16,15,40,30,24,32,1,5,5,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,13,5
1,171146316,3,"1-171146316-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,21.7195666666667,1,9,7,2,2,4563,3801,4563,4322,16,14,0,11,8,16,14,14,18,0,4,4,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,10,4
1,171146316,4,"1-171146316-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,21.7195666666667,0,9,9,2,2,3801,4322,4563,4322,17,16,0,11,8,17,16,14,18,0,4,4,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,10,4
1,171146316,5,"1-171146316-5",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,21.7195666666667,0,9,0,2,2,4322,4563,4563,4322,40,17,1,11,8,40,17,14,18,1,4,4,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,10,4
1,171146328,1,"1-171146328-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,16.28965,0,7,7,2,2,4515,4350,4515,4350,29,26,0,17,20,29,26,26,31,0,2,3,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,3
1,171146328,2,"1-171146328-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,16.28965,0,7,0,2,2,4350,4515,4515,4350,40,29,1,17,20,40,29,26,31,1,2,3,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,3
1,171146498,1,"1-171146498-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,65.0874,0,6,6,2,2,4424,3776,4424,3776,16,5,0,6,45,16,5,5,17,0,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,171146498,2,"1-171146498-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,65.0874,0,6,0,2,2,3776,4424,4424,3776,40,16,1,6,45,40,16,5,17,1,5,5,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,5
1,171146839,2,"1-171146839-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,78.5928058935012,0,6,6,2,2,2928,2802,2928,2802,13,10,0,9,20,13,10,10,15,0,2,4,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,10,4
1,171146839,3,"1-171146839-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,78.5928058935012,1,6,5,2,2,2802,2969,2928,2802,14,13,1,9,20,14,13,10,15,0,2,4,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,10,4
1,171146839,4,"1-171146839-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,78.5928058935012,1,6,5,2,2,2969,2969,2928,2802,14,14,1,9,20,14,14,10,15,0,2,4,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,10,4
1,171146839,5,"1-171146839-5",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,78.5928058935012,0,6,0,2,2,2969,2928,2928,2802,23,14,1,9,20,23,14,10,15,1,2,4,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,10,4
1,171147776,1,"1-171147776-1",2,1,3,NA,NA,NA,NA,NA,NA,NA,1,3,1,65.3036,0,5,5,2,2,766,624,766,624,25,24,0,16,18,25,24,24,26,0,2,3,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,10,2
1,171147776,2,"1-171147776-2",2,1,3,NA,NA,NA,NA,NA,NA,NA,1,3,1,65.3036,0,5,0,2,2,624,766,766,624,40,25,1,16,18,40,25,24,26,1,2,3,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,10,2
1,171147956,1,"1-171147956-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,91.0417339725758,1,9,6,2,2,1676,1622,1676,1641,25,24,0,16,0,25,24,24,28,0,5,5,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,13,5
1,171147956,2,"1-171147956-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,91.0417339725758,0,9,9,2,2,1622,1641,1676,1641,27,25,0,16,0,27,25,24,28,0,5,5,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,13,5
1,171147956,3,"1-171147956-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,91.0417339725758,0,9,0,2,2,1641,1676,1676,1641,40,27,1,16,0,40,27,24,28,1,5,5,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,13,5
1,171148267,1,"1-171148267-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1690.64583923587,0,1,1,2,2,1353,1058,1353,1058,25,5,0,6,45,25,5,5,28,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,1
1,171148267,2,"1-171148267-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1690.64583923587,1,1,9,2,2,1058,1318,1353,1058,28,25,1,6,45,28,25,5,28,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,1
1,171148267,3,"1-171148267-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1690.64583923587,0,1,0,2,2,1318,1353,1353,1058,40,28,1,6,45,40,28,5,28,1,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,1
1,171148529,1,"1-171148529-1",4,1,2,3,4,NA,NA,NA,NA,NA,3,1,1,78.14122,0,2,2,3,3,684,743,684,743,21,7,0,7,50,21,7,7,22,0,3,7,7,7,0,0,0,0,0,5,2,2,2,0,0,0,0,0,5,3
1,171148529,2,"1-171148529-2",4,1,2,3,4,NA,NA,NA,NA,NA,3,1,1,78.14122,1,2,2,3,3,743,743,684,743,21,21,1,7,50,21,21,7,22,0,3,7,7,7,0,0,0,0,0,5,2,2,2,0,0,0,0,0,5,3
1,171148529,3,"1-171148529-3",4,1,2,3,4,NA,NA,NA,NA,NA,3,1,1,78.14122,1,2,2,3,3,743,696,684,743,22,21,1,7,50,22,21,7,22,0,3,7,7,7,0,0,0,0,0,5,2,2,2,0,0,0,0,0,5,3
1,171148529,4,"1-171148529-4",4,1,2,3,4,NA,NA,NA,NA,NA,3,1,1,78.14122,0,2,0,3,3,696,684,684,743,40,22,1,7,50,40,22,7,22,1,3,7,7,7,0,0,0,0,0,5,2,2,2,0,0,0,0,0,5,3
1,171148754,2,"1-171148754-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,6.88012,0,7,7,4,4,2935,2974,2935,2974,22,19,0,13,47,22,19,19,23,0,1,1,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,7,1
1,171148754,3,"1-171148754-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,6.88012,0,7,0,4,4,2974,2935,2935,2974,24,22,1,13,47,24,22,19,23,1,1,1,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,7,1
1,171148792,1,"1-171148792-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,65.0861,0,13,13,2,2,978,1041,978,1635,26,25,0,16,55,26,25,25,33,0,5,5,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,13,5
1,171148792,2,"1-171148792-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,65.0861,0,13,13,2,2,1041,1635,978,1635,32,26,0,16,55,32,26,25,33,0,5,5,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,13,5
1,171148792,3,"1-171148792-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,65.0861,0,13,0,2,2,1635,978,978,1635,40,32,1,16,55,40,32,25,33,1,5,5,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,13,5
1,171149113,1,"1-171149113-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,16.3393,1,1,7,2,2,886,1083,886,886,30,29,0,18,57,30,29,29,NA,0,1,1,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,7,1
1,171149113,2,"1-171149113-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,16.3393,0,1,1,2,2,1083,886,886,886,40,30,0,18,57,40,30,29,NA,1,1,1,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,7,1
1,171149585,1,"1-171149585-1",3,1,3,4,NA,NA,NA,NA,NA,NA,3,1,1,16.272125,1,7,5,3,3,506,1107,506,718,23,21,0,14,52,23,21,21,26,0,2,8,8,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,5,2
1,171149585,2,"1-171149585-2",3,1,3,4,NA,NA,NA,NA,NA,NA,3,1,1,16.272125,0,7,7,3,3,1107,718,506,718,25,23,0,14,52,25,23,21,26,0,2,8,8,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,5,2
1,171149585,3,"1-171149585-3",3,1,3,4,NA,NA,NA,NA,NA,NA,3,1,1,16.272125,0,7,0,3,3,718,506,506,718,40,25,1,14,52,40,25,21,26,1,2,8,8,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,5,2
1,171152522,1,"1-171152522-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,3,1,1,4.89995,0,4,4,2,2,3337,3610,3337,3610,6,5,0,6,58,6,5,5,6,0,4,7,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,10,4
1,171152522,2,"1-171152522-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,3,1,1,4.89995,0,4,0,2,2,3610,3337,3337,3610,18,6,1,6,58,18,6,5,6,1,4,7,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,10,4
1,171152522,3,"1-171152522-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,4.89995,0,4,4,2,2,3337,3610,3337,3610,19,18,0,13,15,19,18,18,19,0,4,7,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,10,4
1,171152522,4,"1-171152522-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,4.89995,1,4,7,2,2,3610,3312,3337,3610,19,19,1,13,15,19,19,18,19,0,4,7,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,10,4
1,171152522,5,"1-171152522-5",2,1,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,4.89995,0,4,0,2,2,3312,3337,3337,3610,40,19,1,13,15,40,19,18,19,1,4,7,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,10,4
1,171152703,1,"1-171152703-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,60.63594,1,6,7,2,2,2269,3446,2269,3446,17,15,0,11,33,17,15,15,23,0,3,2,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,7,2
1,171152703,2,"1-171152703-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,60.63594,0,6,6,2,2,3446,3446,2269,3446,20,17,0,11,33,20,17,15,23,0,3,2,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,7,2
1,171152703,3,"1-171152703-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,60.63594,1,6,6,2,2,3446,3953,2269,3446,22,20,1,11,33,22,20,15,23,0,3,2,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,7,2
1,171152703,4,"1-171152703-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,60.63594,0,6,0,2,2,3953,2269,2269,3446,40,22,1,11,33,40,22,15,23,1,3,2,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,7,2
1,171152918,1,"1-171152918-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1393.22908255587,0,1,13,2,2,1266,1186,1266,970,17,17,0,12,30,17,17,17,19,0,2,1,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,10,1
1,171152918,2,"1-171152918-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1393.22908255587,0,1,1,2,2,1186,970,1266,970,17,17,0,12,30,17,17,17,19,0,2,1,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,10,1
1,171152918,3,"1-171152918-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1393.22908255587,0,1,13,2,2,970,1188,1266,970,19,17,1,12,30,19,17,17,19,0,2,1,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,10,1
1,171152918,4,"1-171152918-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1393.22908255587,0,1,0,2,2,1188,1266,1266,970,40,19,1,12,30,40,19,17,19,1,2,1,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,10,1
1,171153089,1,"1-171153089-1",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,4.9156,1,9,5,2,2,1882,1926,1882,1926,12,11,0,9,38,12,11,11,16,0,4,8,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,4
1,171153089,2,"1-171153089-2",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,4.9156,0,9,9,2,2,1926,1926,1882,1926,16,12,0,9,38,16,12,11,16,0,4,8,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,4
1,171153089,3,"1-171153089-3",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,4.9156,0,9,0,2,2,1926,1882,1882,1926,40,16,1,9,38,40,16,11,16,1,4,8,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,4
1,171153201,1,"1-171153201-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,285.7402,0,7,7,2,2,350,419,350,419,16,13,0,10,45,16,13,13,19,0,5,5,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,13,5
1,171153201,2,"1-171153201-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,285.7402,0,7,13,2,2,419,603,350,419,18,16,1,10,45,18,16,13,19,0,5,5,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,13,5
1,171153201,3,"1-171153201-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,285.7402,0,7,13,2,2,603,422,350,419,19,18,1,10,45,19,18,13,19,0,5,5,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,13,5
1,171153201,4,"1-171153201-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,285.7402,0,7,0,2,2,422,350,350,419,40,19,1,10,45,40,19,13,19,1,5,5,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,13,5
1,171153393,1,"1-171153393-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,13.01724,1,9,7,2,2,593,650,593,367,26,25,0,16,33,26,25,25,34,0,1,1,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,9,1
1,171153393,2,"1-171153393-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,13.01724,1,9,7,2,2,650,540,593,367,29,26,0,16,33,29,26,25,34,0,1,1,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,9,1
1,171153393,3,"1-171153393-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,13.01724,0,9,9,2,2,540,367,593,367,33,29,0,16,33,33,29,25,34,0,1,1,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,9,1
1,171153393,4,"1-171153393-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,13.01724,1,9,8,2,2,367,644,593,367,33,33,1,16,33,33,33,25,34,0,1,1,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,9,1
