"distbin","PURPOSE","freq"
1,"esco",89109.1908664699
10,"esco",9947.35557345504
11,"esco",5390.28247405039
12,"esco",9847.08176619887
13,"esco",4068.0502727376
14,"esco",1250.08257437792
15,"esco",4794.42333344845
16,"esco",4267.76997364587
17,"esco",937.795271666667
18,"esco",1567.46508510066
19,"esco",1051.01767333333
2,"esco",90097.6946930227
20,"esco",1176.67458909571
21,"esco",2484.20252733805
22,"esco",1020.17828666667
23,"esco",950.93776
24,"esco",1200.35170535104
25,"esco",264.430283333333
26,"esco",32.75865
27,"esco",0
28,"esco",1085.90323881267
29,"esco",84.9970845519367
3,"esco",48856.1474376329
30,"esco",16.2642
31,"esco",8.6518
32,"esco",2101.66910791315
33,"esco",0
34,"esco",0
35,"esco",9.7999
36,"esco",32.5284
37,"esco",0
38,"esco",0
39,"esco",53.7766
4,"esco",37589.5013636632
40,"esco",0
41,"esco",594.162955
5,"esco",21856.5559743841
6,"esco",26910.6207738637
7,"esco",17084.9565460593
8,"esco",9850.08454710361
9,"esco",10142.3042719339
1,"imain",84086.6132866296
10,"imain",10892.753443169
11,"imain",11816.7513817744
12,"imain",6356.55941156808
13,"imain",5545.43224675507
14,"imain",6520.94690119685
15,"imain",5036.01586612042
16,"imain",2973.69117749548
17,"imain",4677.88977114034
18,"imain",5763.72191910492
19,"imain",3551.35670963893
2,"imain",112926.748779372
20,"imain",1582.73871263843
21,"imain",4343.63832020218
22,"imain",1955.28272833401
23,"imain",181.718414426849
24,"imain",1824.13333166667
25,"imain",657.865896874126
26,"imain",571.109933333333
27,"imain",286.415268333333
28,"imain",1017.68127204232
29,"imain",1468.12006666667
3,"imain",87190.4592182076
30,"imain",213.126645
31,"imain",137.31584468779
32,"imain",34.40572
33,"imain",160.55324
34,"imain",251.926433333333
35,"imain",604.960330531207
36,"imain",13.01136
37,"imain",45.76685
38,"imain",21.4348866666667
39,"imain",29.288765
4,"imain",49597.1314993607
40,"imain",13.48685
41,"imain",974.654342383001
5,"imain",34794.1427210365
6,"imain",32227.0599317977
7,"imain",20462.4778468864
8,"imain",14474.4198283132
9,"imain",13263.1073515731
1,"idisc",128238.355767243
10,"idisc",14166.423510525
11,"idisc",9842.16408608611
12,"idisc",12193.8105062365
13,"idisc",9185.22669796466
14,"idisc",6194.72680878729
15,"idisc",5656.32279078901
16,"idisc",7501.94421014251
17,"idisc",6442.01585474927
18,"idisc",6950.19391438977
19,"idisc",3411.03141523686
2,"idisc",107170.721900307
20,"idisc",2287.25453585223
21,"idisc",1128.46599333333
22,"idisc",1665.58782833333
23,"idisc",3280.60388724886
24,"idisc",1597.8088071005
25,"idisc",1386.921285
26,"idisc",1652.88937187711
27,"idisc",1115.5756
28,"idisc",1582.92001625029
29,"idisc",227.061573333333
3,"idisc",64414.7094288788
30,"idisc",1237.04200891782
31,"idisc",1688.73573474677
32,"idisc",193.24727
33,"idisc",973.907419683293
34,"idisc",297.833522591809
35,"idisc",220.85914
36,"idisc",291.99786
37,"idisc",112.873053333333
38,"idisc",402.51918
39,"idisc",37.56948
4,"idisc",44171.5024331446
40,"idisc",84.7783186938245
41,"idisc",4715.14511415522
5,"idisc",38455.561040751
6,"idisc",35199.7358832693
7,"idisc",18991.142621196
8,"idisc",15114.8315122144
9,"idisc",20141.6393994244
1,"jmain",8674.19594467723
10,"jmain",1461.62277666667
11,"jmain",1796.88948833333
12,"jmain",3162.07533041708
13,"jmain",124.016322225948
14,"jmain",1527.52288715538
15,"jmain",2600.8097202939
16,"jmain",341.591375
17,"jmain",170.07769
18,"jmain",757.905424940905
19,"jmain",390.451329515771
2,"jmain",7599.96148789092
20,"jmain",49.5437
21,"jmain",1277.4801
22,"jmain",372.452893333333
23,"jmain",13.10346
24,"jmain",1601.94412
25,"jmain",70.42558
26,"jmain",195.6309
27,"jmain",285.31927
28,"jmain",22.4911
29,"jmain",78.07404
3,"jmain",7322.29243767763
30,"jmain",0
31,"jmain",13.06802
32,"jmain",0
33,"jmain",84.4236370642001
34,"jmain",0
35,"jmain",0
36,"jmain",72.2676486469807
37,"jmain",13.06072
38,"jmain",0
39,"jmain",0
4,"jmain",8665.07352009782
40,"jmain",13.03172
41,"jmain",1551.51941300109
