"tempid","Freq.1","Freq.2","Freq.3","Freq.4","Freq.5","Freq.6","Freq.7","Freq.8","Freq.9","Freq.10","Freq.11","Freq.12","Freq.13","Freq.14","Freq.15","Freq.16","Freq.17","Freq.18","Freq.19","Freq.20","Freq.21","Freq.22","Freq.23","Freq.24","Freq.25","Freq.26","Freq.27","Freq.28","Freq.29","Freq.30","Freq.31","Freq.32","Freq.33","Freq.34","Freq.35","Freq.36","Freq.37","Freq.38","Freq.39","Freq.40","TOURPURP","IS_INBOUND","STOP_ID","DEST_ARR_BIN"
91210,0,0,0,0,0,0,0,0,0,340.82554,551.356768418439,446.542183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,10
10310,0,0,0,0,0,0,0,0,0,2301.83256166667,1296.73531833333,101.7592,140.764082559828,22.1891333333333,658.291235,115.521026666667,0,0,22.8498666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,10
20310,0,0,0,0,0,0,0,0,0,122.324115,15.6926,71.91624,0,20.57745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,10
30310,0,0,0,0,0,0,0,0,0,445.85053,0,0,0,0,0,0,3.9261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10
40310,0,0,0,0,0,0,0,0,0,320.2288,109.757126666667,0,0,0,0,0,0,0,0,0,0,45.6997333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10
50310,0,0,0,0,0,0,0,0,0,54.5002333333333,593.767013333333,0,65.0861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10
60310,0,0,0,0,0,0,0,0,0,31.48337,3.91996,73.7086,0,68.9512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,10
70310,0,0,0,0,0,0,0,0,0,13.01136,35.55752,3.93248,0,4.04744,0,0,0,4.89995,0,0,0,0,0,0,3.92242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,10
80310,0,0,0,0,0,0,0,0,0,80.514865,6.97602,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2530666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,10
90310,0,0,0,0,0,0,0,0,0,410.538175,1340.62572,13.06802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2647,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,10
11310,0,0,0,0,0,0,0,0,0,6.58906666666667,126.41519,0,0,0,16.35245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,10
21310,0,0,0,0,0,0,0,0,0,87.738,32.63285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,10
31310,0,0,0,0,0,0,0,0,0,0,0,21.6856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,10
41310,0,0,0,0,0,0,0,0,0,409.974288333333,293.94945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,10
51310,0,0,0,0,0,0,0,0,0,21.7086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,10
61310,0,0,0,0,0,0,0,0,0,147.54618,116.47372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,10
71310,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,10
81310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,10
91310,0,0,0,0,0,0,0,0,0,185.6697,3.91996,0,135.11818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,10
10410,0,0,0,0,0,0,0,0,0,2904.706325,2340.74281666667,254.890553333333,146.45245,155.250171666667,37.60043,134.80318,243.00882,33.34382,31.46023,0,21.7549,0,35.50085,0,32.6994,0,0,13.05262,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10
20410,0,0,0,0,0,0,0,0,0,190.97315,15.0058,0,10.63172,177.529,21.2519,24.32126,0,6.92144,4.938575,100.919935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,10
30410,0,0,0,0,0,0,0,0,0,82.661875,0,0,0,0,0,0,0,95.7006,13.15808,0,0,0,0,41.545475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10
40410,0,0,0,0,0,0,0,0,0,869.500486666666,132.437526666667,0,0,0,0,0,0,32.69895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10
50410,0,0,0,0,0,0,0,0,0,100.345546666667,259.560413333333,69.9497666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,10
60410,0,0,0,0,0,0,0,0,0,915.042898333333,16.2642,193.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,10
70410,0,0,0,0,0,0,0,0,0,10.9228,20.81846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,10
80410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1272666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,10
90410,0,0,0,0,0,0,0,0,0,597.10358,45.98174,0,0,0,0,109.3078,0,0,6.92144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,10
11410,0,0,0,0,0,0,0,0,0,602.63168,111.64123,0,28.72833,4.89995,6.58906666666667,49.65708,0,0,0,0,11.2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,10
21410,0,0,0,0,0,0,0,0,0,107.775225,30.441075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,10
31410,0,0,0,0,0,0,0,0,0,26.30236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,10
41410,0,0,0,0,0,0,0,0,0,323.98191,369.0477,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,10
51410,0,0,0,0,0,0,0,0,0,122.302955,13.05262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,10
61410,0,0,0,0,0,0,0,0,0,0,42.315835,194.41256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,10
71410,0,0,0,0,0,0,0,0,0,70.2796333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,10
81410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,10
91410,0,0,0,0,0,0,0,0,0,290.20542,507.304806666667,32.543075,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,10
10111,0,0,0,0,0,0,0,0,0,0,2941.7596901702,2285.67710518981,629.935689698682,411.979638333333,30.88705,122.842227362801,447.330166666667,37.3893733333333,0,0,0,97.45615,0,21.7086,0,0,3.91996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
20111,0,0,0,0,0,0,0,0,0,0,5028.64346687655,23.8537803818169,614.665705,65.9601,0,0,0,0,6.53326666666667,0,0,0,0,0,0,109.61728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11
30111,0,0,0,0,0,0,0,0,0,0,371.86975,0,0,0,0,3.9261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,11
40111,0,0,0,0,0,0,0,0,0,0,3621.27913926831,42.03685,128.52338,0,16.41245,0,0,16.3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,11
50111,0,0,0,0,0,0,0,0,0,0,1617.7707682358,1820.95108775476,150.99902,31.3343,0,0,21.6856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,11
60111,0,0,0,0,0,0,0,0,0,0,1089.36367854931,593.017473754596,1458.77758626542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,11
70111,0,0,0,0,0,0,0,0,0,0,252.761141393236,80.64194,0,8.6518,0,0,0,8.697275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01136,0,7,0,1,11
80111,0,0,0,0,0,0,0,0,0,0,117.471201666667,37.35039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,11
90111,0,0,0,0,0,0,0,0,0,0,1944.50638022938,279.061639684903,464.72365,136.72144,33.1009,53.7766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,11
11111,0,0,0,0,0,0,0,0,0,0,1199.51768333333,79.552875,64.1217866666667,13.01136,0,0,0,0,0,0,0,0,0,322.7483,0,0,0,13.0666,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
21111,0,0,0,0,0,0,0,0,0,0,261.591317290191,16.316175,232.6047,0,0,21.6856,809.131609505706,225.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,11
31111,0,0,0,0,0,0,0,0,0,0,0,483.573475,0,0,0,21.6856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,11
41111,0,0,0,0,0,0,0,0,0,0,879.40161,1664.18566679321,0,0,0,0,0,0,0,0,0,0,13.44415,0,0,0,8.93145,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,11
51111,0,0,0,0,0,0,0,0,0,0,1729.55406041365,159.44582,54.3132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,11
61111,0,0,0,0,0,0,0,0,0,0,259.459996666667,240.97168,73.1201966666667,0,66.0542655986389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,11
71111,0,0,0,0,0,0,0,0,0,0,31.92224,72.09256,0,65.5597,16.3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,11
81111,0,0,0,0,0,0,0,0,0,0,0,0,13.10346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,11
91111,0,0,0,0,0,0,0,0,0,0,1371.689585,1770.9477404944,135.506793333333,0,32.5284,0,0,0,27.0583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,11
10211,0,0,0,0,0,0,0,0,0,0,1608.03321182019,488.753975,251.5962,55.64821,16.28145,26.2021,37.9498,13.01136,6.97494,0,0,131.67472,0,0,0,13.0666,0,0,0,0,0,0,0,0,0,0,4.89995,0,0,0,1,0,2,11
20211,0,0,0,0,0,0,0,0,0,0,610.835261522001,21.6958,17.87056,0,0,0,34.2007,0,0,0,0,0,0,0,0,0,4.9139,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,11
30211,0,0,0,0,0,0,0,0,0,0,8.93145,0,0,0,66.0236,3.9261,0,0,0,203.64482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,11
40211,0,0,0,0,0,0,0,0,0,0,17.988335,0,0,609.98012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,11
50211,0,0,0,0,0,0,0,0,0,0,1508.87085222436,2186.84571752853,13.05294,16.2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,11
60211,0,0,0,0,0,0,0,0,0,0,2188.206565,920.07836,8.58136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,11
70211,0,0,0,0,0,0,0,0,0,0,79.66248,62.26924,0,0,0,154.46915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,11
80211,0,0,0,0,0,0,0,0,0,0,650.17244,0,16.271675,16.271525,0,0,0,0,0,0,0,0,0,0,0,0,165.859533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,11
90211,0,0,0,0,0,0,0,0,0,0,939.195268098891,1809.29934548144,13.01136,16.2642,0,70.6086178539471,0,0,0,0,0,0,0,0,13.19202,0,0,27.1096,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,11
11211,0,0,0,0,0,0,0,0,0,0,539.173553333333,445.995576298992,0,18.8299,0,4.936,308.7838,0,0,0,0,13.01136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,11
21211,0,0,0,0,0,0,0,0,0,0,606.224378956858,0,0,0,0,0,0,30.18204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,11
31211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,11
41211,0,0,0,0,0,0,0,0,0,0,846.167973333333,72.745175,833.74164,0,154.46915,0,16.41245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,11
51211,0,0,0,0,0,0,0,0,0,0,21.668145,86.8608,318.9857,0,0,0,154.82495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,11
61211,0,0,0,0,0,0,0,0,0,0,516.746582821439,53.329955,20.21508,6.81716,0,0,0,0,13.01734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,11
71211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,11
81211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,11
91211,0,0,0,0,0,0,0,0,0,0,194.524888333333,105.89093,0,4.51546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,11
10311,0,0,0,0,0,0,0,0,0,0,1702.41159166667,532.108356666667,21.8032666666667,475.436086666666,11.9238,22.4070666666667,0,13.9747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,11
20311,0,0,0,0,0,0,0,0,0,0,6.92144,21.6856,147.7773,15.66474,0,0,0,0,0,0,0,0,0,3.91996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,11
30311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.7983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11
40311,0,0,0,0,0,0,0,0,0,0,32.5284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11
50311,0,0,0,0,0,0,0,0,0,0,3.95088,72.6288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11
60311,0,0,0,0,0,0,0,0,0,0,1440.44256,169.06456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,11
70311,0,0,0,0,0,0,0,0,0,0,13.01722,0,0,259.09146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,11
80311,0,0,0,0,0,0,0,0,0,0,45.8057083333333,13.01734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,11
90311,0,0,0,0,0,0,0,0,0,0,102.618615,289.96068,26.6608,16.34955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,11
11311,0,0,0,0,0,0,0,0,0,0,266.1299,3.95026,0,0,322.7483,0,0,463.9399,0,0,0,0,0,0,13.01724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,11
21311,0,0,0,0,0,0,0,0,0,0,23.81604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,11
31311,0,0,0,0,0,0,0,0,0,0,116.873166666667,0,0,0,0,0,0,0,0,0,18.0496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,11
41311,0,0,0,0,0,0,0,0,0,0,699.088775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,11
51311,0,0,0,0,0,0,0,0,0,0,0,25.183425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,11
61311,0,0,0,0,0,0,0,0,0,0,142.3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,11
71311,0,0,0,0,0,0,0,0,0,0,25.04865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,11
81311,0,0,0,0,0,0,0,0,0,0,6.92144,9.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,11
91311,0,0,0,0,0,0,0,0,0,0,103.084175085106,266.29158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,11
10411,0,0,0,0,0,0,0,0,0,0,4299.77266969715,1792.41511239381,533.87745,183.951236666667,140.112905,13.51895,55.5469,0,0,203.64482,33.05436,0,4.9418,333.81091,0,0,0,0,0,0,0,0,0,0,0,13.01136,0,0,0,0,1,0,4,11
20411,0,0,0,0,0,0,0,0,0,0,1632.74492,199.33919,155.83071,0,4.04744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,11
30411,0,0,0,0,0,0,0,0,0,0,0,0,32.5284,0,0,0,0,0,0,32.5284,0,0,0,0,0,0,53.43208,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11
40411,0,0,0,0,0,0,0,0,0,0,1141.00682666667,514.4556,0,0,0,0,0,0,25.3869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11
50411,0,0,0,0,0,0,0,0,0,0,91.3991799999999,604.229383333333,0,16.2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,11
60411,0,0,0,0,0,0,0,0,0,0,154.9991,82.2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,11
70411,0,0,0,0,0,0,0,0,0,0,229.143093724213,33.91858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,11
80411,0,0,0,0,0,0,0,0,0,0,46.2792,0,20.07948,0,29.1653666666667,33.99555,0,0,0,0,0,0,64.11514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,11
90411,0,0,0,0,0,0,0,0,0,0,177.081138333333,1077.69828666667,0,206.376954803167,0,0,0,0,0,62.04817,0,0,0,0,0,0,0,13.01136,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,11
11411,0,0,0,0,0,0,0,0,0,0,812.1309,61.74076,29.27556,4.936,41.2228,43.0429,9.81944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,11
21411,0,0,0,0,0,0,0,0,0,0,0,362.173445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,11
31411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,11
41411,0,0,0,0,0,0,0,0,0,0,103.58884,681.1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,11
51411,0,0,0,0,0,0,0,0,0,0,117.947575,0,13.01136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,11
61411,0,0,0,0,0,0,0,0,0,0,75.703665,407.709711499959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,11
71411,0,0,0,0,0,0,0,0,0,0,366.332541666667,10.81184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,11
81411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,11
91411,0,0,0,0,0,0,0,0,0,0,460.344355,555.137215,138.27755,0,0,772.0428,0,0,0,0,196.97384,0,0,0,0,0,13.01136,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,11
10112,0,0,0,0,0,0,0,0,0,0,0,967.635495,2030.41961,453.661733333333,392.123941666667,45.5617666666667,31.5416833333333,0,0,0,0,0,6.88012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12
20112,0,0,0,0,0,0,0,0,0,0,0,1258.81784094761,142.03332,332.119495,72.2617666666667,333.828907724078,0,109.002743333333,0,0,62.1522,90.2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,12
30112,0,0,0,0,0,0,0,0,0,0,0,33.7888,0,0,0,0,0,16.3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,12
40112,0,0,0,0,0,0,0,0,0,0,0,365.651869775512,706.520705740054,0,10.77216,0,93.3282684211456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,12
50112,0,0,0,0,0,0,0,0,0,0,0,2521.91454666667,1300.16350198089,242.137150662526,32.77162,21.9264333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,12
60112,0,0,0,0,0,0,0,0,0,0,0,2027.62331,2802.89398055401,16.2897,40.8953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,12
70112,0,0,0,0,0,0,0,0,0,0,0,240.23088,21.6356,34.7488066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,12
80112,0,0,0,0,0,0,0,0,0,0,0,17.27874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,12
90112,0,0,0,0,0,0,0,0,0,0,0,4445.31690147022,833.827965354298,33.1751,13.01722,16.266575,32.2302274398143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,12
11112,0,0,0,0,0,0,0,0,0,0,0,1108.24077666667,650.611763333334,70.179075,90.794415,38.52148,91.9925333333333,0,0,41.545475,13.01724,13.01136,0,0,8.86176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
21112,0,0,0,0,0,0,0,0,0,0,0,90.6167,78.49128,0,55.1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,12
31112,0,0,0,0,0,0,0,0,0,0,0,34.73854,0,233.8461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,12
41112,0,0,0,0,0,0,0,0,0,0,0,1216.82244,16.2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,12
51112,0,0,0,0,0,0,0,0,0,0,0,545.703176666667,1338.33387232939,13.19076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,12
61112,0,0,0,0,0,0,0,0,0,0,0,364.969576305634,3667.87737092013,1226.36453101867,87.46695,0,0,0,0,0,0,0,0,0,0,0,0,53.92676,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,12
71112,0,0,0,0,0,0,0,0,0,0,0,57.0125666666667,493.8066,87.8713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,12
81112,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5284,0,0,0,3.92774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,12
91112,0,0,0,0,0,0,0,0,0,0,0,2440.431125,641.184230178677,2052.26490383049,71.97824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,12
10212,0,0,0,0,0,0,0,0,0,0,0,1798.278785,604.787432740321,1403.63104,152.542218333333,319.526149809119,27.33318,16.2642,0,6.53326666666667,0,0,0,0,0,0,0,0,113.7132,0,0,0,0,35.1196333333333,0,0,0,0,0,0,1,0,2,12
20212,0,0,0,0,0,0,0,0,0,0,0,120.2823,600.571613209514,176.877405,0,0,0,0,0,3.91996,0,6.92144,0,647.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,12
30212,0,0,0,0,0,0,0,0,0,0,0,16.271525,155.337,469.081533333333,0,0,0,0,0,16.26815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,12
40212,0,0,0,0,0,0,0,0,0,0,0,1938.17948960447,19.5998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,12
