"","indi","joint"
"1",1121976.29157484,14134.5811929661
"2",190389.625600221,3654.81246343402
"3",383182.492972721,22299.6872201871
"4",423894.393553105,14341.5691540773
"5",302340.198433959,32744.4325859792
"6",243290.742404262,33285.3204901986
"7",180554.168898347,31535.3610741416
"8",59565.8215291856,6678.58994833333
"9",386138.558191713,41581.4200947571
