a,depart,arrive,duration,departLabel,arriveLabel,departTime,arriveTime
714,26,39,13,17:00,23:30,1700,2330
715,26,40,14,17:00,24:00:00,1700,2400
716,27,27,0,17:30,17:30,1730,1730
717,27,28,1,17:30,18:00,1730,1800
718,27,29,2,17:30,18:30,1730,1830
719,27,30,3,17:30,19:00,1730,1900
720,27,31,4,17:30,19:30,1730,1930
721,27,32,5,17:30,20:00,1730,2000
722,27,33,6,17:30,20:30,1730,2030
723,27,34,7,17:30,21:00,1730,2100
724,27,35,8,17:30,21:30,1730,2130
725,27,36,9,17:30,22:00,1730,2200
726,27,37,10,17:30,22:30,1730,2230
727,27,38,11,17:30,23:00,1730,2300
728,27,39,12,17:30,23:30,1730,2330
729,27,40,13,17:30,24:00:00,1730,2400
730,28,28,0,18:00,18:00,1800,1800
731,28,29,1,18:00,18:30,1800,1830
732,28,30,2,18:00,19:00,1800,1900
733,28,31,3,18:00,19:30,1800,1930
734,28,32,4,18:00,20:00,1800,2000
735,28,33,5,18:00,20:30,1800,2030
736,28,34,6,18:00,21:00,1800,2100
737,28,35,7,18:00,21:30,1800,2130
738,28,36,8,18:00,22:00,1800,2200
739,28,37,9,18:00,22:30,1800,2230
740,28,38,10,18:00,23:00,1800,2300
741,28,39,11,18:00,23:30,1800,2330
742,28,40,12,18:00,24:00:00,1800,2400
743,29,29,0,18:30,18:30,1830,1830
744,29,30,1,18:30,19:00,1830,1900
745,29,31,2,18:30,19:30,1830,1930
746,29,32,3,18:30,20:00,1830,2000
747,29,33,4,18:30,20:30,1830,2030
748,29,34,5,18:30,21:00,1830,2100
749,29,35,6,18:30,21:30,1830,2130
750,29,36,7,18:30,22:00,1830,2200
751,29,37,8,18:30,22:30,1830,2230
752,29,38,9,18:30,23:00,1830,2300
753,29,39,10,18:30,23:30,1830,2330
754,29,40,11,18:30,24:00:00,1830,2400
755,30,30,0,19:00,19:00,1900,1900
756,30,31,1,19:00,19:30,1900,1930
757,30,32,2,19:00,20:00,1900,2000
758,30,33,3,19:00,20:30,1900,2030
759,30,34,4,19:00,21:00,1900,2100
760,30,35,5,19:00,21:30,1900,2130
761,30,36,6,19:00,22:00,1900,2200
762,30,37,7,19:00,22:30,1900,2230
763,30,38,8,19:00,23:00,1900,2300
764,30,39,9,19:00,23:30,1900,2330
765,30,40,10,19:00,24:00:00,1900,2400
766,31,31,0,19:30,19:30,1930,1930
767,31,32,1,19:30,20:00,1930,2000
768,31,33,2,19:30,20:30,1930,2030
769,31,34,3,19:30,21:00,1930,2100
770,31,35,4,19:30,21:30,1930,2130
771,31,36,5,19:30,22:00,1930,2200
772,31,37,6,19:30,22:30,1930,2230
773,31,38,7,19:30,23:00,1930,2300
774,31,39,8,19:30,23:30,1930,2330
775,31,40,9,19:30,24:00:00,1930,2400
776,32,32,0,20:00,20:00,2000,2000
777,32,33,1,20:00,20:30,2000,2030
778,32,34,2,20:00,21:00,2000,2100
779,32,35,3,20:00,21:30,2000,2130
780,32,36,4,20:00,22:00,2000,2200
781,32,37,5,20:00,22:30,2000,2230
782,32,38,6,20:00,23:00,2000,2300
783,32,39,7,20:00,23:30,2000,2330
784,32,40,8,20:00,24:00:00,2000,2400
785,33,33,0,20:30,20:30,2030,2030
786,33,34,1,20:30,21:00,2030,2100
787,33,35,2,20:30,21:30,2030,2130
788,33,36,3,20:30,22:00,2030,2200
789,33,37,4,20:30,22:30,2030,2230
790,33,38,5,20:30,23:00,2030,2300
791,33,39,6,20:30,23:30,2030,2330
792,33,40,7,20:30,24:00:00,2030,2400
793,34,34,0,21:00,21:00,2100,2100
794,34,35,1,21:00,21:30,2100,2130
795,34,36,2,21:00,22:00,2100,2200
796,34,37,3,21:00,22:30,2100,2230
797,34,38,4,21:00,23:00,2100,2300
798,34,39,5,21:00,23:30,2100,2330
799,34,40,6,21:00,24:00:00,2100,2400
800,35,35,0,21:30,21:30,2130,2130
801,35,36,1,21:30,22:00,2130,2200
802,35,37,2,21:30,22:30,2130,2230
803,35,38,3,21:30,23:00,2130,2300
804,35,39,4,21:30,23:30,2130,2330
805,35,40,5,21:30,24:00:00,2130,2400
806,36,36,0,22:00,22:00,2200,2200
807,36,37,1,22:00,22:30,2200,2230
808,36,38,2,22:00,23:00,2200,2300
809,36,39,3,22:00,23:30,2200,2330
810,36,40,4,22:00,24:00:00,2200,2400
811,37,37,0,22:30,22:30,2230,2230
812,37,38,1,22:30,23:00,2230,2300
813,37,39,2,22:30,23:30,2230,2330
814,37,40,3,22:30,24:00:00,2230,2400
815,38,38,0,23:00,23:00,2300,2300
816,38,39,1,23:00,23:30,2300,2330
817,38,40,2,23:00,24:00:00,2300,2400
818,39,39,0,23:30,23:30,2330,2330
819,39,40,1,23:30,24:00:00,2330,2400
820,40,40,0,24:00:00,24:00:00,2400,2400
