tourpurp,isInbound,interval,trip,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40
6,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35908,0.27621,0.1142,0.09661,0.05927,0.03402,0.03565,0.02496,0,0,0,0
6,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2949,0.40185,0.1245,0.06413,0.05081,0.02974,0.02118,0.01289,0,0,0,0
6,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25503,0.39133,0.1091,0.12478,0.05411,0.02951,0.02152,0.01462,0,0,0,0
6,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24512,0.2823,0.21836,0.09844,0.06032,0.03467,0.03563,0.02516,0,0,0
6,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22401,0.448,0.13632,0.0675,0.0538,0.03265,0.0234,0.01432,0,0,0
6,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25006,0.4037,0.10581,0.12514,0.05178,0.02831,0.02097,0.01423,0,0,0
6,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20292,0.42146,0.12375,0.09613,0.05917,0.03384,0.03719,0.02554,0,0
6,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22401,0.448,0.13632,0.0675,0.0538,0.03265,0.0234,0.01432,0,0
6,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25499,0.39133,0.10914,0.12478,0.05411,0.02951,0.02152,0.01462,0,0
6,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21462,0.3541,0.13749,0.10106,0.08944,0.03557,0.04036,0.02736,0
6,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22401,0.448,0.13632,0.0675,0.0538,0.03265,0.0234,0.01432,0
6,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25499,0.39133,0.10914,0.12478,0.05411,0.02951,0.02152,0.01462,0
6,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22127,0.35733,0.14622,0.10379,0.06412,0.03653,0.0423,0.02844
6,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22401,0.448,0.13632,0.0675,0.0538,0.03265,0.0234,0.01432
6,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25499,0.39133,0.10914,0.12478,0.05411,0.02951,0.02152,0.01462
6,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22774,0.36779,0.1505,0.10683,0.066,0.0376,0.04354
6,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22727,0.45451,0.1383,0.06848,0.05458,0.03312,0.02374
6,0,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25877,0.39713,0.11076,0.12663,0.05492,0.02995,0.02184
6,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23811,0.38453,0.15735,0.11169,0.06901,0.03931
6,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23279,0.46556,0.14166,0.07015,0.05591,0.03393
6,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26455,0.406,0.11323,0.12946,0.05614,0.03062
6,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24786,0.40026,0.16379,0.11626,0.07183
6,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24097,0.48191,0.14664,0.07261,0.05787
6,0,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2729,0.41883,0.11681,0.13355,0.05791
6,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26704,0.43124,0.17646,0.12526
6,0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25578,0.51151,0.15564,0.07707
6,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28968,0.44457,0.12399,0.14176
6,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35557,0.46117,0.18326
6,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27714,0.55422,0.16864
6,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33754,0.518,0.14446
6,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38242,0.61758
6,0,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33336,0.66664
6,0,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39453,0.60547
6,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,1,2,0.27031,0.34823,0.1272,0.06099,0.0571,0.054,0.0407,0.04147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,1,3,0.35225,0.26428,0.12757,0.11586,0.04387,0.0448,0.0224,0.02897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,1,4,0.28247,0.26361,0.19271,0.08292,0.04572,0.0793,0.0352,0.01807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,2,2,0,0.19387,0.27354,0.1042,0.05021,0.0472,0.0441,0.25352,0.03336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,2,3,0,0.30179,0.28966,0.13268,0.12425,0.047,0.048,0.02461,0.03201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,2,4,0,0.23355,0.26961,0.21684,0.09657,0.0452,0.0793,0.03768,0.02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,3,2,0,0,0.19815,0.31081,0.03621,0.3054,0.0219,0.07303,0.02656,0.02794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,3,3,0,0,0.29397,0.26321,0.12861,0.1193,0.0451,0.04609,0.07329,0.03043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,3,4,0,0,0.22725,0.26659,0.20855,0.092,0.0452,0.07894,0.06128,0.02019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,4,2,0,0,0,0.02652,0.35282,0.0129,0.0296,0.04625,0.08183,0.1773,0.27278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,4,3,0,0,0,0.30573,0.27303,0.1353,0.1285,0.04858,0.04962,0.02571,0.03353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,4,4,0,0,0,0.23357,0.26961,0.2168,0.0966,0.0452,0.07929,0.03768,0.02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,5,2,0,0,0,0,0.58831,0.0611,0.0471,0.08996,0.05625,0.0447,0.05607,0.05651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,5,3,0,0,0,0,0.29417,0.2634,0.1287,0.1193,0.09443,0.04611,0.02346,0.03043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,5,4,0,0,0,0,0.22131,0.2641,0.2004,0.08743,0.09295,0.07878,0.0359,0.01913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,6,2,0,0,0,0,0,0.26027,0.1293,0.40709,0.13393,0.02188,0.0225,0.01584,0.00919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,6,3,0,0,0,0,0,0.26047,0.241,0.44761,0.00392,0.0193,0.01978,0.00438,0.00354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,6,4,0,0,0,0,0,0.23357,0.2696,0.21684,0.09657,0.0452,0.07929,0.03768,0.02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,7,2,0,0,0,0,0,0,0.02137,0.57906,0.02812,0.01032,0.0164,0.02248,0.32051,0.00174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,7,3,0,0,0,0,0,0,0.20617,0.01197,0.65928,0.06303,0.02445,0.02506,0.00556,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,7,4,0,0,0,0,0,0,0.24149,0.27196,0.23139,0.07838,0.04595,0.0794,0.03443,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,8,2,0,0,0,0,0,0,0,0.43023,0.10034,0.01287,0.02977,0.01397,0.36896,0.02898,0.01488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,8,3,0,0,0,0,0,0,0,0.27721,0.54357,0.05664,0.06303,0.02445,0.02506,0.00556,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,8,4,0,0,0,0,0,0,0,0.22859,0.28758,0.20914,0.09205,0.04567,0.07979,0.03699,0.02019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,9,2,0,0,0,0,0,0,0,0,0.11358,0.07309,0.1626,0.07239,0.32217,0.18297,0.04376,0.02944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,9,3,0,0,0,0,0,0,0,0,0.2621,0.15641,0.17871,0.11516,0.02968,0.18282,0.027,0.04812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,9,4,0,0,0,0,0,0,0,0,0.20719,0.26355,0.17002,0.06941,0.0475,0.19413,0.03332,0.01488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,10,2,0,0,0,0,0,0,0,0,0,0.08643,0.28226,0.01798,0.07074,0.23879,0.17824,0.10127,0.02429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,10,3,0,0,0,0,0,0,0,0,0,0.23789,0.33528,0.11967,0.08896,0.03394,0.03471,0.13225,0.0173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,10,4,0,0,0,0,0,0,0,0,0,0.24986,0.26761,0.2088,0.09202,0.04537,0.07929,0.03686,0.02019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,11,2,0,0,0,0,0,0,0,0,0,0,0.09148,0.15223,0.17261,0.31646,0.12244,0.01719,0.04826,0.07933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,11,3,0,0,0,0,0,0,0,0,0,0,0.19073,0.50097,0.11937,0.08881,0.03388,0.03465,0.0143,0.01729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,11,4,0,0,0,0,0,0,0,0,0,0,0.23356,0.26961,0.21684,0.09657,0.0452,0.07929,0.03768,0.02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0.04753,0.76549,0.0627,0.05841,0.00504,0.01856,0.00623,0.03604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0.36454,0.04699,0.28641,0.06058,0.0235,0.00671,0.07266,0.13861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0.19365,0.4134,0.15527,0.06044,0.04902,0.08327,0.0322,0.01275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0.61593,0.17516,0.15097,0.01358,0.00192,0.0304,0.00574,0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0.80126,0.10255,0.02031,0.01103,0.02625,0.02691,0.00689,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0.24109,0.27079,0.22068,0.08747,0.04557,0.07934,0.03606,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04661,0.73621,0.02563,0.04864,0.00698,0.09496,0.017,0.02397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02002,0.15449,0.14798,0.05209,0.02021,0.38435,0.2,0.02086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21822,0.32353,0.19375,0.08302,0.04663,0.08078,0.036,0.01807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51135,0.07932,0.04256,0.07126,0.06248,0.054,0.14524,0.03379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16995,0.56576,0.06742,0.03632,0.12255,0.027,0.00609,0.00491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14617,0.45382,0.14527,0.06106,0.05438,0.092,0.03455,0.01275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08959,0.13974,0.20618,0.40948,0.066,0.02104,0.03313,0.03484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22273,0.47124,0.14666,0.09007,0.023,0.02884,0.0086,0.00886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37025,0.2115,0.16637,0.0653,0.051,0.08759,0.03418,0.01381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04042,0.33723,0.17037,0.0035,0.09246,0.00153,0.11867,0.23582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22058,0.41663,0.12663,0.11,0.04056,0.04145,0.01948,0.02467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21913,0.2996,0.19398,0.083,0.04683,0.08111,0.05828,0.01807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39238,0.39981,0.052,0.01354,0.05292,0.04672,0.01018,0.03245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73639,0.09743,0.037,0.04215,0.03172,0.03247,0.01087,0.01197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15178,0.19551,0.26,0.12841,0.04289,0.17267,0.03493,0.01381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66276,0.038,0.00285,0.06586,0.05469,0.04829,0.01346,0.11409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2611,0.24,0.22141,0.15619,0.0398,0.03852,0.01883,0.02415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1227,0.17,0.119,0.08194,0.36099,0.09975,0.03499,0.01063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0.59256,0.32871,0.02061,0.00717,0.02778,0.00347,0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27058,0.24358,0.11514,0.10076,0.0382,0.03903,0.16847,0.02424,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24986,0.26761,0.2088,0.09202,0.04537,0.07929,0.03686,0.02019,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0.08207,0.09889,0.00201,0.26997,0.02203,0.08885,0.01518,0,0,0,0,0,0,0,0,0,0,0,0
7,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12047,0.23223,0.06067,0.20535,0.32811,0.02953,0.01096,0.01268,0,0,0,0,0,0,0,0,0,0,0,0
7,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23942,0.24151,0.19646,0.08329,0.04899,0.1356,0.03666,0.01807,0,0,0,0,0,0,0,0,0,0,0,0
7,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
