periods_left_min,periods_left_max,stop_num,outbound,duration_offset,prob
5,5,2,False,-3,0.028947007
5,5,3,False,-3,0.030312275
6,6,1,False,-3,0.054801554
6,6,2,False,-3,0.00659523
6,6,3,False,-3,0.02163911
7,7,1,False,-3,0.0
7,7,2,False,-3,0.044434599
7,7,3,False,-3,0.0
8,8,1,False,-3,0.0
8,8,2,False,-3,0.0
8,8,3,False,-3,0.0
9,9,1,False,-3,0.0
9,9,2,False,-3,0.007761869
9,9,3,False,-3,0.0
10,10,1,False,-3,0.0
10,10,2,False,-3,0.025091866
10,10,3,False,-3,0.0
11,47,1,False,-3,0.0
11,47,2,False,-3,0.0
11,47,3,False,-3,0.0
0,0,1,False,-4,0.0
0,0,2,False,-4,0.0
0,0,3,False,-4,0.0
1,1,1,False,-4,0.0
1,1,2,False,-4,0.0
1,1,3,False,-4,0.0
2,2,1,False,-4,0.0
2,2,2,False,-4,0.0
2,2,3,False,-4,0.0
3,3,1,False,-4,0.0
3,3,2,False,-4,0.0
3,3,3,False,-4,0.0
4,4,1,False,-4,0.411621969
4,4,2,False,-4,0.483459827
4,4,3,False,-4,0.453433311
5,5,1,False,-4,0.471832002
5,5,2,False,-4,0.471139652
5,5,3,False,-4,0.505276989
6,6,1,False,-4,0.139378405
6,6,2,False,-4,0.098706747
6,6,3,False,-4,0.073142595
7,7,1,False,-4,0.006317509
7,7,2,False,-4,0.00690838
7,7,3,False,-4,0.025192521
8,8,1,False,-4,0.0
8,8,2,False,-4,0.0
8,8,3,False,-4,0.0
9,9,1,False,-4,0.025856096
9,9,2,False,-4,0.0
9,9,3,False,-4,0.0
10,10,1,False,-4,0.0
10,10,2,False,-4,0.0
10,10,3,False,-4,0.0
11,47,1,False,-4,0.0
11,47,2,False,-4,0.0
11,47,3,False,-4,0.0
0,0,1,False,-5,0.0
0,0,2,False,-5,0.0
0,0,3,False,-5,0.0
1,1,1,False,-5,0.0
1,1,2,False,-5,0.0
1,1,3,False,-5,0.0
2,2,1,False,-5,0.0
2,2,2,False,-5,0.0
2,2,3,False,-5,0.0
3,3,1,False,-5,0.0
3,3,2,False,-5,0.0
3,3,3,False,-5,0.0
4,4,1,False,-5,0.0
4,4,2,False,-5,0.0
4,4,3,False,-5,0.0
5,5,1,False,-5,0.400824321
5,5,2,False,-5,0.485610554
5,5,3,False,-5,0.404348318
6,6,1,False,-5,0.392398558
6,6,2,False,-5,0.50752032
6,6,3,False,-5,0.42624227
7,7,1,False,-5,0.088132199
7,7,2,False,-5,0.148929195
7,7,3,False,-5,0.078842914
8,8,1,False,-5,0.00716503
8,8,2,False,-5,0.0
8,8,3,False,-5,0.0
9,9,1,False,-5,0.0
9,9,2,False,-5,0.027013507
9,9,3,False,-5,0.0
10,10,1,False,-5,0.0
10,10,2,False,-5,0.0
10,10,3,False,-5,0.0
11,47,1,False,-5,0.001754761
11,47,2,False,-5,0.01342973
11,47,3,False,-5,0.0
0,0,1,False,-6,0.0
0,0,2,False,-6,0.0
0,0,3,False,-6,0.0
1,1,1,False,-6,0.0
1,1,2,False,-6,0.0
1,1,3,False,-6,0.0
2,2,1,False,-6,0.0
2,2,2,False,-6,0.0
2,2,3,False,-6,0.0
3,3,1,False,-6,0.0
3,3,2,False,-6,0.0
3,3,3,False,-6,0.0
4,4,1,False,-6,0.0
4,4,2,False,-6,0.0
4,4,3,False,-6,0.0
5,5,1,False,-6,0.0
5,5,2,False,-6,0.0
5,5,3,False,-6,0.0
6,6,1,False,-6,0.413421483
6,6,2,False,-6,0.365061466
6,6,3,False,-6,0.478976025
7,7,1,False,-6,0.458370242
7,7,2,False,-6,0.444019125
7,7,3,False,-6,0.603574712
8,8,1,False,-6,0.052208449
8,8,2,False,-6,0.021852473
8,8,3,False,-6,0.06363762
9,9,1,False,-6,0.025038984
9,9,2,False,-6,0.0
9,9,3,False,-6,0.0
10,10,1,False,-6,0.0
10,10,2,False,-6,0.026005969
10,10,3,False,-6,0.0
11,47,1,False,-6,0.0
11,47,2,False,-6,0.0
11,47,3,False,-6,0.0
0,0,1,False,-7,0.0
0,0,2,False,-7,0.0
0,0,3,False,-7,0.0
1,1,1,False,-7,0.0
1,1,2,False,-7,0.0
1,1,3,False,-7,0.0
2,2,1,False,-7,0.0
2,2,2,False,-7,0.0
2,2,3,False,-7,0.0
3,3,1,False,-7,0.0
3,3,2,False,-7,0.0
3,3,3,False,-7,0.0
4,4,1,False,-7,0.0
4,4,2,False,-7,0.0
4,4,3,False,-7,0.0
5,5,1,False,-7,0.0
5,5,2,False,-7,0.0
5,5,3,False,-7,0.0
6,6,1,False,-7,0.0
6,6,2,False,-7,0.0
6,6,3,False,-7,0.0
7,7,1,False,-7,0.44718005
7,7,2,False,-7,0.352669822
7,7,3,False,-7,0.257856955
8,8,1,False,-7,0.94062652
8,8,2,False,-7,0.978147527
8,8,3,False,-7,0.880224685
9,9,1,False,-7,0.94910492
9,9,2,False,-7,0.965224624
9,9,3,False,-7,1.0
10,10,1,False,-7,1.0
10,10,2,False,-7,0.948902164
10,10,3,False,-7,1.0
11,47,1,False,-7,0.990730348
11,47,2,False,-7,0.98657027
11,47,3,False,-7,1.0
