coefficient_name,value,constrain
coef_alternative_specific_constant_for_1_driver_household_0_CARS,-3.400614855,F
coef_alternative_specific_constant_for_1_driver_household_2_CARS,-0.352797459,F
coef_alternative_specific_constant_for_1_driver_household_3_CARS,-1.65228754,F
coef_alternative_specific_constant_for_1_driver_household_4_CARS,-2.217521436,F
coef_alternative_specific_constant_for_2_driver_household_0_CARS,-5.644614423,F
coef_alternative_specific_constant_for_2_driver_household_1_CAR,-2.078124802,F
coef_alternative_specific_constant_for_2_driver_household_3_CARS,-1.110305396,F
coef_alternative_specific_constant_for_2_driver_household_4_CARS,-1.672613333,F
coef_alternative_specific_constant_for_3_driver_household_0_CARS,-5.663986002,F
coef_alternative_specific_constant_for_3_driver_household_1_CAR,-2.219196761,F
coef_alternative_specific_constant_for_3_driver_household_2_CARS,-0.428191009,F
coef_alternative_specific_constant_for_3_driver_household_4_CARS,-0.158614724,F
coef_alternative_specific_constant_for_4_driver_household_0_CARS,-6.09109227,F
coef_alternative_specific_constant_for_4_driver_household_1_CAR,-3.245812862,F
coef_alternative_specific_constant_for_4_driver_household_2_CARS,-1.256377783,F
coef_alternative_specific_constant_for_4_driver_household_3_CARS,-0.736107251,F
coef_cars0_has_16_17,0.0,F
coef_cars0_has_18_24,0.303347961,F
coef_cars0_has_25_34,0.0,T
coef_cars0_has_65_79,0.0,T
coef_cars0_has_80plus,0.0,T
coef_cars0_has_0_4,0.0,T
coef_cars0_has_5_17,0.0,T
coef_cars0_workers_1,-0.626860919,F
coef_cars0_workers_2,-0.687643006,F
coef_cars0_workers_3plus,1.247591794,F
coef_household_income_15k_0_CARS,2.026792987,F
coef_household_income_1530k_0_CARS,1.115116386,F
coef_household_income_3060k_0_CARS,0.0,T
coef_household_income_100k_0_CARS,-0.901938407,F
coef_attached_0_CARS,0.583266391,F
coef_intersection_density_0_CARS,0.788935628,F
coef_population_density_0_CARS,0.016016885,F
coef_retail_density_0_CARS,0.014187024,F
coef_nonmotorized_zonal_accessbility_0_CARS,0.304730094,F
coef_autotransit_zonal_accessibility_0_CARS,0.0,T
coef_cars2_has_16_17,0.0,F
coef_cars2_has_18_24,0.0,T
coef_cars2_has_25_34,0.0,T
coef_cars2_has_0_4,0.588834468,F
coef_cars2_has_5_17,0.0,T
coef_cars2_has_65_79,0.0,T
coef_cars2_has_80plus,-0.718935811,F
coef_cars2_workers_1,0.0,T
coef_cars2_workers_2,0.775530112,F
coef_cars2_workers_3plus,0.0,T
coef_household_income_15k_2_CARS,-1.264502448,F
coef_household_income_1530k_2_CARS,-0.823659861,F
coef_household_income_3060k_2_CARS,-0.284592043,F
coef_household_income_100k_2_CARS,0.0,T
coef_attached_2_CARS,-0.65382238,F
coef_intersection_density_2_CARS,0.00678398,F
coef_population_density_2_CARS,-0.012314708,F
coef_retail_density_2_CARS,0.0,T
coef_nonmotorized_zonal_accessbility_2_CARS,-0.051503169,F
coef_autotransit_zonal_accessibility_2_CARS,0.0,T
coef_cars34_has_16_17,0.0,T
coef_cars34_has_18_24,0.0,T
coef_cars34_has_25_34,-0.205410684,F
coef_cars34_has_0_4,0.0,T
coef_cars34_has_5_17,0.0,T
coef_cars34_has_65_79,0.0,T
coef_cars34_has_80plus,-0.973202303,F
coef_cars34_workers_1,0.415094751,F
coef_cars34_workers_2,0.964206165,F
coef_cars34_workers_3plus,1.190507925,F
coef_household_income_15k_3_CARS,-1.827402022,F
coef_household_income_1530k_3_CARS,-1.243285944,F
coef_household_income_3060k_3_CARS,-0.510748344,F
coef_household_income_100k_3_CARS,0.0,T
coef_attached_3_CARS,-1.426386743,F
coef_intersection_density_3_CARS,-0.875111252,F
coef_population_density_34_CARS,-0.015701116,F
coef_retail_density_3_CARS,-0.01090242,F
coef_nonmotorized_zonal_accessbility_3_CARS,-0.068584652,F
coef_autotransit_zonal_accessibility_3_CARS,-0.000872604,F
coef_cars4_num_workers_clip_3,0.0,F
coef_household_income_15k_4_CARS,-2.743515835,F
coef_household_income_1530k_4_CARS,-2.050237487,F
coef_household_income_3060k_4_CARS,-0.903012312,F
coef_household_income_100k_4_CARS,0.0,T
coef_attached_4_CARS,-1.85939905,F
coef_intersection_density_4_CARS,-0.593060324,F
coef_retail_density_4_CARS,-0.016815877,F
coef_nonmotorized_zonal_accessbility_4_CARS,-0.133879458,F
coef_autotransit_zonal_accessibility_4_CARS,-0.002525807,F
coef_nonmand_logsum_0,0.422778026,F
coef_nonmand_logsum_1,0.517335299,F
coef_nonmand_logsum_2p,0.495923942,F
asc_allhhs_0_autos,0.0,T
asc_allhhs_2_autos,0.0,T
asc_allhs_3_autos,0.0,T
asc_allhhs_4plus_autos,0.0,T
coef_cars2_av_ownership,0.0,T
coef_cars3_av_ownership,0.0,T
coef_unavailable,-999.0,T
asc_GQ_0_autos,2.468181736,F
# Calibration constants (2021 ACS Data),,
cars0_2022,-2.1602768955517946,F
cars2_2022,0.5479799676947119,F
cars3_2022,0.7308844518532679,F
cars4_2022,0.7305078229340326,F
