fromZone,toZone,EETrucks
2,10,85.35310118
2,12,425.817453
3,10,65.24686634
3,12,325.5096072
4,6,558.98
6,4,187.89
6,12,815.56
6,1153,3.19
6,2497,3.19
10,2,76.35839823
10,3,58.37100391
10,1153,4.54
10,2497,4.54
12,2,434.8121559
12,3,332.3854696
12,6,1281.72
12,1153,14.84
12,2497,14.84
1476,12,0.01
1153,6,7.58
1153,10,35.39
1153,12,175.37
2497,6,7.58
2497,10,35.39
2497,12,175.37
