fromZone,toZone,EETrucks
2,10,102.608550596
2,12,514.796040657
3,10,74.4901583351
3,12,373.723616171
4,6,637.33
6,4,214.3
6,12,1317.7
6,3798,3.63
6,4525,3.63
10,2,93.1365095892
10,3,67.6137934487
10,3798,5.15
10,4525,5.15
12,2,524.268081664
12,3,380.599981057
12,6,1568.475
12,3798,16.82
12,4525,16.82
3668,12,0.01
3798,6,8.6
3798,10,40.37
3798,12,198.63
4525,6,8.6
4525,10,40.37
4525,12,198.63
