fromZone,toZone,EETrucks
2,10,116.976
2,12,580.006
3,10,0.0
3,12,0.0
4,6,209.898
6,4,159.168
6,12,403.63
6,3798,2.07
6,4525,2.07
10,2,177.46
10,3,0.0
10,3798,2.81333333333
10,4525,2.81333333333
12,2,1008.936
12,3,0.0
12,6,661.596
12,3798,7.35666666667
12,4525,7.35666666667
3668,12,0.0
3798,6,3.88
3798,10,16.8566666667
3798,12,83.4
4525,6,3.88
4525,10,16.8566666667
4525,12,83.4
