fromZone,toZone,EETrucks
2,10,74.0773570928
2,12,368.663731899
3,10,60.3155417351
3,12,300.174757581
4,6,366.732
6,4,179.172
6,12,599.138
6,3798,2.75
6,4525,2.75
10,2,65.6564241471
10,3,53.4590183321
10,3798,3.83
10,4525,3.83
12,2,377.084664845
12,3,307.031280984
12,6,1033.86
12,3798,11.312
12,4525,11.312
3668,12,0.004
3798,6,5.696
3798,10,25.916
3798,12,127.486
4525,6,5.696
4525,10,25.916
4525,12,127.486
