fromZone,toZone,EETrucks
2,10,100.971254186
2,12,506.068879446
3,10,73.6181155623
3,12,368.974690371
4,6,629.132
6,4,211.508
6,12,1289.008
6,3798,3.586
6,4525,3.586
10,2,91.4087988841
10,3,66.6461318514
10,3798,5.088
10,4525,5.088
12,2,515.631334747
12,3,375.946674082
12,6,1523.652
12,3798,16.622
12,4525,16.622
3668,12,0.01
3798,6,8.498
3798,10,39.844
3798,12,196.326
4525,6,8.498
4525,10,39.844
4525,12,196.326
