fromZone,toZone,EETrucks
2,10,78.9301147076
2,12,391.054101317
3,10,62.9737304048
3,12,311.999236809
4,6,424.56
6,4,181.71
6,12,668.63
6,3798,2.93
6,4525,2.93
10,2,69.4492454148
10,3,55.4094983109
10,3798,4.1
10,4525,4.1
12,2,400.53497061
12,3,319.563468903
12,6,1110.6
12,3798,12.53
12,4525,12.53
3668,12,0.01
3798,6,6.32
3798,10,29.0
3798,12,142.9
4525,6,6.32
4525,10,29.0
4525,12,142.9
