fromZone,toZone,EETrucks
2,10,104.343218801
2,12,523.534591848
3,10,75.4360925741
3,12,378.495166148
4,6,644.88
6,4,216.81
6,12,1331.232
6,3798,3.672
6,4525,3.672
10,2,94.7169183315
10,3,68.4766513982
10,3798,5.21
10,4525,5.21
12,2,533.160892317
12,3,385.454607323
12,6,1613.298
12,3798,17.018
12,4525,17.018
3668,12,0.01
3798,6,8.702
3798,10,40.844
3798,12,200.986
4525,6,8.702
4525,10,40.844
4525,12,200.986
