fromZone,toZone,EETrucks
2,10,111.238215579
2,12,558.27297879
3,10,79.1973005395
3,12,397.46873549
4,6,675.08
6,4,226.85
6,12,1385.36
6,3798,3.84
6,4525,3.84
10,2,100.999455181
10,3,71.9076997475
10,3798,5.45
10,4525,5.45
12,2,568.511739188
12,3,404.758336282
12,6,1792.59
12,3798,17.81
12,4525,17.81
3668,12,0.01
3798,6,9.11
3798,10,42.74
3798,12,210.41
4525,6,9.11
4525,10,42.74
4525,12,210.41
