fromZone,toZone,EETrucks
2,10,62.5964269712
2,12,311.54251601
3,10,54.5657490304
3,12,271.5738192
4,6,248.01
6,4,165.9
6,12,450.85
6,3798,2.26
6,4525,2.26
10,2,55.8884892403
10,3,48.7183921692
10,3798,3.1
10,4525,3.1
12,2,318.25045374
12,3,277.421176061
12,6,842.64
12,3798,8.41
12,4525,8.41
3668,12,0.0
3798,6,4.36
3798,10,19.09
3798,12,94.59
4525,6,4.36
4525,10,19.09
4525,12,94.59
