fromZone,toZone,EETrucks
2,10,78.992
2,12,388.778
3,10,0.0
3,12,0.0
4,6,144.186
6,4,146.472
6,12,321.662
6,3798,1.694
6,4525,1.694
10,2,144.376
10,3,0.0
10,3798,2.196
10,4525,2.196
12,2,821.428
12,3,0.0
12,6,483.828
12,3798,5.25
12,4525,5.25
3668,12,0.0
3798,6,3.008
3798,10,12.818
3798,12,63.22
4525,6,3.008
4525,10,12.818
4525,12,63.22
