fromZone,toZone,EETrucks
2,10,88.9797644273
2,12,443.971693435
3,10,67.1979534603
3,12,335.28959517
4,6,573.924
6,4,192.87
6,12,959.032
6,3798,3.278
6,4525,3.278
10,2,79.6235804797
10,3,60.1321175647
10,3798,4.66
10,4525,4.66
12,2,453.327877383
12,3,342.355431066
12,6,1306.776
12,3798,15.236
12,4525,15.236
3668,12,0.01
3798,6,7.784
3798,10,36.33
3798,12,180.066
4525,6,7.784
4525,10,36.33
4525,12,180.066
