fromZone,toZone,EETrucks
2,10,60.7606695041
2,12,302.070253556
3,10,53.6452543918
3,12,266.696133016
4,6,235.306
6,4,163.656
6,12,435.11
6,3798,2.195
6,4525,2.195
10,2,54.2220827169
10,3,47.8723727823
10,3798,3.005
10,4525,3.005
12,2,308.608840343
12,3,272.469014626
12,6,782.292
12,3798,8.06
12,4525,8.06
3668,12,0.0
3798,6,4.2
3798,10,18.345
3798,12,90.86
4525,6,4.2
4525,10,18.345
4525,12,90.86
