fromZone,toZone,EETrucks
2,10,67.5597754912
2,12,337.131960085
3,10,56.9384945429
3,12,284.130403483
4,6,296.112
6,4,172.848
6,12,512.026
6,3798,2.482
6,4525,2.482
10,2,60.2744304139
10,3,50.7985010644
10,3798,3.43
10,4525,3.43
12,2,344.417305163
12,3,290.270396962
12,6,926.676
12,3798,9.664
12,4525,9.664
3668,12,0.0
3798,6,4.912
3798,10,21.952
3798,12,108.162
4525,6,4.912
4525,10,21.952
4525,12,108.162
