fromZone,toZone,EETrucks
2,10,64.85
2,12,318.09
3,10,0.0
3,12,0.0
4,6,120.06
6,4,138.46
6,12,289.29
6,3798,1.52
6,4525,1.52
10,2,129.88
10,3,0.0
10,3798,1.96
10,4525,1.96
12,2,734.76
12,3,0.0
12,6,439.28
12,3798,4.41
12,4525,4.41
3668,12,0.0
3798,6,2.59
3798,10,10.89
3798,12,53.62
4525,6,2.59
4525,10,10.89
4525,12,53.62
