fromZone,toZone,EETrucks
2,10,94.3507513705
2,12,470.861942528
3,10,70.1048968407
3,12,349.861844529
4,6,596.34
6,4,200.34
6,12,1174.24
6,3798,3.41
6,4525,3.41
10,2,84.4606866845
10,3,62.7563388856
10,3798,4.84
10,4525,4.84
12,2,480.752007214
12,3,357.210402484
12,6,1344.36
12,3798,15.83
12,4525,15.83
3668,12,0.01
3798,6,8.09
3798,10,37.74
3798,12,187.11
4525,6,8.09
4525,10,37.74
4525,12,187.11
