fromZone,toZone,EETrucks
2,10,99.3273285984
2,12,497.314099674
3,10,72.7436172442
3,12,364.214230135
4,6,620.934
6,4,208.716
6,12,1260.316
6,3798,3.542
6,4525,3.542
10,2,89.6776720987
10,3,65.6765700493
10,3798,5.026
10,4525,5.026
12,2,506.963756174
12,3,371.28127733
12,6,1478.829
12,3798,16.424
12,4525,16.424
3668,12,0.01
3798,6,8.396
3798,10,39.318
3798,12,194.022
4525,6,8.396
4525,10,39.318
4525,12,194.022
